stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_desc,wheelchair_boarding,platform_code,location_type,parent_station,stop_timezone,stop_url,tts_stop_name,zone_id,Capital Needs
22779,22640,KANE BLVD + BOWER HILL RD,40.371851,-80.082752,,,,0,,,,,,
10010469,BLR284,Business 376 + Airside Dr,40.5001577,-80.2190964,,0,,0,,,,,,ADA pad
221,221,EAST ST + LAREDA ST,40.462256,-79.998861,,,,0,,,,,,
19666,19666,JOSEPHINE ST + #3201,40.420042,-79.964279,,,,0,,,,,,
14674,14674,SALTSBURG RD + ALCOMA GOLF CLUB,40.481016,-79.802589,,,,0,,,,,,
18942,18942,PENN AVE + BAKERY SQUARE,40.455992,-79.915142,,,,0,,,,,,
5499,5499,WASHINGTON AVE + PRESTLEY,40.362701,-80.110473,,,,0,,,,,,
2647,2647,E CARSON ST + 20TH,40.428643,-79.977481,,,,0,,,,,,
99975,99975,CASTLE SHANNON STATION,40.368066,-80.030126,,,,0,,,,,,
14388,14388,FRANKSTOWN RD + DUFF RD,40.465041,-79.828292,,,,0,,,,,,
9177,9177,PENN AVE + EVALINE,40.46476,-79.941002,,,,0,,,,,,
8654,8654,ALLEQUIPPA ST + ROBINSON ST,40.4430811,-79.9655421,,,,0,,,,,,
20824,20824,ITIN ST + DIANA,40.461846,-79.992179,,,,0,,,,,,
12750,12750,RIDC PARK + TERMINAL,40.5004324,-79.8609657,,,,0,,,,,,
6151,6151,WEST LIBERTY AVE + DORMONT AVE,40.391328,-80.038927,,,,0,,,,,,
W15307,99898,MONONGAHELA INCLINE AT UPPER STATION,40.4313612,-80.0059047,,,,0,,,,,,
1392,1392,OHIO RIVER BLVD + KENDALL,40.486328,-80.054165,,,,0,,,,,,
22112,9282,STANTON AVE + JANCEY ST,40.47421,-79.931627,,,,0,,,,,,
7454,7454,BRINTON AVE + BOWERS,40.402566,-79.842008,,,,0,,,,,,
13636,13636,HWY RT 286 + SANDUNE,40.463377,-79.70545,,,,0,,,,,,
3693,3693,CLEVER RD + PATRICIA PARK,40.469768,-80.100838,,,,0,,,,,,
100090,BLR223,Monroeville Mall,40.4292839,-79.7922336,,,,0,,,,,,ADA pad
7415,7415,BRINTON RD + MARY,40.4068919,-79.847735,,,,0,,,,,,
7129,7129,FORBES AVE + BEECHWOOD,40.438003,-79.916373,,,,0,,,,,,
20763,20763,PENN AVE + DALLAS AVE,40.451492,-79.908345,,,,0,,,,,,
2430,2430,GRANT AVE + HERMAN,40.508453,-79.95202,,,,0,,,,,,
14973,14973,BUTLER ST + 43RD,40.4708235,-79.9603027,,,,0,,,,,,
10010209,BLR073,Chicora St + 5th Ave,40.3826232,-79.8105154,,0,,0,,,,,,"ADA pad, Crosswalk"
12594,12594,WM PENN HWY + PENN CENTER NS (DONUT SHOP),40.430306,-79.813582,,,,0,,,,,,
19205,19205,CHARTIERS AVE + FAIRDALE ST,40.45378,-80.063869,,,,0,,,,,,
574,574,PERRY HWY + CONNIE,40.496533,-80.020025,,,,0,,,,,,
18847,18847,BROWNSVILLE RD + HOLLOWHAVEN FS,40.343505,-79.985241,,,,0,,,,,,
22774,22635,NORMAN ST + GRANT AVE,40.3717528,-79.852488,,,,0,,,,,,
22454,8636,BENTLEY DR + #1784,40.440109,-79.976643,,,,0,,,,,,
28,28,MCKEE PRTX STATION,40.4399244,-79.9591735,,,,0,,,,,,
1277,1277,FOREST AVE + BALPH AVE,40.499958,-80.052374,,,,0,,,,,,
7602,7602,LAKETON RD + CHURCHILL,40.457737,-79.850183,,,,0,,,,,,
10010224,BLR170,Campbells Run Rd + Settlers Ridge,40.4395037,-80.1519899,,0,,0,,,,,,"ADA pad, Sidewalk connection"
21665,11584,ST JOSEPH ST + RATON ST,40.413539,-79.980599,,,,0,,,,,,
11116,11116,WHITAKER ST + MIFFLIN F S,40.398801,-79.885425,,,,0,,,,,,
11911,11911,EASTMAN ST + GREENSPRINGS F S,40.383589,-79.877821,,,,0,,,,,,
9424,9424,HWY RT 51 + BROWNSVILLE,40.36354,-79.98386,,,,0,,,,,,
200245,BLR382,Church St + Hanover St,40.4207822,-79.8931996,,,,0,,,,,,ADA pad
10010498,BLR354,Cedar Blvd + Baywood Ave,40.3816908,-80.0464934,,0,,0,,,,,,Crosswalk
2591,2591,PENN AVE + 28TH,40.456953,-79.975562,,,,0,,,,,,
7686,7686,WILKINS AVE + #6640,40.446049,-79.914475,,,,0,,,,,,
852,852,CENTER AVE + PERRYSVILLE RD,40.50995,-80.028263,,,,0,,,,,,
14967,14967,BUTLER ST + 51ST (STANTON),40.4785386,-79.955627,,,,0,,,,,,
19465,19465,COLUMBO ST + ATLANTIC,40.46895,-79.938115,,,,0,,,,,,
10010376,BLR096,E 1st Ave + Allegheny St,40.6011963,-79.7492374,,0,,0,,,,,,ADA pad
2445,2445,MT ROYAL BLVD + SHALER LIBRARY,40.528064,-79.964577,,,,0,,,,,,
1480,1480,BEAVER RD + MAIN FS,40.57854,-80.22033,,,,0,,,,,,
1945,1945,CALIFORNIA AVE + BOSTON ST,40.469385,-80.035698,,,,0,,,,,,
17552,17552,BRIGHTON RD + ARMANDALE,40.458032,-80.016051,,,,0,,,,,,
100093,BLR259,Rodi Rd + Purity Rd,40.4461543,-79.8280348,,,,0,,,,,,"ADA pad, Sidewalk connection"
15071,15071,CORBET ST + 8TH,40.6044229,-79.7533029,,,,0,,,,,,
8184,8184,NEGLEY AVE + RIPPEY ST FS,40.466863,-79.928721,,,,0,,,,,,
11641,11641,MAIN ST + HOMESTEAD DUQUESNE,40.395423,-79.899575,,,,0,,,,,,
8785,8785,CENTRE AVE + BRYN MAWR,40.448958,-79.957646,,,,0,,,,,,
100128,BLR268,Perry Hwy + Wright,40.6191792,-80.0554918,,,,0,,,,,,
6773,6773,REPUBLIC ST + RUTLEDGE,40.440375,-80.025209,,,,0,,,,,,
12769,12769,MAIN ST + 13TH ST,40.4943,-79.929416,,,,0,,,,,,
7135,7135,PEEBLES ST + FORBES,40.439758,-79.894652,,,,0,,,,,,
22251,21487,BETA DR + EMERSON PROCESS MGMT,40.499177,-79.8633,,,,0,,,,,,
21962,9319,STANTON AVE + DUNCAN ST,40.477611,-79.951867,,,,0,,,,,,
1606,1606,BRIGHTON RD + WESTBORN,40.473529,-80.028626,,,,0,,,,,,
5099,5099,STEUBEN ST + INGRAM,40.440339,-80.079797,,,,0,,,,,,
20479,20479,CALIFORNIA AVE + AVALON LOOP,40.50353,-80.074189,,,,0,,,,,,
7048,7048,MIDDLE ST + HAWKINS,40.405441,-79.861767,,,,0,,,,,,
22683,22559,NEVILLE RD AT #200,40.492623,-80.080237,,,,0,,,,,,
6417,6417,BOWER HILL RD + N WREN,40.376584,-80.067407,,,,0,,,,,,
3192,3192,FREEPORT RD + ALPHA (RIDC PARK),40.491591,-79.865783,,,,0,,,,,,
12683,12683,FREEPORT RD + WILSON,40.540666,-79.809401,,,,0,,,,,,
13466,13466,FREEPORT RD + OLIVE,40.6388639,-79.711153,,,,0,,,,,,
7641,7641,WILKINS AVE + BARNSDALE,40.444862,-79.91565,,,,0,,,,,,
11123,11123,WHITAKER WAY + HIGHWOOD,40.405989,-79.892801,,,,0,,,,,,
6426,6426,KANE BLVD + OUR LADY OF GRACE CHURCH,40.373912,-80.084665,,,,0,,,,,,
9273,9273,STANTON AVE + #4340,40.480438,-79.942445,,,,0,,,,,,
6162,6162,BROOKLINE BLVD + FLATBUSH,40.393712,-80.020141,,,,0,,,,,,
100141,BLR022,Bauerstown Loop,40.4951572,-79.9758731,,,,0,,,,,,
9996,9996,BROWNSVILLE RD + MCKINLEY ST,40.408548,-79.991143,,,,0,,,,,,
3827,3827,SUMMIT PARK DR + HOME DR,40.44989,-80.183092,,,,0,,,,,,
1378,1378,OHIO RIVER BLVD + PENNSYLVANIA,40.511049,-80.099867,,,,0,,,,,,
12129,12129,GREENFIELD AVE + HAYWORTH,40.4252,-79.945376,,,,0,,,,,,
10975,10975,KENNYWOOD BLVD + MIFFLIN,40.401454,-79.880826,,,,0,,,,,,
4220,4220,W PROSPECT AVE + ALLEGHENY VALLEY SCHOOL,40.446514,-80.078466,,,,0,,,,,,
12686,12686,FREEPORT RD + PEARL,40.540773,-79.816047,,,,0,,,,,,
134,134,MCKNIGHT RD + #7451,40.5413474,-80.0128119,,,,0,,,,,,"ADA pad, Sidewalk connection"
4236,4236,STEUBEN ST + OBEY,40.44301,-80.052801,,,,0,,,,,,
12131,12131,GREENFIELD AVE + LYDIA,40.425471,-79.942559,,,,0,,,,,,
10885,10885,2ND ST + GRANT,40.37303,-79.846878,,,,0,,,,,,
9591,9591,HWY RT 51 + MAXWELL FS,40.350023,-79.976465,,,,0,,,,,,
5428,5428,NOBLESTOWN RD + DENISONVIEW,40.435102,-80.050413,,,,0,,,,,,
10888,10888,DUQUESNE BLVD + OAKMONT,40.380765,-79.855038,,,,0,,,,,,
6744,6744,SOUTHERN AVE + SIMMS,40.4224894,-80.0123972,,,,0,,,,,,
1439,1439,OHIO RIVER BLVD + PENNSYLVANIA,40.511139,-80.09971,,,,0,,,,,,
10010360,BLR019,Duncan Ave + Covenant Ave,40.5680386,-80.0221675,,0,,0,,,,,,ADA pad
8025,8025,BLVD OF ALLIES + HALKET FS,40.4359984,-79.9585663,,,,0,,,,,,
2185,2185,LIBERTY AVE + HERRON,40.461448,-79.967266,,,,0,,,,,,
11035,11035,WEST ST + 21ST,40.398052,-79.903405,,,,0,,,,,,
22827,22682,PGH AIRPORT UPPER LEVEL (DEPARTURES),40.4963762,-80.2490705,,,,0,,,,,,
10010466,BLR281,University Blvd + Broadhead Rd FS,40.5173494,-80.2204688,,0,,0,,,,,,ADA pad
5659,5659,GREENTREE RD + ORIOLE,40.41028,-80.047472,,,,0,,,,,,
7684,7684,WILKINS AVE + BEECHWOOD,40.444284,-79.917918,,,,0,,,,,,
12161,12161,SECOND AVE + GLENWOOD,40.400994,-79.939296,,,,0,,,,,,
1199,1199,40TH ST + BUTLER,40.4686604,-79.9620971,,,,0,,,,,,
21339,12822,FREEPORT RD + WORKS ENTRANCE #3,40.593906,-79.769818,,,,0,,,,,,
20486,20486,HAZELWOOD AVE + #737,40.419915,-79.931716,,,,0,,,,,,
4842,4842,E CARSON ST + 2ND ST,40.430133,-79.999278,,,,0,,,,,,
8308,20108,FIFTH AVE + MCPHERSON FS,40.455505,-79.910881,,,,0,,,,,,
11206,11206,WORTHINGTON AVE + HWY RT 51,40.291027,-79.913624,,,,0,,,,,,
576,576,PERRY HWY + PERRY VIEW,40.493832,-80.022118,,,,0,,,,,,
10010257,BLR311,Jenny Lind St + Flagler St,40.3399933,-79.854687,,0,,0,,,,,,
8510,8510,BIGELOW ST + MCCASLIN,40.419159,-79.937813,,,,0,,,,,,
200172,BLR068,Freeport Rd + Valley St,40.5862419,-79.7540376,,,,0,,,,,,ADA pad
16029,16029,EAST LIBERTY DRWY + FIFTH FS,40.456011,-79.910856,,,,0,,,,,,
20523,20523,LEWIS RUN RD + MON VALLEY SCHOOL DRWY,40.324592,-79.939887,,,,0,,,,,,
18650,18650,WEST LIBERTY AVE + KELTON,40.392318,-80.037655,,,,0,,,,,,
12646,12646,FREEPORT RD + CRAWFORD RUN,40.582478,-79.778435,,,,0,,,,,,
5283,5283,WASHINGTON AVE + HOPE HOLLOW (CAROTHERS),40.395997,-80.086191,,,,0,,,,,,
1468,1468,BEAVER RD + CHURCH,40.556247,-80.196793,,,,0,,,,,,
100000,BLR196,Brenning St + Carmalt,40.3884584,-80.0064755,,,,0,,,,,,Parking restriction
18782,18782,BROWNSVILLE RD AT BRENTWOOD LOOP SHELTER,40.380572,-79.975905,,,,0,,,,,,
10976,10976,KENNYWOOD BLVD + #4000,40.393051,-79.870401,,,,0,,,,,,
2882,2882,SPRING GARDEN AVE + CONSTANCE,40.458007,-79.994643,,,,0,,,,,,
7840,7840,AVENUE U + WATKINS,40.394932,-79.803925,,,,0,,,,,,
21187,17657,LEBANON RD + NOBLE DR FS,40.361767,-79.932442,,,,0,,,,,,
21271,2153,LIBERTY AVE + 37TH ST,40.462126,-79.961863,,,,0,,,,,,
8041,8041,BEACON ST + WENDOVER,40.433866,-79.929223,,,,0,,,,,,
10010304,BLR336,Mt Royal Blvd + Ebonhurst Manor,40.5567836,-79.9708817,,0,,0,,,,,,"ADA pad, Crosswalk"
7248,7248,MONONGAHELA AVE + WASHINGTON,40.420107,-79.889346,,,,0,,,,,,
21397,2901,SPRING GARDEN AVE + BASIN ST,40.460312,-79.990535,,,,0,,,,,,
19586,19586,WASHINGTON RD + FLORENCE,40.384443,-80.043758,,,,0,,,,,,
7838,7838,AIRBRAKE AVE + MILLER,40.395375,-79.806546,,,,0,,,,,,
10010437,BLR201,Glenbury St + Aaron Ave,40.3869953,-80.0020421,,0,,0,,,,,,
7558,7558,JONES AVE + HAWKINS,40.404807,-79.860882,,,,0,,,,,,
5034,5034,STEUBEN ST + UNION,40.438953,-80.062519,,,,0,,,,,,
8383,8383,HOMEWOOD AVE + MONTICELLO,40.459391,-79.895481,,,,0,,,,,,
18193,18193,VERSAILLES AVE + SUMAC,40.345188,-79.840851,,,,0,,,,,,
1151,1151,MAIN ST + HOWLEY,40.46434,-79.953484,,,,0,,,,,,
21051,18505,PENN AVE + SHAW NS,40.4053246,-79.8287715,,,,0,,,,,,
8660,8660,BENTLEY DR + KIRKPATRICK FS,40.440608,-79.974592,,,,0,,,,,,
4776,4776,ARLINGTON AVE + KOEHLER,40.417562,-79.984648,,,,0,,,,,,
5046,5046,SUMMIT PARK DR + #35,40.450454,-80.19045,,,,0,,,,,,
4253,4253,STEUBEN ST + #1260,40.441143,-80.047096,,,,0,,,,,,
2741,2741,LOWRIE ST + SUNDEMAN,40.466273,-79.980834,,,,0,,,,,,
14397,14397,FRANKSTOWN RD + #10485,40.460592,-79.844448,,,,0,,,,,,
19095,19095,FRANKSTOWN AVE + STANDARD FS,40.457135,-79.877541,,,,0,,,,,,
7656,7656,Mercy Hospital,40.4367944,-79.9853631,,,,0,,,,,,
20240,20240,WORTHINGTON AVE + 10TH FS,40.291971,-79.893589,,,,0,,,,,,
13513,13513,WM PENN HWY + RED LOBSTER,40.4380527,-79.7756057,,,,0,,,,,,
8737,8737,CRAWFORD ST + WEBSTER,40.443173,-79.987475,,,,0,,,,,,
18986,18986,UPLAND ST + BRUSHTON,40.460553,-79.888607,,,,0,,,,,,
8017,8017,BEACON ST + WENDOVER,40.434009,-79.928991,,,,0,,,,,,
20101,20101,EAST LIBERTY BLVD + HIGHLAND AVE FS,40.46577,-79.92233,,,,0,,,,,,
7626,7626,PENN AVE + WEST,40.445175,-79.889183,,,,0,,,,,,
21172,9983,BROWNSVILLE RD + OVERBROOK BLVD,40.38931,-79.985359,,,,0,,,,,,
7538,7538,JONES AVE + PARKVIEW,40.403664,-79.862579,,,,0,,,,,,
18450,18450,IMOGENE RD + BROWNS HILL FS,40.415265,-79.924993,,,,0,,,,,,
8033,8033,BLVD OF ALLIES + CRAFT FS,40.4357575,-79.9609088,,,,0,,,,,,
21269,2610,LIBERTY AVE + 40TH ST NS,40.463033,-79.956405,,,,0,,,,,,
20501,20501,EAST BUSWAY + NEGLEY STATION A,40.456722,-79.93237,,,,0,,,,,,
12647,12647,FREEPORT RD + MURRAY HILL,40.581448,-79.778872,,,,0,,,,,,
8377,8377,HOMEWOOD AVE + FINANCE (BUSWAY),40.452946,-79.898624,,,,0,,,,,,
1278,1278,FOREST AVE + #546,40.500676,-80.053763,,,,0,,,,,,
4227,4227,MIDDLETOWN RD + #3205,40.450797,-80.066925,,,,0,,,,,,
7849,7849,BROADWAY BLVD + WALL,40.401278,-79.780399,,,,0,,,,,,
6281,6281,BOWER HILL RD + LAKEMONT (ST CLAIR HOSP),40.377887,-80.065164,,,,0,,,,,,
6084,6084,PIONEER AVE + BERWIN,40.399156,-80.021201,,,,0,,,,,,
14687,14687,UNIVERSAL RD + AUSTIN,40.475244,-79.786634,,,,0,,,,,,
11945,11945,MIFFLIN ST + WHITAKER ST,40.39866,-79.885482,,,,0,,,,,,
7764,7764,MIDDLE ST + #526,40.396362,-79.8087385,,,,0,,,,,,
4133,4133,CHARTIERS AVE + MARLOW,40.443095,-80.03965,,,,0,,,,,,
19089,19089,CRAIG ST + BIGELOW FS,40.456253,-79.954782,,,,0,,,,,,
1155,1155,LIBERTY AVE + MILLVALE AVE ( WEST PENN HOSP),40.460035,-79.946124,,,,0,,,,,,
2427,2427,GRANT AVE + WILSON,40.504141,-79.949046,,,,0,,,,,,
10010519,BLR375,Forward Ave + Shady Ave,40.4291722,-79.9214212,,0,,0,,,,,,
13518,13518,WM PENN HWY + RODI FS,40.438528,-79.8307797,,,,0,,,,,,
200192,BLR020,Babcock Blvd + Shop and Save,40.4988919,-79.9795105,,,,0,,,,,,
200112,BLR224,S Braddock Ave + Edgerton Ave,40.4430763,-79.8966992,,,,0,,,,,,"ADA pad, Crosswalk"
4829,4829,WOOD ST + THIRD AVE FS,40.439076,-80.001471,,,,0,,,,,,
19242,19242,WASHINGTON AVE + LINCOLN FS,40.404541,-80.083564,,,,0,,,,,,
21457,21457,PARKLINE DR + RADFORD RD FS,40.365201,-79.966925,,,,0,,,,,,
21350,242,MCKNIGHT RD + NORTH HILLS VILLAGE (CENTER ENT),40.525363,-80.005368,,,,0,,,,,,
22265,22265,GRAND AVE + #4700,40.509425,-80.12226,,,,0,,,,,,
