stop_id,stop_code,stop_name,stop_lat,stop_lon,mode,mode_type,route_code,MUNI,HOOD,B_W_202505,B_S_202505,B_U_202505,R_W_202505
E70415,20221,WARREN DR AT LINCOLN HWY FS,40.3848,-79.8236,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.29,,,0.05
P00580,20684,FIFTH AVE OPP MCMASTERS WAY,40.4412,-80.0014,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,0,,,0.05
P00615,17629,FIFTH AVE AT WILLIAM PENN PL FS,40.4399,-79.998,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,0.62,,,0
P00650,18800,FIFTH AVE AT WOOD ST NS,40.4405,-79.9995,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,17.57,,,0
P01610,5124,EAST BUSWAY AT PENN STATION B,40.444,-79.9919,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,3.76,,,0
P01620,1407,EAST BUSWAY AT PENN STATION C,40.444,-79.9922,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,0.71,,,0
P01936,17396,GRANT ST AT OLIVER AVE,40.4402,-79.9963,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,1.29,,,0
P02030,15287,GRANT ST AT LIBERTY AVE FS (FED BLDG),40.4433,-79.9943,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,0.24,,,0.05
P02080,7874,GRANT ST AT STRAWBERRY WAY (US STEEL TOWER,40.4416,-79.9955,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,0.76,,,0.05
P02280,8778,LIBERTY AVE AT SIXTH AVE,40.4422,-80.0003,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,5.52,,,0
P02470,45,LIBERTY AVE AT MARKET ST,40.4418,-80.0021,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,25.19,,,0
S25850,11178,JACKS RUN RD AT RAINBOW SHOPPING CTR ENTRANCE,40.3381,-79.8066,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0.19,,,0
S30257,20222,LONG RUN RD AT OLD LONG RUN RD FS,40.3221,-79.8258,BUS,BUS,P76,"McKeesport city (Allegheny, PA)",,0,,,0
S70109,21255,OLYMPIA SHOPPING CENTER PARK A AT SHELTER,40.3224,-79.8348,BUS,BUS,P76,"Versailles borough (Allegheny, PA)",,12.95,,,0.24
S70576,21611,LONG RUN RD AT MARSHALL DR FS,40.3231,-79.8209,BUS,BUS,P76,"McKeesport city (Allegheny, PA)",,0,,,0.05
E17305,20501,EAST BUSWAY AT NEGLEY STATION A,40.4567,-79.9324,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Shadyside,8,,,0
E55620,14325,VERONA RD AT RIVERVIEW DR,40.4973,-79.8369,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,4,,,0
E70028,16559,ALLEGHENY AVE AT DELAWARE AVE,40.5178,-79.8432,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,2.67,,,0
N21510,3175,FREEPORT RD AT TARGET (HARMAR),40.5376,-79.8366,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,6.19,,,0
E57410,14322,WILDWOOD AVE AT FOOD PARK,40.5036,-79.8401,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,2.48,,,0
E34100,7609,LAKETON RD AT TURNER AVE,40.4527,-79.8603,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,3.9,,,0
E34170,7602,LAKETON RD OPP CHURCHILL AVE,40.4577,-79.8502,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.43,,,0.05
E70324,19434,COAL HOLLOW RD OPP OLD COAL HOLLOW RD #2,40.4621,-79.8425,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.05,,,0
E40360,7617,MONTIER ST AT #1449,40.4453,-79.8739,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.71,,,0
E17300,16107,EAST BUSWAY AT HERRON STATION B,40.4592,-79.9669,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Polish Hill,0.67,,,0
E30185,14371,HULTON RD AT RIVERVIEW HIGH SCHOOL,40.5263,-79.8441,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0,,,0
E70065,14321,WILDWOOD AVE AT #444,40.5037,-79.8413,BUS,BUS,P78,"Verona borough (Allegheny, PA)",,0.29,,,0
E70025,16556,ALLEGHENY AVE AT PENNSYLVANIA AVE,40.5221,-79.8426,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,5.81,,,0
E55410,14331,VERONA RD AT ARTHUR DR,40.485,-79.8375,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.14,,,0
N21355,19426,FREEPORT RD AT ALPHA DR W,40.5379,-79.8346,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,4.9,,,0
E55600,14334,VERONA RD AT RANDOLPH LN,40.4789,-79.8408,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,2.14,,,0
N22000,3177,FREEPORT RD AT VALLEY MOTEL,40.5354,-79.8426,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,1.05,,,0
E70978,22639,VERONA RD OPP PELONE DR (VERONA ESTATES),40.4886,-79.8369,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,1.62,,,0
N21220,3178,FREEPORT RD AT GUYS RUN RD,40.534,-79.8448,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,1.19,,,0
E70321,19161,COAL HOLLOW RD AT OLD COAL HOLLOW RD #1,40.4665,-79.8469,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.05,,,0
N71280,21680,FREEPORT RD OPP #2366,40.5306,-79.8493,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,0.67,,,0
E55490,14448,VERONA RD OPP GALETON DR,40.4904,-79.8361,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0,,,0
E03320,14319,ALLEGHENY RIVER BLVD AT CENTER AVE,40.5068,-79.8429,BUS,BUS,P78,"Verona borough (Allegheny, PA)",,11.43,,,0
E03330,19435,ALLEGHENY RIVER BLVD AT CENTER AVE FS,40.5067,-79.8427,BUS,BUS,P78,"Verona borough (Allegheny, PA)",,0.95,,,0
E03450,19176,ALLEGHENY RIVER BLVD AT PLUM ST FS,40.5124,-79.8433,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.76,,,0
E03550,19177,ALLEGHENY RIVER BLVD AT SELDON AVE FS,40.5084,-79.8426,BUS,BUS,P78,"Verona borough (Allegheny, PA)",,0.05,,,0
E03560,14320,ALLEGHENY RIVER BLVD AT SOUTH AVE,40.505,-79.8431,BUS,BUS,P78,"Verona borough (Allegheny, PA)",,11.43,,,0
E03570,14456,ALLEGHENY RIVER BLVD AT SOUTH AVE,40.5047,-79.8431,BUS,BUS,P78,"Verona borough (Allegheny, PA)",,2,,,0.05
E17290,8153,EAST BUSWAY AT HAY ST RAMP OUTBOUND SHELTER,40.4428,-79.887,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,2.29,,,0.05
E17294,16120,EAST BUSWAY AT EAST LIBERTY STATION D,40.4595,-79.9228,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Shadyside,1.57,,,0
E17295,16111,EAST BUSWAY AT WILKINSBURG STATION B,40.4464,-79.8886,BUS,BUSWAY,P78,"Wilkinsburg borough (Allegheny, PA)",,17.05,,,0
E17296,16119,EAST BUSWAY AT HOMEWOOD STATION D,40.4529,-79.8989,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Homewood South,0.05,,,0
E17308,20502,EAST BUSWAY AT NEGLEY STATION B,40.4566,-79.9326,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Shadyside,,,,
E17309,16121,EAST BUSWAY AT NEGLEY STATION D,40.4567,-79.9326,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Shadyside,0.24,,,0
E17310,16109,EAST BUSWAY AT EAST LIBERTY STATION B,40.4593,-79.9231,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Shadyside,20.24,,,0.05
E17311,16110,EAST BUSWAY AT HOMEWOOD STATION B,40.453,-79.8994,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Homewood South,5.95,,,0
E17312,16083,EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP,40.4577,-79.912,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Larimer,2.48,,,0.05
E17313,16085,EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP,40.4576,-79.9121,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Larimer,0.71,,,0
E17314,16122,EAST BUSWAY AT HERRON STATION D,40.4594,-79.9666,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Polish Hill,0.24,,,0
E17316,16118,EAST BUSWAY AT WILKINSBURG STATION D,40.4463,-79.8883,BUS,BUSWAY,P78,"Wilkinsburg borough (Allegheny, PA)",,1.33,,,0
E30175,14508,HULTON RD AT 3RD ST,40.526,-79.8425,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.19,,,0
E33870,7728,LAKETON RD AT CHURCHILL AVE,40.4577,-79.8502,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.29,,,0
E33880,7724,LAKETON RD AT COLLINS RD,40.4534,-79.859,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.1,,,0
E33900,19432,LAKETON RD AT DOUGLAS DR FS,40.4548,-79.8584,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,23.14,,,0.29
E33910,19164,LAKETON RD AT DOYLE ST FS,40.4562,-79.8578,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,5.86,,,0.1
E33940,7605,LAKETON RD AT GRAHAM BLVD,40.4571,-79.8573,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,6.24,,,0
E33970,7604,LAKETON RD AT HOWARD ST,40.4582,-79.8554,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,4.52,,,0
E33990,7601,LAKETON RD AT LINDBERG AVE,40.4585,-79.8463,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,3.33,,,0.05
E34030,7600,LAKETON RD OPP NELBON AVE,40.4596,-79.8438,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,20.19,,,0.1
E34050,7725,LAKETON RD OPP DOUGLAS PLAZA APTS,40.4546,-79.8584,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,1.29,,,0.05
E34055,7719,LAKETON RD AT #1746,40.4491,-79.866,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.05,,,0
E34060,7612,LAKETON RD AT #1753,40.4492,-79.866,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.52,,,0
E34080,7727,LAKETON RD AT SOUTHERN AVE,40.4579,-79.8515,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.05,,,0
E34090,20107,LAKETON RD OPP COLLINS RD,40.4536,-79.859,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,3.62,,,0
E34120,7611,LAKETON RD AT TURNER SCHOOL,40.4492,-79.864,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,16.62,,,0
E34140,7722,LAKETON RD AT WINTON ST,40.4509,-79.8621,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E34150,7610,LAKETON RD AT WINTON ST,40.4511,-79.8621,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,7.67,,,0
E34160,7726,LAKETON RD AT WOODGATE RD,40.4582,-79.8552,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.19,,,0.05
E34200,7729,LAKETON RD AT LINDBERG AVE,40.4584,-79.8463,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.1,,,0.05
E34210,7730,LAKETON RD AT #3600,40.4594,-79.8439,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.24,,,0
E34220,7603,LAKETON RD OPP SOUTHERN AVE,40.458,-79.8515,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,2.05,,,0
E34230,7723,LAKETON RD OPP TURNER AVE,40.4525,-79.8604,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0,,,0.05
E34240,7720,LAKETON RD AT PADEN ST,40.4491,-79.8642,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.19,,,0
E40270,7616,MONTIER ST AT BESSICA ST,40.4462,-79.8711,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,14.62,,,0.05
E40280,7714,MONTIER ST AT PARK AVE,40.4459,-79.8717,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.57,,,0
E40290,7615,MONTIER ST AT HERR ST,40.4473,-79.8697,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,5.86,,,0
E40300,7716,MONTIER ST AT HERR ST,40.4472,-79.8697,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.1,,,0.05
E40310,7715,MONTIER ST AT LABELLE AVE,40.4466,-79.8705,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.1,,,0
E40320,7613,MONTIER ST AT LAKETON RD FS,40.4489,-79.8678,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,28.29,,,0.05
E40330,19174,MONTIER ST AT LAKETON RD,40.4489,-79.8675,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,1.67,,,0
E40350,7713,MONTIER ST AT #1438,40.4452,-79.8739,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E40370,7614,MONTIER ST AT #1823,40.4482,-79.8687,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,1.62,,,0
E40375,7717,MONTIER ST AT #1824,40.4481,-79.8686,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E44880,7618,PARK AVE AT SWISSVALE AVE,40.4448,-79.8755,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,9.57,,,0
E49390,7703,ROSS AVE AT CENTER ST,40.442,-79.8825,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.52,,,0
E49400,7705,ROSS AVE AT COAL ST,40.4411,-79.88,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,1.71,,,0
E49410,7704,ROSS AVE AT MILL ST,40.4416,-79.8814,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.05,,,0
E53690,7619,SWISSVALE AVE AT HILL AVE,40.4438,-79.8764,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,5.81,,,0
E53700,7710,SWISSVALE AVE AT HILL AVE,40.4436,-79.8764,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.19,,,0
E53720,7620,SWISSVALE AVE AT NORTH AVE,40.443,-79.8768,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,4.29,,,0.05
E53730,7709,SWISSVALE AVE AT NORTH AVE,40.4428,-79.8768,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,1.14,,,0
E53740,7711,SWISSVALE AVE AT PARK AVE,40.4445,-79.8758,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.38,,,0
E53760,7708,SWISSVALE AVE AT PENN AVE FS,40.4417,-79.8775,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,1.19,,,0
E53830,7707,SWISSVALE AVE AT STONER WAY,40.4409,-79.8779,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.71,,,0
E55370,14453,VERONA RD AT 2ND ST,40.5014,-79.8376,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0,,,0
E55380,14248,VERONA RD AT THIRD ST,40.478,-79.8453,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,2.19,,,0
E55420,14445,VERONA RD AT BRINLEY DR,40.4844,-79.8374,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.05,,,0
E55450,14324,VERONA RD AT ELLIOTT ST,40.499,-79.8375,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,3.1,,,0
E55480,14328,VERONA RD AT GALETON DR,40.4904,-79.8362,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.38,,,0
E55510,14332,VERONA RD AT HOMESTEAD RD,40.4818,-79.8381,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,4.19,,,0
E55530,14333,VERONA RD AT MAPLE AVE,40.48,-79.8393,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.81,,,0
E55535,14323,VERONA RD OPP 2ND ST,40.5016,-79.8377,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,4.29,,,0
E55550,14330,VERONA RD AT POKETA RD,40.4867,-79.8373,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,2.71,,,0
E55560,14446,VERONA RD AT POKETA RD,40.4864,-79.8373,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.1,,,0
E55570,14449,VERONA RD AT QUINCY DR,40.4934,-79.8363,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.14,,,0
E55580,14326,VERONA RD AT RAITHEL ST,40.4962,-79.8368,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,1.95,,,0
E55590,14450,VERONA RD AT RAITHEL ST FS,40.496,-79.8367,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0,,,0
E55610,14327,VERONA RD AT RIVERSIDE RD,40.4936,-79.8365,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,1.48,,,0
E55630,14444,VERONA RD AT ROSEDALE ST,40.4817,-79.838,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.38,,,0
E55730,14452,VERONA RD OPP ELLIOTT ST,40.4989,-79.8374,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.05,,,0
E55780,14443,VERONA RD OPP MAPLE AVE,40.4798,-79.8394,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.1,,,0
E55800,14442,VERONA RD OPP RANDOLPH LN,40.4788,-79.8407,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.38,,,0
E55810,14451,VERONA RD OPP RIVERVIEW DR,40.4974,-79.8368,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0,,,0
E55990,7623,WALLACE AVE AT CENTER ST,40.4436,-79.8813,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,2.71,,,0
E56000,7621,WALLACE AVE AT COAL ST,40.4427,-79.8788,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,3.57,,,0.05
E56003,16628,WALLACE AVE AT HAY ST,40.4449,-79.8853,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,2.86,,,0.05
E56005,16627,WALLACE AVE AT PITT ST,40.4453,-79.8867,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,1.48,,,0
E56010,7622,WALLACE AVE AT MILL ST,40.4432,-79.8802,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,1.05,,,0
E56020,20120,WALLACE AVE AT SWISSVALE AVE FS,40.4424,-79.8778,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,3.81,,,0
E56030,7624,WALLACE AVE AT WOOD ST,40.4445,-79.8842,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,3.62,,,0.43
E57380,16437,WILDWOOD AVE OPP VERONA ST,40.5033,-79.8394,BUS,BUS,P78,"Verona borough (Allegheny, PA)",,0,,,0
E70026,19428,ALLEGHENY AVE AT ANN ST NS,40.5203,-79.8429,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,1.05,,,0
E70027,16558,ALLEGHENY AVE AT MARYLAND AVE,40.5189,-79.8431,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,9.52,,,0
E70029,16560,ALLEGHENY AVE AT WASHINGTON AVE,40.5164,-79.8433,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,3.57,,,0
E70030,20087,ALLEGHENY AVE OPP COLLEGE AVE,40.5141,-79.8436,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,3.9,,,0
E70031,16562,ALLEGHENY AVE OPP CALIFORNIA AVE,40.5153,-79.8434,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.05,,,0
E70032,16563,ALLEGHENY AVE AT WASHINGTON AVE,40.5161,-79.8433,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.38,,,0
E70033,16564,ALLEGHENY AVE OPP DELAWARE AVE,40.5176,-79.8431,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.05,,,0
E70034,19179,ALLEGHENY AVE OPP MARYLAND AVE NS,40.519,-79.8429,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,1.29,,,0
E70035,16566,ALLEGHENY AVE OPP ANN ST,40.5202,-79.8428,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.05,,,0
E70036,16567,ALLEGHENY AVE AT PENNSYLVANIA AVE,40.5218,-79.8426,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.33,,,0.05
E70037,16568,ALLEGHENY AVE OPP ARCHIE ST,40.5237,-79.842,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.33,,,0
E70038,16569,ALLEGHENY AVE AT HULTON RD NS (PORTE ST STEPS),40.5248,-79.8414,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,0.19,,,0
E70087,19427,ALLEGHENY AVE AT ARCHIE ST NS,40.524,-79.8419,BUS,BUS,P78,"Oakmont borough (Allegheny, PA)",,4.14,,,0
E70182,17677,ROSS AVE AT WOOD ST FS (SAVE A LOT),40.4425,-79.8841,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,12,,,0.1
E70277,20086,LAKETON RD AT GRAHAM BLVD NS,40.4558,-79.8578,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.33,,,0.05
E70320,19160,COAL HOLLOW RD OPP LIME HOLLOW RD,40.47322,-79.848371,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,,,,
E70322,19162,COAL HOLLOW RD OPP CLIFF DR,40.4636,-79.8448,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,2.1,,,0
E70323,19433,COAL HOLLOW RD AT OLD COAL HOLLOW RD #2,40.4621,-79.8425,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.48,,,0
E70325,19169,COAL HOLLOW RD AT CLIFF DR,40.4635,-79.8442,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0,,,0
E70326,19170,COAL HOLLOW RD OPP OLD COAL HOLLOW RD #1,40.4667,-79.8468,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0.1,,,0
E70327,19171,COAL HOLLOW RD AT LIME HOLLOW RD,40.473126,-79.848075,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,,,,
E70738,12620,ALPHA DR E AT FREEPORT RD FS,40.539,-79.8302,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,0,,,0
E70800,20732,COAL HOLLOW RD AT FRANKSTOWN RD FS,40.4609,-79.8424,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,2.05,,,0
E70952,22434,PARK AVE AT MONTIER ST,40.4447,-79.8746,BUS,BUS,P78,"Wilkinsburg borough (Allegheny, PA)",,0.1,,,0
E70977,22638,VERONA RD AT PELONE DR (VERONA ESTATES),40.4884,-79.8369,BUS,BUS,P78,"Penn Hills township (Allegheny, PA)",,0,,,0
N05060,20290,ALPHA DR AT FREEPORT RD (HARMAR),40.5389,-79.8308,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,15.38,,,0
N22400,12616,FREEPORT RD OPP GUYS RUN RD,40.5338,-79.8449,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,0,,,0
N22445,12619,FREEPORT RD OPP ALPHA DR W,40.5377,-79.8348,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,0.1,,,0.1
N22510,12618,FREEPORT RD OPP HWY RT 910 (WERNER CAMP),40.5369,-79.8393,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,0.05,,,0
N22790,12617,FREEPORT RD OPP VALLEY MOTEL,40.5353,-79.8426,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,0,,,0
N71279,21681,FREEPORT RD AT HULTON BRIDGE FS,40.5298,-79.8497,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,0.14,,,0
N71338,22642,HARMAR GARAGE TERMINAL - NO ST,40.5408,-79.8312,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,,,,
P00615,17629,FIFTH AVE AT WILLIAM PENN PL FS,40.4399,-79.998,BUS,BUS,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,3.81,,,0
P00650,18800,FIFTH AVE AT WOOD ST NS,40.4405,-79.9995,BUS,BUS,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,8.86,,,0.05
P01610,5124,EAST BUSWAY AT PENN STATION B,40.444,-79.9919,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,5.48,,,0.05
P01620,1407,EAST BUSWAY AT PENN STATION C,40.444,-79.9922,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,1.71,,,0
P01936,17396,GRANT ST AT OLIVER AVE,40.4402,-79.9963,BUS,BUS,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,9,,,0
P02030,15287,GRANT ST AT LIBERTY AVE FS (FED BLDG),40.4433,-79.9943,BUS,BUS,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,1.95,,,0
P02080,7874,GRANT ST AT STRAWBERRY WAY (US STEEL TOWER,40.4416,-79.9955,BUS,BUS,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,3.95,,,0
P02470,45,LIBERTY AVE AT MARKET ST,40.4418,-80.0021,BUS,BUS,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,32.52,,,0.14
P02530,15285,LIBERTY AVE AT WILLIAM PENN PL,40.4435,-79.9954,BUS,BUS,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,12.76,,,0
P02600,15283,LIBERTY AVE OPP 9TH ST,40.4428,-79.9981,BUS,BUS,P78,"Pittsburgh city (Allegheny, PA)",Central Business District,14.19,,,0
E17305,20501,EAST BUSWAY AT NEGLEY STATION A,40.4567,-79.9324,BUS,BUSWAY,P78,"Pittsburgh city (Allegheny, PA)",Shadyside,9.19,,,0.05
N71286,22368,ALPHA DR AT HARMAR PARK AND RIDE,40.5406,-79.834,BUS,BUS,P78,"Harmar township (Allegheny, PA)",,,,,
S24420,9416,HWY RT 51 OPP GRACE ST,40.344,-79.9713,BUS,BUS,Y1,"Baldwin borough (Allegheny, PA)",,4.48,,,0
S42340,6851,SOUTH BUSWAY AT SOUTH BANK,40.3926,-79.9984,BUS,BUSWAY,Y1,"Pittsburgh city (Allegheny, PA)",Brookline,1.48,,,0
S42320,20224,SOUTH BUSWAY AT PIONEER AVE RAMP FS,40.4118,-80.0085,BUS,BUSWAY,Y1,"Pittsburgh city (Allegheny, PA)",Brookline,0.38,,,0
S42450,6854,SOUTH BUSWAY AT OVERBROOK SHELTER,40.3853,-79.9959,BUS,BUSWAY,Y1,"Pittsburgh city (Allegheny, PA)",Overbrook,0.1,,,0
