stop_id,stop_name,usage_stop_name,id_name_mismatch,muni,hood,lat,lon,weekday_boardings,saturday_boardings,sunday_boardings,cur_weekday_trips,prop_weekday_trips,cur_weekday_hourly,prop_weekday_hourly,cur_early_4_6a,cur_am_6_9a,cur_mid_9a_3p,cur_pm_3_6p,cur_eve_6_8p,cur_late_8_11p,cur_owl_11p_4a,prop_early_4_6a,prop_am_6_9a,prop_mid_9a_3p,prop_pm_3_6p,prop_eve_6_8p,prop_late_8_11p,prop_owl_11p_4a,current_routes,proposed_routes,n_current_routes,n_proposed_routes,cur_saturday_trips,prop_saturday_trips,cur_saturday_hourly,prop_saturday_hourly,cur_sunday_trips,prop_sunday_trips,cur_sunday_hourly,prop_sunday_hourly,cur_week_any_minimum,prop_week_any_minimum,cur_weekdays_any_minimum,prop_weekdays_any_minimum,cur_weekends_any_minimum,prop_weekends_any_minimum,cur_week_any_hourly,prop_week_any_hourly,cur_weekend_any_hourly,prop_weekend_any_hourly,cur_week_any_minimum_150m,prop_week_any_minimum_150m,cur_weekdays_any_minimum_150m,prop_weekdays_any_minimum_150m,cur_weekends_any_minimum_150m,prop_weekends_any_minimum_150m,cur_week_any_hourly_150m,prop_week_any_hourly_150m,cur_weekend_any_hourly_150m,prop_weekend_any_hourly_150m
19514,STANWIX ST + PENN FS,STANWIX ST AT PENN AVE FS,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.442748,-80.004257,1300.67,696.0,505.4,2970,2587,1,1,112,623,868,631,284,314,138,58,478,798,475,286,279,213,1;11;12;13;15;16;17;19L;2;20;21;22;24;26;27;28X;29;31;36;38;4;52L;53L;56;57;58;6;61A;61B;61C;65;67;69;7;71B;77;8;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P13;P17;P69;P7;P76;P78,10L;11;12;12L;13;14;16;18;19L;21;22;23L;24;25;26;27;28X;29;29S;2L;31;36L;38;4;5;6;60X;61X;62X;67;69;7;70;71X;78;8;80X;G1;P1,55,39,1916,1838,1,1,1469,1394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7280,SMITHFIELD ST + SIXTH AVE,SMITHFIELD ST AT SIXTH AVE,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.441684,-79.997611,1158.76,714.8,447.2,3485,3578,1,1,119,749,989,750,330,374,174,79,672,1125,664,394,376,268,1;11;12;13;15;16;17;19L;2;28X;29;31;39;4;40;41;43;44;48;51;51L;52L;53L;56;57;58;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78;Y1;Y45;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;1L;21;23L;24;25;27;28X;29;29S;2L;31;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;8;80X;82;83;86;87;88;91;92;G1;P1,68,59,2304,2524,1,1,1732,1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20182,7TH ST + PENN AVE,7TH ST AT PENN AVE,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.443323,-80.000347,992.67,614.4,446.4,3720,3898,1,1,134,777,1080,791,358,401,179,86,739,1238,700,431,413,291,1;11;12;13;15;16;17;19L;2;20;21;22;24;26;27;28X;29;31;36;38;39;4;40;41;43;44;48;51;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;1L;21;22;23L;24;25;26;27;28X;29;29S;2L;31;36L;38;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;8;80X;82;83;86;87;88;91;92;G1;P1,68,63,2466,2752,1,1,1852,2064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15880,EAST BUSWAY + WILKINSBURG STATION C,EAST BUSWAY AT WILKINSBURG STATION C,0,"Wilkinsburg borough (Allegheny, PA)",,40.446887,-79.888646,772.67,442.6,300.4,976,1032,1,1,32,221,262,226,92,91,52,36,193,325,208,110,99,61,67;69;71;71C;71D;79;86;P1;P12;P16;P17;P3;P67;P68;P69;P7;P71;P76;P78,52L;58;67;68;69;69S;70;72;73L;76L;77L;78;78S;79;88;P1;P3,19,17,535,702,1,1,382,540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,FIFTH AVE + CHESTERFIELD RD,FIFTH AVE AT CHESTERFIELD RD,0,"Pittsburgh city (Allegheny, PA)",West Oakland,40.439483,-79.961698,712.9,325.8,227.4,1672,1877,1,1,58,280,540,330,169,178,117,63,323,588,314,206,201,182,28X;54;58;61A;61B;61C;61D;65;67;69;71A;71B;71C;71D;75;81;83;93;P3,28X;35;35S;45;50;54;58;60X;61X;62X;70;71X;72;75;80X;81;83;84;85;93;P3,19,21,1165,1502,1,1,827,1134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
22728,CHURCH AVE AT DALZELL AVE,SMITHFIELD ST AT FIFTH AVE,1,"Pittsburgh city (Allegheny, PA)",Central Business District,40.50914,-80.085108,626.71,325.8,222.6,13,14,0,0,2,5,0,5,1,0,0,0,6,1,5,2,0,0,19L,19L,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
8161,EAST BUSWAY + EAST LIBERTY STATION C,EAST BUSWAY AT EAST LIBERTY STATION C,0,"Pittsburgh city (Allegheny, PA)",Shadyside,40.459448,-79.923137,598.24,292.2,212.8,1254,1742,1,1,38,279,344,293,123,119,58,54,324,543,339,186,170,126,71B;71C;74;75;77;82;86;88;89;P1;P10;P12;P16;P17;P3;P67;P68;P69;P7;P71;P76;P78,1;1L;28X;45;52L;64;67;69;71X;73L;74;75;76L;77L;78;79;80X;82;86;87;88;92;P1;P3,22,24,735,1292,1,1,571,966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11186,LIBERTY AVE + FIFTH AVE,LIBERTY AVE AT FIFTH AVE,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.441797,-80.002514,575.48,246.2,172.6,3927,3879,1,1,141,823,1144,833,377,426,183,85,722,1238,699,431,413,291,1;11;12;13;15;16;17;19L;2;20;21;22;24;26;27;28X;29;31;36;38;39;4;40;41;43;44;48;51;51L;52L;53L;56;57;58;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P69;P7;P76;P78;Y1;Y45;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;21;22;23L;24;25;26;27;28X;29;29S;2L;31;36L;38;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;77L;78;8;80X;82;83;86;87;88;91;92;G1;P1,74,60,2567,2752,1,1,1944,2064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7279,LIBERTY AVE + 10TH ST NS,LIBERTY AVE AT 10TH ST NS,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.44381,-79.994892,524.19,231.0,202.2,2161,2713,1,1,77,486,579,483,202,232,102,53,519,856,517,302,286,180,1;11;12;15;19L;2;28X;29;31;39;4;40;41;44;6;61A;61B;61C;65;67;69;7;71B;77;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78,10L;11;12;12L;14;18;19L;1L;21;23L;24;25;27;28X;29;29S;2L;31;39;4;40;44;46L;49;5;52L;53;56;57;58;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;80X;82;83;84;86;87;88;91;92;G1;P1,50,53,1341,1876,1,1,1024,1398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4832,WOOD ST + SIXTH AVE,WOOD ST AT SIXTH AVE,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.441801,-79.999643,490.86,260.8,158.6,3673,3845,1,1,130,779,1054,788,349,394,179,86,724,1214,708,426,401,286,1;11;12;13;15;16;17;19L;2;20;21;22;24;26;27;28X;29;31;36;38;39;4;40;41;43;44;48;51;51L;52L;53L;56;57;58;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78;Y1;Y45;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;1L;21;22;23L;24;25;26;27;28X;29;29S;2L;31;36L;38;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;8;80X;82;83;86;87;88;91;92;G1;P1,76,63,2416,2703,1,1,1818,2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1510,GRANT ST + US STEEL STOP A,GRANT ST AT US STEEL STOP A,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.441202,-79.99536,488.14,179.8,99.0,2920,3397,1,1,98,635,814,634,280,314,145,71,639,1066,632,374,358,257,1;11;12;15;19L;2;28X;29;31;39;4;40;41;43;44;48;51;51L;6;61A;61B;61C;65;67;69;7;71B;77;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78;Y1;Y45;Y46;Y47;Y49,10L;11;12;12L;14;18;19L;1L;21;23L;24;25;27;28X;29;29S;2L;31;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;80X;82;83;86;87;88;91;92;G1;P1,59,55,1911,2394,1,1,1413,1770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1410,LIBERTY AVE + 6TH ST NS,LIBERTY AVE AT 6TH ST,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.442127,-80.001396,475.24,297.4,161.8,3936,3898,1,1,142,828,1139,841,377,426,183,87,738,1239,699,431,413,291,1;11;12;13;15;16;17;19L;2;20;21;22;24;26;27;28X;29;31;36;38;39;4;40;41;43;44;48;51;51L;52L;53L;56;57;58;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78;Y1;Y45;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;1L;21;22;23L;24;25;26;27;28X;29;29S;2L;31;36L;38;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;8;80X;82;83;86;87;88;91;92;G1;P1,76,63,2572,2752,1,1,1948,2064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4838,SMITHFIELD ST + FORBES AVE,SMITHFIELD ST AT FORBES AVE,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.439558,-79.999055,468.24,281.2,159.6,3231,3632,1,1,112,689,915,698,307,351,159,80,682,1141,675,401,382,271,1;11;12;13;15;16;17;19L;2;28X;29;31;39;4;40;41;43;44;48;51;51L;52L;53L;56;57;58;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78;Y1;Y45;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;1L;21;23L;24;25;27;28X;29;29S;2L;31;35;35S;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;8;80X;82;83;86;87;88;91;92;G1;P1,68,61,2118,2554,1,1,1589,1903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15285,LIBERTY AVE + WILLIAM PENN PL,LIBERTY AVE AT WILLIAM PENN PL,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.443544,-79.99539,431.38,167.0,120.4,2161,2713,1,1,78,485,579,483,202,232,102,53,519,856,517,302,286,180,1;11;12;15;19L;2;28X;29;31;39;4;40;41;44;6;61A;61B;61C;65;67;69;7;71B;77;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78,10L;11;12;12L;14;18;19L;1L;21;23L;24;25;27;28X;29;29S;2L;31;39;4;40;44;46L;49;5;52L;53;56;57;58;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;80X;82;83;84;86;87;88;91;92;G1;P1,50,53,1341,1876,1,1,1024,1398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,FORBES AVE + ATWOOD ST,FORBES AVE AT ATWOOD ST,0,"Pittsburgh city (Allegheny, PA)",Central Oakland,40.440987,-79.957685,427.38,306.0,191.0,1664,1878,1,1,59,277,539,330,165,177,117,60,320,594,314,205,201,184,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,28X;35;35S;45;50;54;60X;61X;62X;70;71X;72;75;80X;81;83;84;85;9;93;P3,18,21,1165,1508,1,1,827,1146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7117,FORBES AVE + MOREWOOD (CARNEGIE MELLON),FORBES AVE OPP MOREWOOD AVE (CARNEGIE MELLON),0,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.444458,-79.942291,407.14,236.2,159.8,943,1024,1,1,37,151,303,176,96,103,77,27,170,310,165,114,113,125,28X;58;61A;61B;61C;61D;67;69;71B;71D,28X;35;35S;45;50;60X;61X;62X;70;71X;72,10,11,722,850,1,1,498,630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7096,FORBES + MURRAY FS,FORBES AVE AT MURRAY AVE FS,0,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.438095,-79.923523,399.9,347.8,277.6,674,647,1,1,23,106,221,128,73,72,51,14,105,190,99,73,81,85,61A;61B;61C;61D;64;65;74;93,50;60X;61X;62X;64;74;93,8,7,528,527,1,1,338,366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,7TH ST + FT DUQUESNE BLVD,7TH ST AT FT DUQUESNE BLVD,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.444445,-80.000735,375.52,201.8,152.8,3542,3363,1,1,127,733,1042,742,343,382,173,72,624,1067,606,375,357,262,1;11;12;13;15;16;17;19L;2;20;21;22;24;26;27;28X;29;31;36;38;39;4;40;41;43;44;48;51;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P13;P17;P69;P7;P76;P78;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;21;22;23L;24;25;26;27;28X;29;29S;2L;31;36L;38;39;4;40;44;46L;48;49;5;51;51S;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;78;8;80X;82;83;86;87;88;91;92;G1;P1,63,58,2381,2391,1,1,1791,1797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16281,WAL MART DR + SHELTER,WALMART DRVWY AT SHELTER (WEST MIFFLIN),0,"West Mifflin borough (Allegheny, PA)",,40.341259,-79.944847,374.38,346.0,244.0,276,312,1,1,11,47,88,49,25,43,13,9,49,106,50,33,41,24,51;53L;55;59;Y47;Y49,49;51;53;55;55S;59,6,6,238,226,1,1,161,194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,FIFTH AVE + ATWOOD ST,FIFTH AVE AT ATWOOD STATION,0,"Pittsburgh city (Allegheny, PA)",West Oakland,40.441902,-79.958443,348.29,121.4,94.8,1664,1878,1,1,58,277,540,330,164,178,117,60,322,592,315,205,200,184,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,28X;35;35S;45;50;54;60X;61X;62X;70;71X;72;75;80X;81;83;84;85;9;93;P3,18,21,1165,1508,1,1,827,1146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15283,LIBERTY AVE + 9TH ST,LIBERTY AVE OPP 9TH ST,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.442835,-79.998105,342.05,155.6,122.2,3389,3578,1,1,115,729,959,731,321,362,172,79,671,1125,664,395,376,268,1;11;12;13;15;16;17;19L;2;28X;29;31;39;4;40;41;43;44;48;51;51L;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78;Y1;Y45;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;1L;21;23L;24;25;27;28X;29;29S;2L;31;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;8;80X;82;83;86;87;88;91;92;G1;P1,63,59,2251,2524,1,1,1684,1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15879,EAST BUSWAY + ROSLYN STATION C,EAST BUSWAY AT ROSLYN STATION C,0,"Swissvale borough (Allegheny, PA)",,40.41944,-79.886376,336.62,231.6,180.8,634,666,1,1,21,138,181,140,63,54,37,24,121,177,125,66,75,78,59;61A;61B;71;P1;P3;P7;P71,52L;60X;62X;P1;P3,8,5,364,470,1,1,242,354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8154,EAST BUSWAY + HOMEWOOD STATION C,EAST BUSWAY AT HOMEWOOD STATION C,0,"Pittsburgh city (Allegheny, PA)",Homewood South,40.453102,-79.899342,328.1,210.6,161.8,657,716,1,1,19,170,159,172,63,50,24,27,146,215,160,72,61,35,71D;74;P1;P12;P16;P3;P67;P68;P69;P7;P71;P76;P78,52L;67;69;72;73L;74;76L;77L;78;P1;P3,13,11,299,388,1,1,203,310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8882,PENN AVE + HIGHLAND AVE,PENN AVE AT HIGHLAND AVE,0,"Pittsburgh city (Allegheny, PA)",East Liberty,40.461403,-79.92463,324.43,224.4,147.2,1254,1742,1,1,39,279,343,293,123,119,58,54,324,544,338,186,170,126,71B;71C;74;75;77;82;86;88;89;P1;P10;P12;P16;P17;P3;P67;P68;P69;P7;P71;P76;P78,1;1L;28X;45;52L;64;67;69;71X;73L;74;75;76L;77L;78;79;80X;82;86;87;88;92;P1;P3,22,24,735,1292,1,1,571,966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,FIFTH AVE + TENNYSON AVE,FIFTH AVE AT TENNYSON AVE,0,"Pittsburgh city (Allegheny, PA)",North Oakland,40.44574,-79.953102,323.67,152.8,114.6,1606,1746,1,1,58,267,526,311,161,171,112,55,298,546,289,195,186,177,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,28X;35;35S;45;50;54;60X;61X;62X;70;71X;72;75;80X;81;85;9;93;P3,18,19,1119,1392,1,1,783,1068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2568,FORBES AVE + BELLEFIELD NS,FORBES AVE OPP BELLEFIELD AVE NS,0,"Pittsburgh city (Allegheny, PA)",North Oakland,40.443642,-79.951492,312.05,153.8,112.8,1606,1729,1,1,58,267,525,312,161,171,112,55,296,539,285,193,185,176,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,28X;35;35S;45;50;54;60X;61X;62X;70;71X;72;75;80X;81;85;9;93;P3,18,19,1119,1377,1,1,783,1054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3203,WATERWORKS MALL + GIANT EAGLE,WATERWORKS MALL AT GIANT EAGLE,0,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.487668,-79.893924,305.24,240.2,201.0,244,330,1,1,11,46,75,43,26,29,14,8,61,110,61,38,32,20,1;75;91,1;1L;5;75;91,3,5,167,256,1,1,147,186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,FIFTH AVE + THACKERAY AVE,FIFTH AVE AT THACKERAY AVE,0,"Pittsburgh city (Allegheny, PA)",North Oakland,40.443282,-79.956511,298.52,107.0,63.2,1606,1746,1,1,58,268,524,317,158,168,113,55,298,546,289,195,188,175,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,28X;35;35S;45;50;54;60X;61X;62X;70;71X;72;75;80X;81;85;9;93;P3,18,19,1119,1392,1,1,783,1068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8205,CENTRE AVE + NEGLEY (MARKET DISTRICT),CENTRE AVE AT NEGLEY AVE (MARKET DISTRICT),0,"Pittsburgh city (Allegheny, PA)",Shadyside,40.457029,-79.934679,297.38,283.4,191.8,1176,1268,1,1,35,271,316,283,109,106,56,45,245,383,259,128,118,90,64;71A;71C;75;77;82;86;P1;P10;P12;P16;P17;P3;P67;P68;P69;P7;P71;P76;P78,1L;28X;52L;64;67;69;73L;75;76L;77L;78;80X;82;85;86;P1;P3,20,17,679,852,1,1,519,668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8162,EAST BUSWAY + NEGLEY STATION C,EAST BUSWAY AT NEGLEY STATION C,0,"Pittsburgh city (Allegheny, PA)",Shadyside,40.456536,-79.932912,296.05,157.4,122.8,1176,1268,1,1,35,271,316,282,110,106,56,45,245,382,260,128,118,90,64;71A;71C;75;77;82;86;P1;P10;P12;P16;P17;P3;P67;P68;P69;P7;P71;P76;P78,1L;28X;52L;64;67;69;73L;75;76L;77L;78;80X;82;85;86;P1;P3,20,17,679,852,1,1,519,668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8165,EAST BUSWAY + EAST LIBERTY STATION A,EAST BUSWAY AT EAST LIBERTY STATION A,0,"Pittsburgh city (Allegheny, PA)",Shadyside,40.459475,-79.922535,276.76,192.0,164.8,1254,1742,1,1,39,279,343,294,122,119,58,54,324,543,339,186,170,126,71B;71C;74;75;77;82;86;88;89;P1;P10;P12;P16;P17;P3;P67;P68;P69;P7;P71;P76;P78,1;1L;28X;45;52L;64;67;69;71X;73L;74;75;76L;77L;78;79;80X;82;86;87;88;92;P1;P3,22,24,735,1292,1,1,571,966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10921,MURRAY AVE + PHILLIPS,MURRAY AVE AT PHILLIPS AVE,0,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.432237,-79.923099,271.52,139.2,103.0,414,388,1,1,15,67,134,83,43,43,29,9,64,130,65,46,43,31,61C;61D;64;65;74;93,50;58;61X;64;93,6,5,313,318,1,1,204,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15423,GIANT EAGLE DRIVE + DRUG STORE,GIANT EAGLE DR AT DRUG STORE,0,"Homestead borough (Allegheny, PA)",,40.411455,-79.908297,270.14,285.4,198.4,459,440,1,1,19,75,150,82,48,53,32,9,74,147,73,50,51,36,52L;53L;57;59;61C;61D;64,50;57;59;61X;64;66,7,6,382,398,1,1,266,284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1408,LIBERTY AVE + SMITHFIELD ST,LIBERTY AVE OPP SMITHFIELD ST,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.443417,-79.996451,255.86,160.4,103.6,3077,3135,1,1,104,671,870,664,288,331,149,65,595,1003,589,348,327,208,1;11;12;13;15;16;17;19L;2;28X;29;31;39;4;40;41;43;44;48;51;6;61A;61B;61C;65;67;69;7;71B;77;8;81;82;83;86;87;88;91;G2;G3;G31;O1;O12;O5;P1;P10;P12;P13;P16;P17;P67;P68;P69;P7;P71;P76;P78;Y46;Y47;Y49,10L;11;12;12L;13;14;16;18;19L;1L;21;23L;24;25;27;28X;29;29S;2L;31;39;4;40;44;46L;48;49;5;51;51S;52L;53;56;57;58;6;60X;61X;62X;67;69;7;70;71X;73L;76L;77L;78;8;80X;82;83;84;86;87;88;91;92;G1;P1,60,60,2021,2164,1,1,1528,1616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15281,WEST BUSWAY + SHERADEN STATION C,WEST BUSWAY AT SHERADEN STATION C,0,"Pittsburgh city (Allegheny, PA)",Sheraden,40.452566,-80.052935,244.95,154.0,94.4,254,276,1,1,11,55,69,55,25,29,10,9,54,83,53,31,28,18,26;28X;G2;G3;G31,23L;25;26;28X;G1,5,5,184,208,1,1,172,184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7115,FORBES AVE + CRAIG ST,FORBES AVE OPP CRAIG ST,0,"Pittsburgh city (Allegheny, PA)",North Oakland,40.444327,-79.948893,241.14,220.4,166.6,1606,1729,1,1,58,268,525,311,161,171,112,55,296,539,286,193,183,177,28X;54;58;61A;61B;61C;61D;67;69;71A;71B;71C;71D;75;81;83;93;P3,28X;35;35S;45;50;54;60X;61X;62X;70;71X;72;75;80X;81;85;9;93;P3,18,19,1119,1377,1,1,783,1054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1407,EAST BUSWAY + PENN STATION C,EAST BUSWAY AT PENN STATION C,0,"Pittsburgh city (Allegheny, PA)",Central Business District,40.444022,-79.992052,241.1,144.2,127.6,1717,2260,1,1,60,406,443,391,161,185,71,43,442,727,445,254,232,117,1;11;12;15;19L;2;28X;29;31;39;40;41;44;6;65;67;69;77;81;82;83;86;87;88;91;G3;G31;O1;O12;O5;P1;P10;P12;P16;P17;P67;P68;P69;P7;P71;P76;P78,10L;11;12;12L;14;18;19L;1L;21;23L;24;25;27;28X;29;29S;2L;31;39;4;40;44;46L;49;5;52L;53;56;57;58;67;69;7;70;73L;76L;77L;78;82;83;84;86;87;88;91;92;P1,42,47,1042,1501,1,1,806,1117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4407,FORBES AVE + MOREWOOD AVE FS (CARNEGIE MELLON),FORBES AVE PAST MOREWOOD AVE (,0,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.444698,-79.943756,239.24,147.6,101.4,943,1024,1,1,37,151,303,176,96,103,77,27,170,310,165,114,113,125,28X;58;61A;61B;61C;61D;67;69;71B;71D,28X;35;35S;45;50;60X;61X;62X;70;71X;72,10,11,722,850,1,1,498,630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
