stop_id,stop_name,usage_stop_name,id_name_mismatch,muni,hood,lat,lon,weekday_boardings,saturday_boardings,sunday_boardings,cur_weekday_trips,prop_weekday_trips,cur_weekday_hourly,prop_weekday_hourly,cur_early_4_6a,cur_am_6_9a,cur_mid_9a_3p,cur_pm_3_6p,cur_eve_6_8p,cur_late_8_11p,cur_owl_11p_4a,prop_early_4_6a,prop_am_6_9a,prop_mid_9a_3p,prop_pm_3_6p,prop_eve_6_8p,prop_late_8_11p,prop_owl_11p_4a,current_routes,proposed_routes,n_current_routes,n_proposed_routes,cur_saturday_trips,prop_saturday_trips,cur_saturday_hourly,prop_saturday_hourly,cur_sunday_trips,prop_sunday_trips,cur_sunday_hourly,prop_sunday_hourly,cur_week_any_minimum,prop_week_any_minimum,cur_weekdays_any_minimum,prop_weekdays_any_minimum,cur_weekends_any_minimum,prop_weekends_any_minimum,cur_week_any_hourly,prop_week_any_hourly,cur_weekend_any_hourly,prop_weekend_any_hourly,cur_week_any_minimum_150m,prop_week_any_minimum_150m,cur_weekdays_any_minimum_150m,prop_weekdays_any_minimum_150m,cur_weekends_any_minimum_150m,prop_weekends_any_minimum_150m,cur_week_any_hourly_150m,prop_week_any_hourly_150m,cur_weekend_any_hourly_150m,prop_weekend_any_hourly_150m
8379,HOMEWOOD AVE + KELLY,HOMEWOOD AVE AT KELLY ST,0,"Pittsburgh city (Allegheny, PA)",Homewood South,40.455404,-79.897035,3.43,1.2,0.2,775,782,1,1,25,188,196,191,75,69,31,28,156,240,171,80,69,38,71D;74;77;86;P1;P12;P16;P3;P67;P68;P69;P7;P71;P76;P78,52L;67;69;72;73L;74;76L;77L;78;86;P1;P3,15,12,405,436,1,1,295,342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2748,TROY HILL RD + VINIAL,TROY HILL RD AT VINIAL ST,0,"Pittsburgh city (Allegheny, PA)",Troy Hill,40.456887,-79.991086,3.43,2.4,0.0,168,237,1,1,8,35,48,34,15,21,7,5,44,83,48,27,21,9,1;2;4;6;7,2L;4;5;54;6;7,5,6,122,140,1,1,90,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
15659,FORBES AVE + SCHENLEY DR,FORBES AVE AT SCHENLEY DR (GOLF COURSE),0,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.437974,-79.933358,3.43,4.0,0.0,484,496,1,1,20,74,156,94,48,51,41,10,81,138,71,57,63,76,61A;61B;61C;61D,50;60X;61X;62X,4,4,392,408,1,1,248,278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8329,HAMILTON AVE + STERRETT,HAMILTON AVE OPP STERRETT ST,0,"Pittsburgh city (Allegheny, PA)",Homewood South,40.454076,-79.895263,3.43,1.4,0.4,775,782,1,1,25,189,195,191,75,68,32,29,156,239,171,80,69,38,71D;74;77;86;P1;P12;P16;P3;P67;P68;P69;P7;P71;P76;P78,52L;67;69;72;73L;74;76L;77L;78;86;P1;P3,15,12,405,436,1,1,295,342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8421,WARDSONS RD + LEMINGTON,WARDSONS ST AT LEMINGTON AVE,0,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.471498,-79.898132,3.43,2.4,0.0,194,240,1,1,6,37,58,42,20,23,8,6,44,79,44,25,25,17,74;82;P17,74;79;82,3,3,118,172,1,1,100,134,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
20047,LARIMER AVE + MEADOW,LARIMER AVE AT MEADOW ST,0,"Pittsburgh city (Allegheny, PA)",Larimer,40.46535,-79.914442,3.43,1.8,0.0,116,164,1,1,1,17,41,20,14,20,3,5,29,60,30,17,13,10,74;75,75;79,2,2,98,120,1,1,70,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
289,BROWNS LN + MCKNIGHT RD FS,BROWNS LN AT MCKNIGHT RD FS,0,"Ross township (Allegheny, PA)",,40.545836,-80.017418,3.43,5.0,1.2,110,145,1,1,6,25,27,26,12,12,2,5,24,44,27,17,19,9,12;2;O12;P13,12;12L;17;18;9,4,5,69,128,1,1,47,102,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1313,FOREST AVE + #550,FOREST AVE OPP #550,0,"Bellevue borough (Allegheny, PA)",,40.500908,-80.054315,3.43,1.8,2.6,78,108,1,1,1,16,24,16,7,10,4,3,17,37,17,13,13,8,13,13;17,1,2,74,98,1,1,42,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1422,OHIO RIVER BLVD + KENDALL,OHIO RIVER BLVD AT KENDALL AVE,0,"Bellevue borough (Allegheny, PA)",,40.486275,-80.053883,3.43,0.8,1.2,61,52,1,1,3,13,16,13,7,6,3,1,12,13,12,5,6,3,14;19L,14;19L,2,2,34,36,0,0,30,32,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
21542,SPENCER AVE + STEINER ST,SPENCER AVE AT STEINER ST,0,"Pittsburgh city (Allegheny, PA)",Carrick,40.389273,-79.976197,3.43,0.0,0.0,42,0,0,0,2,7,12,9,5,6,1,0,0,0,0,0,0,0,44,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3556,RIVER AVE + W CARSON NS,RIVER AVE AT W CARSON ST NS,0,"McKees Rocks borough (Allegheny, PA)",,40.465422,-80.053341,3.43,2.2,1.2,209,228,1,1,10,40,71,39,23,24,2,4,36,81,39,29,28,11,20;21;22;24,21;22;24;27,4,4,136,150,1,1,104,116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4255,STEUBEN ST + RINGGOLD FS,STEUBEN ST AT RINGGOLD ST FS,0,"Pittsburgh city (Allegheny, PA)",Crafton Heights,40.442395,-80.050716,3.43,1.2,0.8,103,124,1,1,6,19,33,20,10,13,2,2,19,44,20,16,15,8,27;29,27;29;29S,2,3,64,102,1,1,48,74,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5110,STEUBENVILLE PIKE + WEST WAY SHOPPES,STEUBENVILLE PIKE OPP WEST WAY SHOPPES,0,"Robinson township (Allegheny, PA)",,40.44441,-80.145989,3.43,3.6,1.6,105,136,1,1,3,21,39,17,13,11,1,3,21,48,22,17,17,8,24;29,24;29;29S,2,3,64,116,1,1,48,78,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19510,FREEDOM AVE + CREEDMORE FS,FREEDOM AVE AT CREEDMORE AVE FS,0,"Pittsburgh city (Allegheny, PA)",Brookline,40.389035,-80.011747,3.43,0.0,0.4,73,92,1,1,4,12,24,12,7,8,6,2,15,31,15,10,14,5,39,34;39,1,2,28,64,0,1,15,56,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0
22774,NORMAN ST + GRANT AVE,CHARTIERS AVE AT ST JOHN ST,1,"McKees Rocks borough (Allegheny, PA)",,40.371736,-79.852579,3.43,2.2,1.6,67,80,1,1,3,16,18,14,7,5,4,3,16,24,17,10,7,3,52L;59,52L;59,2,2,36,50,0,1,28,32,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
4238,STEUBEN ST + WHITEWOOD FS,STEUBEN ST AT WHITEWOOD DR FS,0,"Pittsburgh city (Allegheny, PA)",Crafton Heights,40.442008,-80.049505,3.38,1.6,0.8,103,124,1,1,6,19,33,20,10,13,2,2,19,44,20,16,15,8,27;29,27;29;29S,2,3,64,102,1,1,48,74,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19437,LINCOLN AVE + ATWELL,LINCOLN AVE OPP ATWELL ST,0,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.463157,-79.90465,3.38,1.8,3.2,149,120,1,1,6,36,40,32,14,14,7,4,21,37,22,12,12,12,82;P10;P17,82,3,1,80,90,1,1,80,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18647,BOWER HILL RD + SOMERVILLE,BOWER HILL RD AT SOMERVILLE DR FS,0,"Scott township (Allegheny, PA)",,40.371477,-80.079587,3.38,1.0,2.4,44,38,0,0,3,9,10,10,4,5,3,1,5,12,6,5,6,3,41,35,1,1,36,30,0,0,24,28,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
4272,W PROSPECT AVE + ALLEGHENY VALLEY SCHOOL,W PROSPECT AVE OPP ALLEGHENY VALLEY SCHOOL,0,"Pittsburgh city (Allegheny, PA)",Fairywood,40.446542,-80.078517,3.38,1.4,0.8,60,54,1,1,4,12,19,11,7,6,1,1,7,20,10,7,6,3,27,27,1,1,34,34,1,0,32,28,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
19506,PIONEER AVE + CRYSLER FS,PIONEER AVE AT CRYSLER ST FS,0,"Pittsburgh city (Allegheny, PA)",Brookline,40.403374,-80.015534,3.38,0.6,0.2,117,108,1,1,7,21,35,21,10,15,8,1,19,35,20,15,13,5,39;41,35;35S;39,2,3,64,64,1,1,39,56,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
8748,ROBERTS ST + CENTER AVE,ROBERTS ST AT CENTRE AVE,0,"Pittsburgh city (Allegheny, PA)",Crawford-Roberts,40.442285,-79.983365,3.38,4.0,3.0,232,240,1,1,9,40,68,46,25,32,12,7,42,79,44,26,26,16,81;82;83,81;82;83,3,3,172,172,1,1,168,134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19855,CALIFORNIA AVE + FAIRLEE ST FS,CALIFORNIA AVE AT FAIRLEE ST FS,0,"Pittsburgh city (Allegheny, PA)",Brighton Heights,40.478956,-80.040802,3.38,1.4,0.4,139,122,1,1,3,30,39,30,15,16,6,3,24,37,24,13,13,8,13;14;19L,13;14;19L,3,3,108,104,1,1,72,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,NORTH COMMONS + WEST COMMONS,NORTH COMMONS AT WEST COMMONS,0,"Pittsburgh city (Allegheny, PA)",Allegheny Center,40.453732,-80.007393,3.38,1.2,1.2,688,486,1,1,25,138,214,135,60,77,39,17,83,163,86,52,49,36,1;11;12;13;15;16;17;2;4;54;6;7;8,11;13;14;16;54;8,13,6,502,354,1,1,373,298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20842,CRAWFORD VILLAGE PL + GRANDVIEW,CRAWFORD VILLAGE PL AT GRANDVIEW AVE,0,"McKeesport city (Allegheny, PA)",,40.351055,-79.837512,3.38,2.0,0.6,68,108,1,1,2,13,23,13,7,8,2,2,17,37,19,14,15,4,56;60,56;63;65,2,3,43,83,1,1,41,71,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
6844,SOUTH BUSWAY + PIONEER AVE RAMP,SOUTH BUSWAY OPP PIONEER AVE RAMP,0,"Pittsburgh city (Allegheny, PA)",Brookline,40.411883,-80.008493,3.38,2.8,3.6,249,172,1,1,12,48,76,47,23,32,11,2,36,50,36,21,19,8,39;41;Y1;Y45;Y46;Y47;Y49,35;35S;39;46L;49,7,5,162,94,1,1,93,84,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18191,WALNUT ST + 13TH FS,WALNUT ST AT 13TH AVE FS,0,"McKeesport city (Allegheny, PA)",,40.342769,-79.862416,3.38,3.0,0.6,15,22,0,1,0,3,6,3,2,1,0,1,3,6,4,3,4,1,60,65,1,1,10,19,0,0,10,17,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
11105,WHITAKER WAY + SCHWAB,WHITAKER WAY AT SCHWAB AVE,0,"Munhall borough (Allegheny, PA)",,40.401897,-79.888633,3.38,2.2,1.6,67,66,1,1,3,15,19,13,8,6,3,1,12,24,11,7,8,3,52L;59,59,2,1,36,50,0,1,28,32,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
2354,GRAND AVE + GIBSON,GRAND AVE AT GIBSON LN,0,"Neville township (Allegheny, PA)",,40.515198,-80.142285,3.38,4.4,0.6,59,54,0,1,3,12,16,12,8,7,1,1,8,18,9,8,7,3,21,21,1,1,38,34,1,0,38,28,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
5736,GREENTREE RD + MANILLA,GREENTREE RD AT MANILLA AVE,0,"Green Tree borough (Allegheny, PA)",,40.418648,-80.045868,3.38,0.2,0.0,60,50,1,0,3,10,20,10,8,9,0,1,11,13,10,6,6,3,38,38,1,1,28,30,0,0,24,28,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
20812,GREENTREE RD + GREENBRIAR DR,GREENTREE RD AT GREENBRIAR DR,0,"Scott township (Allegheny, PA)",,40.396871,-80.065896,3.38,2.0,1.4,60,88,1,1,3,10,20,10,8,9,0,2,16,26,17,8,13,6,38,34;38,1,2,28,60,0,0,24,56,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
3605,STEUBENVILLE PIKE + OMEGA DR,STEUBENVILLE PIKE AT OMEGA DR,0,"Robinson township (Allegheny, PA)",,40.448852,-80.122683,3.38,0.6,0.2,43,70,1,1,1,8,15,7,5,6,1,1,10,24,11,9,10,5,29,29;29S,1,2,30,68,0,1,16,46,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
6692,BOGGS AVE + #207,BOGGS AVE AT #207,0,"Pittsburgh city (Allegheny, PA)",Mount Washington,40.426144,-80.007845,3.38,1.4,1.8,91,54,1,1,0,14,30,15,10,15,7,1,9,19,9,7,6,3,40;43,40,2,1,64,34,1,0,58,28,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
2818,RHINE ST + STEINE,RHINE ST AT STEINE ST,0,"Pittsburgh city (Allegheny, PA)",Spring Hill-City View,40.465325,-79.992226,3.33,2.4,1.0,63,66,1,1,5,12,16,12,5,8,5,2,13,24,12,6,6,3,6,6,1,1,73,48,1,1,50,32,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11116,WHITAKER ST + MIFFLIN F S,WHITAKER ST AT MIFFLIN ST FS,0,"Whitaker borough (Allegheny, PA)",,40.398801,-79.885425,3.33,3.4,2.2,67,80,1,1,3,15,19,13,8,6,3,3,17,24,18,7,8,3,52L;59,52L;59,2,2,36,50,0,1,28,32,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
18682,MCKNIGHT RD + MCKNIGHT CIR (OPP ROSS PARK MALL DR),MCKNIGHT RD AT MCKNIGHT CIR(OPP ROSS PARK MAL,0,"Ross township (Allegheny, PA)",,40.542185,-80.013331,3.33,0.0,0.0,110,107,1,1,6,24,28,26,12,12,2,5,19,31,20,14,13,5,12;2;O12;P13,12;12L;18;9,4,4,69,98,1,1,47,74,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8372,REYNOLDS ST + LANG,REYNOLDS ST AT LANG AVE,0,"Pittsburgh city (Allegheny, PA)",Point Breeze,40.447246,-79.905737,3.33,0.4,0.0,272,222,1,1,5,43,92,51,28,36,17,7,38,78,38,26,21,14,67;69;71C;74,70;74;88,4,3,166,174,1,1,110,134,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
12094,SECOND AVE + BRADY,SECOND AVE OPP BRADY ST,0,"Pittsburgh city (Allegheny, PA)",South Oakland,40.435782,-79.972824,3.33,2.2,3.6,1032,435,1,1,39,167,332,201,104,110,79,14,71,126,68,48,57,51,54;56;57;58;61A;61B;61C;61D;71A;71B;71C;71D;75;81;83,53;56;60X;61X;62X;71X;80X,15,7,806,334,1,1,562,233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
7352,ARDMORE BLVD + BERKLEY,ARDMORE BLVD AT BERKLEY AVE,0,"Forest Hills borough (Allegheny, PA)",,40.419799,-79.850324,3.33,0.0,0.8,71,50,1,0,4,17,14,18,6,8,4,3,8,12,10,5,9,3,69;P69;P76,69;69S;76L,3,3,20,30,0,0,20,28,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
14417,BAUM BLVD + CYPRESS ST,BAUM BLVD AT CYPRESS ST,0,"Pittsburgh city (Allegheny, PA)",Shadyside,40.455864,-79.942077,3.33,1.8,1.6,556,516,1,1,23,90,180,102,56,63,42,18,94,158,92,54,53,47,64;71A;71C;77;82;86,64;80X;82;85;86,6,5,456,426,1,1,348,310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7601,LAKETON RD + LINDBERG,LAKETON RD AT LINDBERG AVE,0,"Penn Hills township (Allegheny, PA)",,40.458489,-79.846274,3.33,0.0,0.0,92,134,1,1,4,18,29,17,12,11,1,3,22,48,23,15,17,6,77;P78,78;78S;86,2,3,32,96,0,1,32,64,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1
8403,LEMINGTON AVE + WARDSONS,LEMINGTON AVE AT WARDSONS ST,0,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.471383,-79.898108,3.33,1.2,0.4,194,240,1,1,6,37,58,42,20,23,8,6,44,79,44,25,25,17,74;82;P17,74;79;82,3,3,118,172,1,1,100,134,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
8400,PAULSON AVE + BRAINARD,PAULSON AVE AT BRAINARD ST,0,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.468572,-79.901901,3.33,0.2,0.0,50,66,1,1,0,6,18,10,6,9,1,1,14,24,12,6,6,3,74,79,1,1,38,48,0,1,20,32,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
7711,SWISSVALE AVE + PARK,SWISSVALE AVE AT PARK AVE,0,"Wilkinsburg borough (Allegheny, PA)",,40.444534,-79.875846,3.33,4.2,2.6,163,206,1,1,4,33,50,28,17,20,11,8,47,67,33,21,22,8,67;69;79;P17;P67;P78,67;69;69S;73L;76L;77L;78;78S;79,6,9,77,135,0,1,53,94,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
15218,WOOD ST + FRANKLIN,WOOD ST AT FRANKLIN AVE,0,"Wilkinsburg borough (Allegheny, PA)",,40.441207,-79.886095,3.33,1.2,1.2,711,761,1,1,27,151,200,156,67,69,41,23,137,245,140,86,80,50,61A;67;69;71;71C;71D;79;86;P12;P16;P17;P67;P68;P69;P7;P71;P76;P78,52L;58;60X;67;68;69;69S;70;72;73L;76L;77L;78;78S;79;88,18,16,415,554,1,1,293,402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7046,BELL AVE + JONES,BELL AVE AT JONES AVE,0,"North Braddock borough (Allegheny, PA)",,40.403385,-79.86273,3.33,3.2,2.4,272,336,1,1,8,42,97,51,32,28,14,11,47,89,47,32,51,59,59;61A;61B,60X;62X;66,3,3,213,270,1,1,148,192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22672,EAST PITTSBURGHMCKEESPORT BLVD + #920,LINCOLN AVE AT FRANKSTOWN AVE FS,1,"Pittsburgh city (Allegheny, PA)",Larimer,40.381595,-79.828094,3.33,2.8,1.6,35,38,0,0,1,7,10,6,4,5,2,1,5,13,6,4,6,3,55,66,1,1,30,30,0,0,30,28,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
11045,MAIN ST + VIRGINIA,MAIN ST AT VIRGINIA AVE,0,"Munhall borough (Allegheny, PA)",,40.385967,-79.903013,3.33,3.2,0.8,38,34,0,1,2,8,12,5,4,6,1,0,5,13,6,4,5,1,53L,53,1,1,28,30,0,0,16,28,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
20828,CRENNEL AVE + LINWOOD,CRENNELL AVE AT LINWOOD AVE,0,"Crafton borough (Allegheny, PA)",,40.435723,-80.068362,3.33,2.0,1.8,235,373,1,1,9,51,63,53,22,30,7,11,69,115,71,43,40,24,28X;29;G2;G3;G31,23L;25;26;27;28X;29;29S;G1,5,8,178,293,1,1,160,244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
136,MCKNIGHT RD + OLD MCKNIGHT RD,MCKNIGHT RD OPP OLD MCKNIGHT RD,0,"Ross township (Allegheny, PA)",,40.533742,-80.011139,3.29,2.2,1.8,104,107,1,1,5,22,28,24,11,12,2,4,19,32,20,14,13,5,12;2;O12,12;12L;18;9,3,4,69,98,1,1,47,74,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4803,JOSEPHINE ST + #3237,JOSEPHINE ST AT #3237,0,"Pittsburgh city (Allegheny, PA)",South Side Slopes,40.418956,-79.964629,3.29,2.0,3.4,76,86,1,1,2,12,24,12,8,12,6,4,17,25,17,9,8,6,48,48,1,1,74,72,1,1,44,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8047,BRINTON RD + BRINTON MANOR,BRINTON RD OPP BRINTON MANOR DR FS,0,"Braddock Hills borough (Allegheny, PA)",,40.411363,-79.852124,3.29,2.0,1.6,293,390,1,1,6,47,109,61,34,31,5,11,55,108,57,38,59,62,59;61A;61B;P68,60X;62X;66;68,4,4,224,304,1,1,179,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
15676,PARK HILL DR + #2401,PARK HILL DR AT #2401,0,"Pittsburgh city (Allegheny, PA)",East Hills,40.455542,-79.874206,3.29,4.8,1.2,111,132,1,1,4,18,35,18,14,16,6,4,22,48,24,14,14,6,77;79;P17,79;86,3,2,84,96,0,1,61,64,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
11078,SHADY AVE + AYLESBORO,SHADY AVE AT AYLESBORO AVE,0,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.440182,-79.919523,3.29,4.6,2.2,485,521,1,1,15,72,159,90,54,53,42,10,83,149,77,60,68,74,61A;61B;61C;61D;64;74,50;60X;61X;62X;64;74,6,6,406,426,1,1,258,295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11080,SHADY AVE + SOLWAY,SHADY AVE OPP SOLWAY ST,0,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.442656,-79.920096,3.29,2.0,0.6,219,222,1,1,3,33,75,41,22,32,13,7,37,78,39,25,22,14,64;67;69;74,64;70;74,4,3,142,174,1,1,100,134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7622,WALLACE AVE + MILL,WALLACE AVE AT MILL ST,0,"Wilkinsburg borough (Allegheny, PA)",,40.443157,-79.880181,3.29,0.8,0.6,603,562,1,1,22,118,183,110,61,67,42,16,100,178,104,64,61,39,61A;67;69;71;71D;79;86;P16;P17;P67;P68;P69;P71;P78,60X;67;68;69;69S;72;73L;76L;77L;78;78S;79,14,12,403,404,1,1,292,294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1464,BEAVER RD + MEADOW FS,BEAVER RD OPP MEADOW LN FS,0,"Edgeworth borough (Allegheny, PA)",,40.546983,-80.189306,3.29,2.0,1.8,48,38,1,1,2,8,16,8,5,6,3,1,5,12,6,4,6,4,14,14,1,1,34,36,0,0,30,32,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
4865,ARLINGTON AVE + DENGLER,ARLINGTON AVE OPP DENGLER ST,0,"Pittsburgh city (Allegheny, PA)",South Side Slopes,40.417289,-79.967662,3.29,1.8,4.8,76,86,1,1,2,12,24,12,8,12,6,4,17,25,17,9,8,6,48,48,1,1,74,72,1,1,44,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15835,BELTZHOOVER + CEDARHURST,BELTZHOOVER AVE AT CEDARHURST ST,0,"Pittsburgh city (Allegheny, PA)",Beltzhoover,40.418453,-79.997337,3.29,1.4,0.8,208,206,1,1,5,34,66,36,22,30,15,8,37,69,37,23,21,11,43;44;48;54,40;44;48,4,3,190,140,1,1,127,120,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
11976,CRAWFORD ST + WOOL,CRAWFORD AVE AT WOOL ALLEY,0,"Duquesne city (Allegheny, PA)",,40.363367,-79.850426,3.29,2.0,0.6,52,66,1,1,2,8,19,9,5,5,4,1,11,24,12,8,6,4,59,59,1,1,36,50,0,1,28,32,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
3507,HECKEL RD + KENMAWR PLAZA,HECKLE RD AT KENMAWR PLAZA DRVWY,0,"Kennedy township (Allegheny, PA)",,40.473517,-80.094421,3.29,2.4,0.6,98,120,1,1,5,18,37,19,11,8,0,2,21,43,20,15,14,5,20;24,22;24,2,2,60,82,1,1,50,60,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4249,STEUBEN ST + ELBON,STEUBEN ST OPP ELBON ST,0,"Pittsburgh city (Allegheny, PA)",Elliott,40.441625,-80.040749,3.29,2.0,1.8,165,178,1,1,8,32,53,31,15,19,7,3,28,63,28,24,21,11,26;27;29,26;27;29;29S,3,4,100,136,1,1,76,102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19648,VIRGINIA AVE + BIGHAM,VIRGINIA AVE AT BIGHAM ST,0,"Pittsburgh city (Allegheny, PA)",Mount Washington,40.431987,-80.015247,3.29,1.2,1.4,55,54,1,1,0,8,18,9,6,9,5,1,9,19,9,7,6,3,40,40,1,1,28,34,0,1,26,28,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
20183,LEY ST + FROMAN,LEY ST AT FROMAN ST,0,"Pittsburgh city (Allegheny, PA)",Troy Hill,40.464845,-79.982168,3.24,2.0,0.2,155,160,1,1,6,30,48,31,16,20,4,3,33,55,33,19,14,3,1;2;4;7,2L;4;5;7,4,4,76,80,1,1,66,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
21229,CAMP HOLLOW RD + LEBANON CHURCH RD FS,CAMP HOLLOW RD AT LEBANON CHURCH RD FS,0,"West Mifflin borough (Allegheny, PA)",,40.349578,-79.927164,3.24,2.0,2.0,125,100,1,1,5,23,39,21,14,16,7,2,15,37,18,11,12,5,53L;55;59,53;59,3,2,94,80,0,1,74,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5409,NOBLESTOWN RD + ALTER,NOBLESTOWN RD OPP ALTER ST,0,"Green Tree borough (Allegheny, PA)",,40.413765,-80.073312,3.24,0.6,1.6,56,54,1,1,2,9,19,10,6,9,1,1,8,19,9,7,7,3,31,31,1,1,28,34,0,0,28,28,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
