block_group_geoid,population,lat,lon
420034271001,28,40.503771,-79.977850
420034271001,23,40.504512,-79.982193
420034271001,20,40.503377,-79.984082
420034271002,378,40.532973,-79.983217
420034271002,365,40.528224,-79.979103
420034271002,253,40.524077,-79.975200
420034271002,139,40.533964,-79.986746
420034271002,83,40.525467,-79.984860
420034271002,81,40.530482,-79.985629
420034271002,59,40.527568,-79.985025
420034271002,57,40.530938,-79.987892
420034271002,47,40.526445,-79.984509
420034271002,44,40.528677,-79.986263
420034271002,40,40.531566,-79.985064
420034271002,36,40.531639,-79.982173
420034271002,30,40.527753,-79.987575
420034271002,29,40.529866,-79.987036
420034271002,27,40.525706,-79.987456
420034271002,25,40.537879,-79.987456
420034271002,18,40.532068,-79.980045
420034271002,16,40.536683,-79.987831
420034271002,12,40.527139,-79.987065
420034271003,455,40.518169,-79.977622
420034271003,326,40.508527,-79.973207
420034271003,274,40.513117,-79.970171
420034271003,184,40.518993,-79.969345
420034271003,109,40.522334,-79.984620
420034271003,96,40.522779,-79.985552
420034271003,77,40.518155,-79.965215
420034271003,72,40.522776,-79.986954
420034271003,72,40.522258,-79.982266
420034271003,67,40.512612,-79.962532
420034271003,63,40.521026,-79.984426
420034271003,37,40.519701,-79.986269
420034271003,35,40.514182,-79.966683
420034271003,33,40.509128,-79.965854
420034271003,17,40.524027,-79.986988
420034271003,10,40.509634,-79.960312
420034271003,3,40.513231,-79.961223
420034272001,302,40.496704,-79.956822
420034272001,300,40.499918,-79.959758
420034272001,183,40.499920,-79.951638
420034272001,155,40.504802,-79.961225
420034272001,111,40.499003,-79.960592
420034272001,41,40.500133,-79.962791
420034272001,37,40.500359,-79.958561
420034272001,28,40.495030,-79.959474
420034272001,26,40.499967,-79.953611
420034272001,23,40.499716,-79.952311
420034272001,16,40.499993,-79.955557
420034272001,11,40.495388,-79.960410
420034272001,10,40.496271,-79.960182
420034272001,9,40.495797,-79.960324
420034272001,5,40.495117,-79.961771
420034272002,401,40.499216,-79.970139
420034272002,237,40.502597,-79.967840
420034272002,131,40.497186,-79.982290
420034272002,45,40.496130,-79.975649
420034272002,42,40.503135,-79.968936
420034272002,40,40.496752,-79.977087
420034272002,39,40.497822,-79.974494
420034272002,33,40.500893,-79.982926
420034272002,33,40.499430,-79.964159
420034272002,31,40.497940,-79.978088
420034272002,31,40.497796,-79.976845
420034272002,26,40.496783,-79.976336
420034272002,22,40.501623,-79.984361
420034272002,22,40.496273,-79.971892
420034272002,21,40.500550,-79.964016
420034272002,15,40.500497,-79.965078
420034272002,13,40.497030,-79.972078
420034272002,10,40.497389,-79.972080
420034272002,2,40.494530,-79.978958
420034272003,296,40.490576,-79.965419
420034272003,173,40.492674,-79.968733
420034272003,105,40.494866,-79.954431
420034272003,99,40.497571,-79.953393
420034272003,92,40.493023,-79.956965
420034272003,63,40.494528,-79.960989
420034272003,63,40.490627,-79.961576
420034272003,63,40.490343,-79.962155
420034272003,59,40.495804,-79.964961
420034272003,51,40.493816,-79.961551
420034272003,49,40.495064,-79.962910
420034272003,46,40.494580,-79.957628
420034272003,40,40.497525,-79.964803
420034272003,37,40.489835,-79.966874
420034272003,34,40.494737,-79.966986
420034272003,33,40.494396,-79.969630
420034272003,31,40.495234,-79.969392
420034272003,28,40.492176,-79.960126
420034272003,12,40.489532,-79.969969
420034272003,4,40.492911,-79.962779
420034272004,348,40.483150,-79.966289
420034272004,203,40.487477,-79.966206
420034272004,158,40.488514,-79.957742
420034272004,157,40.488487,-79.967717
420034272004,67,40.483771,-79.968847
420034272004,49,40.485798,-79.968575
420034272004,47,40.482767,-79.969503
420034272004,25,40.487716,-79.960601
420034272004,20,40.485051,-79.969148
420034272004,13,40.486350,-79.967514
420034272004,6,40.486089,-79.969562
420034281001,142,40.475944,-79.985810
420034281001,96,40.475650,-79.976602
420034281001,94,40.476348,-79.983761
420034281001,82,40.473402,-79.979530
420034281001,64,40.476161,-79.980960
420034281001,58,40.474599,-79.983559
420034281001,25,40.472243,-79.977352
420034281001,6,40.476109,-79.973816
420034281001,3,40.475378,-79.975420
420034281002,174,40.470258,-79.983800
420034281002,96,40.472458,-79.980953
420034281002,71,40.468103,-79.983331
420034281002,35,40.470144,-79.981301
420034281002,32,40.473267,-79.985468
420034281002,32,40.470804,-79.981617
420034281002,26,40.473844,-79.982777
420034281002,26,40.473310,-79.981933
420034281002,25,40.471968,-79.984681
420034281002,24,40.473074,-79.983736
420034281002,21,40.472625,-79.983794
420034281002,17,40.471457,-79.982170
420034281002,16,40.469584,-79.982228
420034281002,11,40.472976,-79.984775
420034281002,11,40.472964,-79.982969
420034282001,161,40.489128,-79.981585
420034282001,112,40.482990,-79.985481
420034282001,93,40.482170,-79.988107
420034282001,69,40.488217,-79.989853
420034282001,51,40.494192,-79.992916
420034282001,51,40.478787,-79.984977
420034282001,26,40.485910,-79.984345
420034282001,23,40.497234,-79.987900
420034282001,21,40.495872,-79.992668
420034282001,16,40.493812,-79.994597
420034282001,8,40.493255,-79.994416
420034282001,7,40.493250,-79.987556
420034282002,417,40.486248,-79.999614
420034282002,274,40.494020,-79.999865
420034282002,104,40.492535,-80.002374
420034282002,104,40.480053,-79.990783
420034282002,88,40.483872,-79.995121
420034282002,85,40.486897,-79.993277
420034282002,64,40.490975,-80.001707
420034282002,63,40.492024,-80.001631
420034282002,54,40.476216,-79.995462
420034282002,47,40.491499,-79.994592
420034282002,35,40.488099,-79.994965
420034282002,23,40.489740,-80.002374
420034282002,22,40.487750,-79.995700
420034282002,17,40.493569,-79.995475
420034282002,17,40.489955,-79.992859
420034282002,14,40.487516,-80.003315
420034282002,2,40.474018,-79.994874
420034291001,459,40.509291,-79.997789
420034291001,149,40.498089,-80.001809
420034291001,116,40.503298,-80.006455
420034291001,107,40.504908,-80.002671
420034291001,77,40.500585,-79.997049
420034291001,69,40.500466,-80.009424
420034291001,55,40.504091,-79.994560
420034291001,47,40.502384,-80.007247
420034291001,31,40.500872,-79.991087
420034291001,19,40.503495,-80.008648
420034291001,14,40.499263,-80.004233
420034291001,13,40.504824,-79.989882
420034291001,13,40.499365,-80.009458
420034291001,12,40.513192,-80.003606
420034291001,9,40.496272,-79.996951
420034291001,8,40.505763,-80.002161
420034291001,8,40.503650,-79.987260
420034291001,5,40.502504,-80.010214
420034291002,359,40.510471,-80.018709
420034291002,160,40.516863,-80.015551
420034291002,138,40.507888,-80.012873
420034291002,133,40.519143,-80.018899
420034291002,86,40.501551,-80.015122
420034291002,83,40.499277,-80.017736
420034291002,80,40.506671,-80.025457
420034291002,74,40.507876,-80.028227
420034291002,62,40.516804,-80.018551
420034291002,41,40.516590,-80.016691
420034291002,38,40.507334,-80.027493
420034291002,35,40.516224,-80.016786
420034291002,35,40.499999,-80.014663
420034291002,15,40.517989,-80.019137
420034291002,15,40.509585,-80.028929
420034291002,12,40.517751,-80.019625
420034291002,12,40.499902,-80.016435
420034291002,10,40.510556,-80.029643
420034291002,8,40.500049,-80.017930
420034292011,253,40.552821,-80.016839
420034292011,235,40.549760,-79.990477
420034292011,179,40.550672,-79.993297
420034292011,139,40.547844,-79.992845
420034292011,111,40.552659,-80.005346
420034292011,97,40.545230,-79.990362
420034292011,87,40.545067,-79.993833
420034292011,86,40.549619,-79.996049
420034292011,85,40.551353,-80.003634
420034292011,81,40.543468,-79.996122
420034292011,77,40.545543,-79.999151
420034292011,67,40.552755,-79.995941
420034292011,52,40.550848,-79.997135
420034292011,47,40.553404,-80.003495
420034292011,37,40.552838,-80.002421
420034292011,35,40.549973,-79.998937
420034292011,32,40.553400,-79.998114
420034292011,32,40.551302,-79.998538
420034292011,32,40.541111,-79.994650
420034292011,29,40.544561,-80.000417
420034292011,27,40.547591,-79.999936
420034292011,27,40.546301,-79.995582
420034292011,24,40.547190,-79.998028
420034292011,21,40.539828,-79.994620
420034292011,16,40.548335,-79.999971
420034292011,12,40.553647,-80.005410
420034292011,10,40.553801,-80.011420
420034292011,8,40.553784,-80.010389
420034292012,959,40.543621,-80.006779
420034292012,466,40.534096,-80.007335
420034292012,438,40.549763,-80.011128
420034292012,405,40.547037,-80.012605
420034292012,313,40.535434,-80.001468
420034292012,159,40.539774,-80.001301
420034292012,61,40.537324,-80.004661
420034292012,53,40.532508,-80.008113
420034292012,38,40.537636,-79.996931
420034292012,35,40.539228,-80.004252
420034292012,34,40.550487,-80.001958
420034292012,32,40.547833,-80.015689
420034292012,10,40.549086,-80.000666
420034292021,263,40.532873,-79.997344
420034292021,184,40.533977,-79.992451
420034292021,178,40.537454,-79.993076
420034292021,158,40.530614,-79.992266
420034292021,109,40.530138,-79.989122
420034292021,71,40.538961,-79.989813
420034292021,69,40.535370,-79.994521
420034292021,68,40.540154,-79.992317
420034292021,68,40.529717,-79.996483
420034292021,43,40.533716,-79.989185
420034292021,34,40.535729,-79.989362
420034292021,32,40.542188,-79.990093
420034292021,21,40.542517,-79.993413
420034292022,357,40.516844,-79.990359
420034292022,141,40.515543,-79.992071
420034292022,116,40.525955,-79.990447
420034292022,107,40.521394,-79.989378
420034292022,95,40.528206,-79.991833
420034292022,75,40.524247,-79.992114
420034292022,69,40.511345,-79.991651
420034292022,67,40.510676,-79.988843
420034292022,55,40.507960,-79.988149
420034292022,52,40.512737,-79.989229
420034292022,49,40.516256,-79.991023
420034292022,44,40.520710,-79.989037
420034292022,41,40.513578,-79.988721
420034292022,41,40.511511,-79.988762
420034292022,26,40.525619,-79.991730
420034292022,13,40.506152,-79.989453
420034292023,444,40.516113,-79.997152
420034292023,219,40.523238,-80.001278
420034292023,173,40.527434,-79.996583
420034292023,149,40.520721,-79.993891
420034292023,147,40.517065,-80.002872
420034292023,120,40.517664,-80.003931
420034292023,118,40.524219,-79.995771
420034292023,101,40.528663,-80.005272
420034292023,74,40.517375,-79.999989
420034292023,66,40.528650,-80.000155
420034292023,58,40.530609,-80.001356
420034292023,52,40.518863,-80.001388
420034292023,50,40.516590,-79.999374
420034292023,44,40.528531,-80.003287
420034292023,43,40.517767,-80.002362
420034292023,34,40.526171,-80.003791
420034292023,30,40.528456,-80.001734
420034292023,26,40.527152,-80.001833
420034292023,11,40.512943,-79.998392
420034293001,508,40.547000,-80.038769
420034293001,482,40.546789,-80.050448
420034293001,353,40.549891,-80.043883
420034293001,119,40.545088,-80.046657
420034293001,96,40.552725,-80.040803
420034293001,92,40.552051,-80.040613
420034293001,74,40.545946,-80.041770
420034293001,67,40.552322,-80.045149
420034293001,54,40.553235,-80.040843
420034293001,48,40.551054,-80.041582
420034293001,42,40.548408,-80.046196
420034293001,41,40.550932,-80.039490
420034293001,32,40.551849,-80.047089
420034293001,31,40.550908,-80.043325
420034293001,31,40.550770,-80.037868
420034293002,432,40.534480,-80.040992
420034293002,403,40.531003,-80.037745
420034293002,174,40.541834,-80.041087
420034293002,132,40.536307,-80.047060
420034293002,69,40.540877,-80.042011
420034293002,59,40.534445,-80.042618
420034293002,55,40.539277,-80.036971
420034293002,32,40.537006,-80.042441
420034293002,30,40.538624,-80.042333
420034293002,23,40.537390,-80.048922
420034293002,22,40.544597,-80.037453
420034293002,22,40.538842,-80.047802
420034293002,20,40.543342,-80.036549
420034293002,9,40.544247,-80.036408
420034293003,1129,40.528646,-80.051086
420034293003,229,40.522138,-80.054772
420034293003,190,40.525752,-80.052231
420034293003,144,40.522926,-80.061544
420034293003,67,40.525531,-80.055665
420034293003,53,40.524851,-80.049288
420034293003,49,40.527292,-80.050057
420034293003,48,40.525606,-80.049314
420034293003,40,40.529791,-80.053774
420034293003,36,40.522640,-80.046674
420034293003,33,40.527961,-80.053511
420034293003,22,40.526485,-80.049296
420034293003,16,40.526175,-80.049701
420034293003,16,40.518278,-80.059018
420034293003,6,40.533288,-80.058431
420034293004,397,40.539130,-80.057695
420034293004,396,40.546166,-80.058444
420034293004,81,40.538936,-80.059974
420034293004,22,40.546627,-80.063876
420034293004,20,40.542371,-80.052471
420034294001,321,40.542220,-80.030813
420034294001,62,40.542409,-80.034790
420034294001,59,40.550269,-80.035791
420034294001,36,40.539885,-80.033191
420034294001,33,40.540580,-80.028511
420034294001,28,40.539780,-80.035165
420034294001,22,40.546359,-80.034788
420034294001,22,40.545711,-80.032674
420034294001,22,40.544767,-80.034515
420034294001,19,40.545403,-80.034492
420034294001,15,40.540315,-80.034087
420034294001,13,40.544261,-80.035706
420034294001,9,40.543576,-80.035759
420034294001,6,40.542760,-80.028240
420034294001,3,40.540108,-80.035841
420034294001,2,40.540802,-80.035729
420034294002,245,40.537862,-80.029320
420034294002,168,40.532562,-80.035099
420034294002,153,40.537972,-80.025155
420034294002,130,40.532685,-80.030719
420034294002,119,40.537302,-80.031960
420034294002,85,40.536809,-80.035072
420034294002,77,40.537853,-80.033306
420034294002,74,40.532056,-80.033709
420034294002,72,40.531508,-80.032021
420034294002,69,40.535209,-80.024561
420034294002,69,40.533949,-80.028718
420034294002,60,40.533886,-80.025059
420034294002,55,40.534309,-80.032128
420034294002,54,40.533772,-80.030802
420034294002,49,40.532747,-80.028044
420034294002,38,40.537751,-80.033945
420034294002,38,40.532204,-80.024890
420034294002,35,40.535665,-80.032447
420034294002,25,40.532786,-80.025631
420034294002,23,40.534121,-80.033635
420034294002,23,40.531728,-80.030934
420034294002,21,40.534741,-80.020119
420034294002,15,40.535497,-80.033420
420034294002,15,40.535150,-80.028976
420034294002,10,40.535498,-80.033088
420034294003,362,40.525884,-80.026840
420034294003,93,40.530280,-80.022893
420034294003,78,40.529455,-80.031503
420034294003,78,40.528278,-80.023888
420034294003,73,40.528358,-80.034669
420034294003,66,40.530426,-80.026026
420034294003,59,40.524884,-80.034033
420034294003,57,40.529513,-80.029757
420034294003,52,40.527870,-80.023148
420034294003,44,40.527745,-80.030393
420034294003,42,40.529286,-80.024503
420034294003,42,40.523854,-80.025467
420034294003,40,40.527702,-80.022536
420034294003,36,40.530492,-80.025193
420034294003,36,40.527758,-80.025130
420034294003,28,40.526721,-80.024574
420034294003,27,40.529592,-80.030608
420034294003,26,40.530813,-80.024613
420034294003,26,40.527525,-80.025692
420034294003,23,40.522604,-80.028461
420034294003,20,40.526810,-80.029952
420034294003,11,40.524513,-80.031914
420034294004,162,40.523116,-80.019890
420034294004,131,40.523041,-80.023397
420034294004,56,40.532585,-80.020499
420034294004,56,40.531233,-80.021338
420034294004,54,40.532725,-80.022470
420034294004,52,40.528984,-80.020746
420034294004,51,40.524296,-80.021139
420034294004,34,40.525402,-80.020155
420034294004,31,40.524901,-80.021685
420034294004,30,40.523245,-80.022380
420034294004,27,40.531026,-80.018450
420034294004,26,40.526551,-80.021743
420034294004,24,40.530536,-80.019019
420034294004,24,40.523377,-80.016694
420034294004,12,40.524842,-80.019525
420034294004,10,40.523024,-80.015418
420034294004,5,40.524375,-80.019509
420034295001,327,40.545139,-80.025293
420034295001,320,40.551567,-80.031446
420034295001,288,40.548056,-80.025408
420034295001,227,40.547839,-80.021061
420034295001,175,40.551456,-80.021823
420034295001,100,40.549767,-80.024953
420034295001,94,40.550761,-80.026833
420034295001,78,40.547478,-80.030958
420034295001,68,40.553092,-80.024090
420034295001,56,40.552722,-80.026330
420034295001,50,40.552399,-80.028813
420034295001,41,40.548600,-80.030692
420034295001,30,40.552862,-80.033300
420034295001,22,40.544643,-80.027820
420034295002,1551,40.540712,-80.018135
420034295002,126,40.544691,-80.017950
420034295002,89,40.540293,-80.024733
420034295002,37,40.535389,-80.014393
420034295002,33,40.543878,-80.018908
420034295002,16,40.540138,-80.017425
420034295002,13,40.534713,-80.019136
420034295002,11,40.536369,-80.020692
420034295003,346,40.523832,-80.010403
420034295003,149,40.532424,-80.014835
420034295003,65,40.519905,-80.008897
420034295003,61,40.520313,-80.011969
420034295003,19,40.530177,-80.016151
420034295003,12,40.532283,-80.018075
420034295003,8,40.527627,-80.017102
420034296001,491,40.510265,-80.041460
420034296001,278,40.516580,-80.050142
420034296001,266,40.515396,-80.032543
420034296001,221,40.509843,-80.053103
420034296001,213,40.507141,-80.044461
420034296001,198,40.513775,-80.036536
420034296001,119,40.506888,-80.049615
420034296001,93,40.509005,-80.041965
420034296001,91,40.513550,-80.042128
420034296001,77,40.507046,-80.052947
420034296001,53,40.519282,-80.049187
420034296001,47,40.512093,-80.045685
420034296001,46,40.520065,-80.049278
420034296001,43,40.512810,-80.058701
420034296001,41,40.511258,-80.048180
420034296001,37,40.506372,-80.051850
420034296001,36,40.512101,-80.046297
420034296001,33,40.513759,-80.048436
420034296001,31,40.520725,-80.049277
420034296001,26,40.504536,-80.051406
420034296001,23,40.513846,-80.043326
420034296001,23,40.513241,-80.048443
420034296001,21,40.516647,-80.047908
420034296001,20,40.514183,-80.042430
420034296001,20,40.512117,-80.046914
420034296001,19,40.505068,-80.051071
420034296001,18,40.512801,-80.048628
420034296001,14,40.512469,-80.049542
420034296002,346,40.503706,-80.043724
420034296002,112,40.496935,-80.047122
420034296002,95,40.504570,-80.050000
420034296002,65,40.497540,-80.049319
420034296002,56,40.497160,-80.049607
420034296002,55,40.498247,-80.048614
420034296002,48,40.496531,-80.050312
420034296002,39,40.496781,-80.049644
420034296002,35,40.499566,-80.048503
420034296002,33,40.497929,-80.049091
420034296002,29,40.503647,-80.049071
420034296002,24,40.501037,-80.047870
420034296002,18,40.496188,-80.047772
420034296002,14,40.496586,-80.047779
420034296002,11,40.496200,-80.049064
420034296002,10,40.507602,-80.037793
420034297001,298,40.497516,-80.035705
420034297001,293,40.500959,-80.028402
420034297001,249,40.497501,-80.030859
420034297001,239,40.509073,-80.032517
420034297001,135,40.497707,-80.025410
420034297001,51,40.499879,-80.026278
420034297001,47,40.504284,-80.036844
420034297001,46,40.495666,-80.028961
420034297001,34,40.502519,-80.035694
420034297001,24,40.495621,-80.029762
420034297002,284,40.497392,-80.041412
420034297002,129,40.492113,-80.042885
420034297002,94,40.499061,-80.044055
420034297002,79,40.494838,-80.032255
420034297002,60,40.492377,-80.033576
420034297002,55,40.492819,-80.030411
420034297002,49,40.495393,-80.040976
420034297002,48,40.491852,-80.039232
420034297002,45,40.499634,-80.045373
420034297002,37,40.492104,-80.034908
420034297002,30,40.493704,-80.039270
420034297002,24,40.493363,-80.035853
420034297002,20,40.495697,-80.027901
420034301001,184,40.514877,-80.019997
420034301001,115,40.519499,-80.023977
420034301001,90,40.517554,-80.021801
420034301001,69,40.518179,-80.021229
420034301001,63,40.513496,-80.022645
420034301001,50,40.513238,-80.022012
420034301001,41,40.518672,-80.022607
420034301001,36,40.514507,-80.021756
420034301001,35,40.514226,-80.022187
420034301001,25,40.514810,-80.021407
420034301001,20,40.512999,-80.021163
420034301001,19,40.515457,-80.022428
420034301001,18,40.516245,-80.021971
420034301001,13,40.516744,-80.021326
420034301002,133,40.516958,-80.024567
420034301002,127,40.513162,-80.023195
420034301002,112,40.511980,-80.025019
420034301002,110,40.514766,-80.025637
420034301002,99,40.514174,-80.026948
420034301002,80,40.511263,-80.025769
420034301002,77,40.516433,-80.027889
420034301002,66,40.515730,-80.024176
420034301002,65,40.517129,-80.022578
420034301002,58,40.518019,-80.025160
420034301002,52,40.512944,-80.027686
420034301002,49,40.514250,-80.027936
420034301002,49,40.511978,-80.026766
420034301002,46,40.511968,-80.029382
420034301002,45,40.515754,-80.026693
420034301002,44,40.515044,-80.024177
420034301002,40,40.513845,-80.028745
420034301002,36,40.516206,-80.026571
420034301002,30,40.512473,-80.027091
420034301002,22,40.509364,-80.026884
420034301002,16,40.511957,-80.027703
420034302001,222,40.526139,-80.039605
420034302001,191,40.523146,-80.033329
420034302001,113,40.524231,-80.037918
420034302001,87,40.521876,-80.032921
420034302001,70,40.523251,-80.035421
420034302001,59,40.522717,-80.038138
420034302001,36,40.523102,-80.036507
420034302001,22,40.523543,-80.037762
420034302002,212,40.517184,-80.038405
420034302002,139,40.520699,-80.027557
420034302002,98,40.520028,-80.031983
420034302002,98,40.518377,-80.028885
420034302002,96,40.517392,-80.033105
420034302002,89,40.523057,-80.031061
420034302002,76,40.519269,-80.026476
420034302002,67,40.517089,-80.029315
420034302002,57,40.521022,-80.030238
420034302002,55,40.520228,-80.030157
420034302002,51,40.522056,-80.030480
420034302002,50,40.519434,-80.029837
420034302002,49,40.521635,-80.030405
420034302002,42,40.518922,-80.029557
420034302002,32,40.523291,-80.029848
420034302002,29,40.515788,-80.031431
420034302002,15,40.523930,-80.029473
420034302003,124,40.519358,-80.036188
420034302003,120,40.520021,-80.034251
420034302003,106,40.519760,-80.035242
420034302003,97,40.521219,-80.040914
420034302003,96,40.518326,-80.032615
420034302003,87,40.521430,-80.037152
420034302003,75,40.518957,-80.036850
420034302003,66,40.521579,-80.036110
420034302003,52,40.521444,-80.038986
420034302003,46,40.521193,-80.038040
420034302003,46,40.518196,-80.034682
420034302003,41,40.518518,-80.033540
420034302003,35,40.521678,-80.035281
420034302003,13,40.521753,-80.034548
420034302004,173,40.519163,-80.041233
420034302004,85,40.520555,-80.045068
420034302004,67,40.520483,-80.046952
420034302004,58,40.521523,-80.045122
420034302004,55,40.519790,-80.045195
420034302004,45,40.518966,-80.045674
420034302004,44,40.521130,-80.045145
420034302004,39,40.520553,-80.047752
420034302004,36,40.519151,-80.047167
420034302004,32,40.518978,-80.044343
420034302004,31,40.520276,-80.043211
420034302004,19,40.521615,-80.047333
420034302004,17,40.521446,-80.043061
420034302004,13,40.518779,-80.043716
420034302004,12,40.520963,-80.043087
420034302005,101,40.517322,-80.042547
420034302005,97,40.516690,-80.044131
420034302005,76,40.515779,-80.043417
420034302005,68,40.514597,-80.046709
420034302005,58,40.517452,-80.046585
420034302005,50,40.515707,-80.046529
420034302005,44,40.514074,-80.045959
420034302005,40,40.517559,-80.044729
420034302005,35,40.516504,-80.046487
420034302005,34,40.518294,-80.045804
420034302005,29,40.515957,-80.045029
420034302005,24,40.515252,-80.042425
420034302005,22,40.517884,-80.045878
420034302005,21,40.514445,-80.043930
420034302005,21,40.514443,-80.044788
420034302005,18,40.516036,-80.042267
420034302005,15,40.518450,-80.047200
420034302005,13,40.514694,-80.042633
420034311001,202,40.491617,-80.051442
420034311001,198,40.491057,-80.050518
420034311001,138,40.493988,-80.049639
420034311001,126,40.493374,-80.046278
420034311001,113,40.494752,-80.051681
420034311001,82,40.492447,-80.047847
420034311001,74,40.493105,-80.052699
420034311001,68,40.491716,-80.046596
420034311001,67,40.494388,-80.050677
420034311001,64,40.494202,-80.046929
420034311001,61,40.493756,-80.048768
420034311001,57,40.492627,-80.051375
420034311001,50,40.495513,-80.049032
420034311001,47,40.492195,-80.054216
420034311001,44,40.495776,-80.050085
420034311001,43,40.493815,-80.048145
420034311001,43,40.491781,-80.053226
420034311001,42,40.491480,-80.052883
420034311001,41,40.496030,-80.051018
420034311001,33,40.492016,-80.045951
420034311001,33,40.491884,-80.053814
420034311001,23,40.492846,-80.051868
420034311002,205,40.488190,-80.054760
420034311002,202,40.487007,-80.049856
420034311002,89,40.490619,-80.054533
420034311002,88,40.489308,-80.052799
420034311002,83,40.487598,-80.053282
420034311002,79,40.489920,-80.048297
420034311002,74,40.491134,-80.048794
420034311002,74,40.489244,-80.048873
420034311002,71,40.485948,-80.052455
420034311002,70,40.489058,-80.056338
420034311002,58,40.489596,-80.050739
420034311002,55,40.489948,-80.053659
420034311002,49,40.489319,-80.055267
420034311002,48,40.486971,-80.052751
420034311002,47,40.490838,-80.047489
420034311002,46,40.490221,-80.049937
420034311002,46,40.488432,-80.052196
420034311002,39,40.489427,-80.046720
420034311002,38,40.489789,-80.046350
420034311002,36,40.488850,-80.047193
420034311002,31,40.489087,-80.050191
420034311002,16,40.491458,-80.055058
420034311002,16,40.487710,-80.051487
420034311002,15,40.486779,-80.054348
420034311002,12,40.485332,-80.053320
420034311002,10,40.489135,-80.051780
420034311002,5,40.488907,-80.051194
420034311002,2,40.489194,-80.047532
420034314001,236,40.504188,-80.055847
420034314001,220,40.502277,-80.052943
420034314001,149,40.501507,-80.050167
420034314001,143,40.505540,-80.059350
420034314001,112,40.501223,-80.054658
420034314001,103,40.505294,-80.057309
420034314001,102,40.503181,-80.057531
420034314001,102,40.502487,-80.058734
420034314001,91,40.500127,-80.054528
420034314001,89,40.501780,-80.056403
420034314001,82,40.501891,-80.051570
420034314001,73,40.501670,-80.058238
420034314001,69,40.499911,-80.050185
420034314001,67,40.498632,-80.051703
420034314001,60,40.502952,-80.055151
420034314001,56,40.499095,-80.051412
420034314001,46,40.501190,-80.058300
420034314001,40,40.502041,-80.060426
420034314001,34,40.501555,-80.060518
420034314001,19,40.504009,-80.051642
420034315001,160,40.500743,-80.059443
420034315001,97,40.498952,-80.059480
420034315001,89,40.497975,-80.057299
420034315001,86,40.498407,-80.058353
420034315001,64,40.500275,-80.057570
420034315001,47,40.499514,-80.060626
420034315001,42,40.500026,-80.056569
420034315001,38,40.498594,-80.060617
420034315001,33,40.500260,-80.060621
420034315001,26,40.500133,-80.057046
420034315002,99,40.499126,-80.054982
420034315002,95,40.496786,-80.052884
420034315002,82,40.499624,-80.054751
420034315002,80,40.497246,-80.052591
420034315002,77,40.498624,-80.055196
420034315002,70,40.497706,-80.052300
420034315002,66,40.498169,-80.052000
420034315002,61,40.497444,-80.056536
420034315002,55,40.498128,-80.055422
420034315002,45,40.495187,-80.052551
420034315002,38,40.497411,-80.055171
420034315002,28,40.495885,-80.053956
420034315002,27,40.496986,-80.055470
420034315002,18,40.496134,-80.056083
420034315002,15,40.496560,-80.055766
420034315003,344,40.493048,-80.054556
420034315003,116,40.494094,-80.057531
420034315003,114,40.496586,-80.059838
420034315003,111,40.493986,-80.055357
420034315003,55,40.494047,-80.053320
420034315003,47,40.494766,-80.055938
420034315003,36,40.495954,-80.058504
420034315003,34,40.495656,-80.057426
420034315003,32,40.495037,-80.058934
420034315003,28,40.495181,-80.056636
420034315003,25,40.497651,-80.060762
420034315003,18,40.496419,-80.057963
420034315004,140,40.492795,-80.059180
420034315004,110,40.491696,-80.057594
420034315004,81,40.492462,-80.056404
420034315004,71,40.490096,-80.056849
420034315004,65,40.491853,-80.060285
420034315004,53,40.490860,-80.058970
420034315004,46,40.493092,-80.061373
420034315004,32,40.493555,-80.058179
420034315004,26,40.493398,-80.060581
420034315004,24,40.493925,-80.059914
420034315004,12,40.493102,-80.062059
420034315004,7,40.489026,-80.058843
420034323001,159,40.506862,-80.071737
420034323001,103,40.506855,-80.066264
420034323001,103,40.504345,-80.072206
420034323001,75,40.503123,-80.062105
420034323001,73,40.503385,-80.072330
420034323001,56,40.503853,-80.062362
420034323001,51,40.502953,-80.070206
420034323001,43,40.503840,-80.072328
420034323001,42,40.503492,-80.063443
420034323001,40,40.505008,-80.063367
420034323001,33,40.508355,-80.068432
420034323001,32,40.503092,-80.064481
420034323001,30,40.503295,-80.064063
420034323001,30,40.502608,-80.063355
420034323001,29,40.507604,-80.067314
420034323001,29,40.505733,-80.068042
420034323001,29,40.502478,-80.070212
420034323001,28,40.504111,-80.074241
420034323001,25,40.507200,-80.067165
420034323001,23,40.504968,-80.067821
420034323001,17,40.504726,-80.066580
420034323001,17,40.503974,-80.064311
420034323001,14,40.506118,-80.074954
420034323001,11,40.503710,-80.074248
420034323002,383,40.499651,-80.063638
420034323002,128,40.501869,-80.062154
420034323002,104,40.501286,-80.065924
420034323002,78,40.500854,-80.063364
420034323002,65,40.502339,-80.067248
420034323002,63,40.502278,-80.064899
420034323002,61,40.500240,-80.063519
420034323002,45,40.502467,-80.068477
420034323002,42,40.499445,-80.061584
420034323002,30,40.502730,-80.064618
420034323002,24,40.501370,-80.067467
420034323002,23,40.502957,-80.067573
420034323002,23,40.501762,-80.067322
420034323002,11,40.501814,-80.068455
420034323002,11,40.500587,-80.061556
420034324001,402,40.497172,-80.063399
420034324001,123,40.497913,-80.064442
420034324001,113,40.495783,-80.062096
