block_group_geoid,population,lat,lon
420030703002,42,40.449880,-79.933365
420030703002,40,40.450367,-79.933921
420030703002,33,40.449502,-79.934585
420030703002,31,40.449519,-79.933881
420030703002,27,40.451587,-79.931684
420030703002,26,40.449862,-79.934070
420030703002,22,40.451147,-79.931438
420030703002,10,40.450325,-79.934875
420030703003,191,40.448498,-79.937217
420030703003,123,40.450998,-79.938866
420030703003,94,40.451711,-79.936757
420030703003,88,40.451392,-79.935459
420030703003,86,40.449027,-79.935193
420030703003,50,40.450344,-79.935963
420030703003,46,40.449624,-79.938067
420030703003,42,40.452518,-79.936219
420030703003,32,40.452379,-79.935789
420030705001,167,40.455656,-79.927342
420030705001,157,40.453427,-79.928162
420030705001,133,40.455997,-79.925564
420030705001,133,40.454068,-79.926579
420030705001,122,40.456079,-79.928068
420030705001,112,40.455794,-79.926695
420030705001,96,40.454106,-79.928560
420030705001,91,40.455365,-79.929567
420030705001,84,40.454756,-79.928946
420030705001,79,40.455903,-79.926135
420030705001,59,40.454505,-79.925605
420030705001,34,40.455764,-79.928769
420030705002,178,40.454256,-79.931734
420030705002,77,40.452542,-79.930729
420030705002,70,40.453463,-79.930352
420030705002,68,40.455445,-79.931066
420030705002,56,40.453291,-79.930905
420030705002,55,40.454318,-79.930103
420030705002,54,40.454722,-79.931094
420030705002,52,40.452883,-79.929648
420030705002,48,40.454964,-79.930480
420030705002,47,40.454116,-79.930736
420030705002,26,40.453662,-79.929720
420030705002,21,40.453146,-79.931353
420030705003,240,40.458143,-79.929622
420030705003,141,40.455682,-79.932586
420030705003,120,40.456270,-79.929810
420030705003,94,40.456118,-79.931612
420030705003,75,40.457868,-79.926573
420030705003,61,40.456874,-79.930310
420030705003,58,40.457358,-79.930448
420030705003,58,40.457013,-79.928215
420030705003,51,40.457914,-79.926010
420030705003,38,40.457984,-79.925441
420030705003,32,40.457520,-79.928288
420030705003,18,40.457452,-79.927181
420030705003,18,40.456793,-79.931909
420030705003,10,40.458064,-79.927114
420030705003,7,40.457655,-79.928944
420030706001,271,40.456135,-79.924952
420030706001,99,40.455759,-79.924395
420030706001,91,40.452561,-79.923397
420030706001,85,40.453276,-79.923806
420030706001,85,40.452982,-79.921656
420030706001,66,40.453890,-79.922219
420030706001,65,40.454318,-79.923842
420030706001,59,40.453962,-79.924623
420030706001,57,40.454788,-79.922211
420030706001,51,40.454487,-79.922942
420030706001,28,40.453359,-79.921914
420030706001,20,40.455233,-79.923009
420030706001,12,40.456141,-79.923278
420030706001,9,40.452875,-79.923309
