stop_uuid,gtfs_stop_id,stop_name,lat,lon,wheelchair_boarding
0429027e-9d58-4f7c-ab76-5e4d6eabb9c3,10010216,9th Ave + Grant St,40.608208646,-79.745934769,0
042d8f3a-29aa-4768-bedc-3650b32be78a,1475,BEAVER RD + SPENCER,40.564936,-80.206919,0
042ec4bd-1f11-4435-846b-a7f6b90f75d1,11710,GREENSPRINGS AVE + HAZEL,40.387095,-79.880609,0
043b37e9-a397-4284-9342-fd4798efbdb6,19775,UNITY TRESTLE RD + ASHLAND DR FS,40.486367,-79.771565,0
04528653-3b7a-468a-a7cc-a82c65871e8c,8808,LINCOLN AVE + WILTSIE,40.470088,-79.893735,0
045863a2-6747-43a2-b82c-49aa829fa671,20047,LARIMER AVE + MEADOW,40.46535,-79.914442,0
0458d573-1fc3-4090-bef5-6d380fcb769b,12109,SECOND AVE + ELIZABETH,40.407198,-79.943363,0
04603996-54b3-4fdb-a207-65a6e83e4205,13512,WM PENN HWY + DUFFS,40.438225,-79.774095,0
0465e100-ad28-48a3-8bc6-17e08835f27c,1321,CALIFORNIA AVE + HOME,40.498584,-80.0617,0
04660cbe-83a7-4bc9-9870-14ecdbe1bacb,12212,GREENFIELD AVE + FRAZIER ST,40.425718,-79.949754,0
0478e153-5fde-4215-b0ca-98caf7067544,11075,HALKET ST + LOUISA ST,40.437051,-79.959414,0
047b565c-810d-4de2-adbd-2fcce2b19ef8,20237,HWY RT 51 + E BRUCETON FS,40.328065,-79.944898,0
048598a6-dfbf-47af-9fb3-f03752813814,13608,OLD WM PENN HWY + ROTH DR,40.441112,-79.747792,0
048c230c-976c-452c-a64c-096023d3094c,6190,REAMER ST + #1555,40.3919,-80.002648,0
04940d80-bb2d-41bd-a000-341e0ece3e82,19136,MILLTOWN RD + LEECHBURG RD,40.494605,-79.788624,0
049946c2-6fbe-478c-96d4-9e84748d4c26,7213,HARRIETT ST + 5TH,40.414645,-79.883319,0
04a217f3-f5fd-4a8c-a8ad-e355d667a6d3,7687,WILKINS AVE + WORTH,40.446621,-79.912842,0
04a565a9-a35a-4bf8-9365-63e9b7b0d15e,19309,ARLINGTON AVE + #1047 FS,40.423464,-79.989236,0
04afa970-8397-4926-8dd4-7afc657c7545,14340,VERONA RD + GRAHAM BLVD EXT,40.46329,-79.865765,0
