stop_id,stop_name,muni,hood,lat,lon,status,metres_to_nearest_proposed_stop,weekday_boardings,saturday_boardings,sunday_boardings,current_routes,boardings_source
3907,WASHINGTON AVE AT FRANKLIN AVE,"Carnegie borough (Allegheny, PA)",,40.401462,-80.082966,kept,0,34.24,14.8,13.8,31,id
18515,PENN AVE OPP SHAW AVE FS,"Turtle Creek borough (Allegheny, PA)",,40.405198,-79.828935,kept,0,34.19,23.4,17.8,59;69;P68;P69,id
9375,BROWNSVILLE RD AT E GARDEN RD,"Brentwood borough (Allegheny, PA)",,40.377797,-79.975362,kept,0,34.14,17.8,18.2,51;51L,id
7112,FORBES AVE AT JUMONVILLE ST,"Pittsburgh city (Allegheny, PA)",Bluff,40.437332,-79.977997,kept,0,34.05,19.6,9.6,61A;61B;61C;71B,id
8198,CENTRE AVE OPP MILLVALE AVE,"Pittsburgh city (Allegheny, PA)",Shadyside,40.453217,-79.947453,kept,0,34.05,34.8,26.0,71A;71C;82,id
1175,FIFTH AVE AT NEVILLE ST,"Pittsburgh city (Allegheny, PA)",North Oakland,40.447024,-79.947427,kept,0,33.86,36.6,19.4,58;71B;71D,id
14971,BUTLER ST AT 46TH ST,"Pittsburgh city (Allegheny, PA)",Central Lawrenceville,40.472942,-79.958756,kept,0,33.71,15.0,14.0,91;93,id
1539,BRIGHTON RD AT WOODLAND AVE,"Pittsburgh city (Allegheny, PA)",Marshall-Shadeland,40.470059,-80.025708,kept,0,33.62,30.0,13.6,16,id
3629,CHARTIERS AVE OPP MARGARET ST,"McKees Rocks borough (Allegheny, PA)",,40.46576,-80.064176,kept,0,33.62,24.4,14.8,20;24,id
8244,ELLSWORTH AVE AT MARYLAND AVE,"Pittsburgh city (Allegheny, PA)",Shadyside,40.45623,-79.930721,kept,0,33.57,14.2,6.6,75,id
20833,BROOKLINE BLVD AT GLENARM AVE,"Pittsburgh city (Allegheny, PA)",Brookline,40.392158,-80.017618,kept,0,33.48,10.4,5.2,39,id
8868,LINCOLN AVE OPP CHAUCER ST,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.46435,-79.900396,kept,0,33.43,20.8,17.2,82;P17,id
2088,EAST OHIO ST OPP JAMES ST,"Pittsburgh city (Allegheny, PA)",East Allegheny,40.453453,-80.000643,kept,0,33.38,24.8,20.4,1;2;4;54;6;7,id
2089,EAST OHIO ST AT MIDDLE ST,"Pittsburgh city (Allegheny, PA)",East Allegheny,40.453704,-79.999291,kept,0,33.33,25.6,19.0,1;2;4;54;6;7,id
3151,FIFTH AVE AT DINWIDDIE ST,"Pittsburgh city (Allegheny, PA)",Crawford-Roberts,40.438397,-79.980639,kept,0,33.33,28.4,14.8,61A;61B;61C;71B,id
12358,KEEPORT DR AT KNOEDLER RD,"Baldwin borough (Allegheny, PA)",,40.341981,-79.981157,kept,0,33.29,14.2,0.0,Y47,id
10907,8TH AVE AT MCCLURE ST,"Homestead borough (Allegheny, PA)",,40.408826,-79.907397,kept,0,33.1,21.8,14.6,52L;59;61C,id
18472,BROWNSVILLE RD AT CEDRICTON ST FS,"Pittsburgh city (Allegheny, PA)",Carrick,40.405027,-79.990736,kept,0,33.1,27.8,24.2,51,id
15881,WEST COMMONS AT THE ALLEGHENY SR HOME,"Pittsburgh city (Allegheny, PA)",Allegheny Center,40.450584,-80.007149,kept,0,32.95,14.0,7.0,13;16,id
18579,WEST BUSWAY AT SHERADEN STATION A,"Pittsburgh city (Allegheny, PA)",Sheraden,40.452753,-80.053154,kept,0,32.71,26.2,19.6,G2,id
2630,MILLVALE AVE AT CENTRE AVE,"Pittsburgh city (Allegheny, PA)",Bloomfield,40.453381,-79.947434,kept,0,32.67,14.2,11.4,54,id
11194,THIRD AVE AT RT 51 OVERPASS - ELIZABETH PNR,"Elizabeth borough (Allegheny, PA)",,40.273078,-79.885653,kept,0,32.57,22.6,16.8,Y46,id
5822,GREENTREE RD AT CHATHAM PARK DR,"Scott township (Allegheny, PA)",,40.403345,-80.058376,kept,0,32.14,15.8,16.2,38,id
9261,BUTLER ST AT 54TH ST,"Pittsburgh city (Allegheny, PA)",Upper Lawrenceville,40.482944,-79.951151,kept,0,32.1,13.0,11.2,87;91;93,id
10950,MURRAY AVE AT HOBART ST,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.433853,-79.923009,kept,0,32.0,27.2,18.4,61C;61D;64;93,id
6098,SOUTH BUSWAY AT PALM GARDEN,"Pittsburgh city (Allegheny, PA)",Mount Washington,40.4161,-80.011821,kept,0,31.86,21.8,13.2,39;41;Y1;Y45;Y46;Y47;Y49,id
3128,HIGHLAND AVE AT EAST LIBERTY BLVD,"Pittsburgh city (Allegheny, PA)",East Liberty,40.46648,-79.922588,kept,0,31.71,8.8,6.6,71B,id
8877,FRANKSTOWN AVE AT PAULSON AVE,"Pittsburgh city (Allegheny, PA)",Larimer,40.460881,-79.914969,kept,0,31.62,19.6,14.8,77;82;86;P17,id
825,PERRYSVILLE AVE AT N CHARLES ST,"Pittsburgh city (Allegheny, PA)",Perry South,40.471083,-80.008709,kept,0,31.57,24.8,19.8,15;8,id
7754,BROADWAY BLVD AT WALL AVE,"Monroeville municipality (Allegheny, PA)",,40.401422,-79.780019,kept,0,31.52,16.4,12.6,69;P69,id
2177,LIBERTY AVE OPP 26TH ST,"Pittsburgh city (Allegheny, PA)",Strip District,40.45415,-79.977968,kept,0,31.48,21.2,9.4,54;86;87;88;91,id
8377,HOMEWOOD AVE AT FINANCE ST (EAST BUSWAY),"Pittsburgh city (Allegheny, PA)",Homewood South,40.452946,-79.898624,kept,0,31.48,9.2,5.6,74,id
1591,BRIGHTON RD AT TAYLOR AVE,"Pittsburgh city (Allegheny, PA)",Central Northside,40.455793,-80.015169,kept,0,31.43,30.6,22.8,13;15;16,id
12078,SECOND AVE AT FLOWERS AVE,"Pittsburgh city (Allegheny, PA)",Hazelwood,40.409879,-79.944012,kept,0,31.38,16.6,8.8,56;57;93,id
21329,SANDUSKY ST AT UNDERPASS,"Pittsburgh city (Allegheny, PA)",North Shore,40.45004,-80.002796,kept,0,31.33,14.0,15.4,1;11;13;15;16;17;6;8,former_id
10964,8TH AVE AT MCCLURE ST,"Homestead borough (Allegheny, PA)",,40.408667,-79.907564,kept,0,31.29,13.6,18.6,52L;53;53L;59;61C,id
41,BLVD OF ALLIES AT WOOD ST,"Pittsburgh city (Allegheny, PA)",Central Business District,40.438436,-80.001748,kept,0,31.24,7.8,6.6,52L;53L;56;57;58,id
8310,FIFTH AVE OPP BEECHWOOD BLVD,"Pittsburgh city (Allegheny, PA)",Shadyside,40.453713,-79.915207,kept,0,31.14,17.2,11.8,28X;71D,id
20077,CENTRE AVE AT ELMORE ST FS,"Pittsburgh city (Allegheny, PA)",Middle Hill,40.444974,-79.977283,kept,0,31.1,22.0,11.2,81;82,id
625,NORTH AVE OPP BOYLE ST,"Pittsburgh city (Allegheny, PA)",Allegheny Center,40.455564,-80.005715,kept,0,31.1,14.8,12.0,11;15;17;54;8,id
1258,AVALON LOOP AT CALIFORNIA AVE FS,"Avalon borough (Allegheny, PA)",,40.503682,-80.074369,kept,0,30.76,25.6,27.8,16,id
837,PERRYSVILLE AVE AT FEDERAL ST,"Pittsburgh city (Allegheny, PA)",Central Northside,40.461155,-80.008894,kept,0,30.71,13.4,5.8,11;8,id
13496,BOYCE CAMPUS EAST PKG LOT AT STEPS,"Monroeville municipality (Allegheny, PA)",,40.453202,-79.751368,kept,0,30.67,0.0,0.0,67;77,id
8163,EAST BUSWAY AT HERRON STATION C,"Pittsburgh city (Allegheny, PA)",Polish Hill,40.459235,-79.967085,kept,0,30.62,24.8,10.6,P1;P17;P68;P71,id
8407,HIGHLAND DR OPP JOB CORPS DR,"Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,40.478217,-79.898975,loses_all_service,906,30.48,7.8,5.6,74,id
10905,8TH AVE AT HEISEL ST,"Homestead borough (Allegheny, PA)",,40.409062,-79.90403,kept,0,30.43,11.8,4.8,52L;59;61C,id
23056,WALLACE AVE AT HAY ST NS,"Wilkinsburg borough (Allegheny, PA)",,40.444896,-79.885606,kept_nearby,25,30.33,28.6,20.2,71D;86,former_id
9338,JANCEY ST AT HAMPTON ST,"Pittsburgh city (Allegheny, PA)",Morningside,40.47731,-79.930466,kept,0,30.33,3.8,1.2,75;87,id
8178,NEGLEY AVE OPP WELLESLEY AVE,"Pittsburgh city (Allegheny, PA)",Highland Park,40.474306,-79.925102,kept,0,30.29,12.4,9.6,71A,id
9373,BROWNSVILLE RD AT PARK DR,"Brentwood borough (Allegheny, PA)",,40.375122,-79.975491,kept,0,30.29,15.4,11.6,51;51L,id
22662,LAWRENCEVILLE SHOPPING CTR (BO,"Pittsburgh city (Allegheny, PA)",Upper Lawrenceville,40.364211,-79.96445,kept,0,30.24,19.6,9.4,Y49,id
19746,LINCOLN AVE OPP FREMONT AVE NS,"Bellevue borough (Allegheny, PA)",,40.494297,-80.053085,kept,0,30.19,21.6,12.8,13;16;19L,id
9989,BROWNSVILLE RD OPP W CHERRYHILL ST,"Pittsburgh city (Allegheny, PA)",Carrick,40.397927,-79.988322,kept,0,30.19,9.6,11.0,51,id
733,WEST VIEW PARK DR OPP WEST VIEW TOWER,"West View borough (Allegheny, PA)",,40.516855,-80.033563,kept,0,30.1,20.4,12.4,13;8,id
2531,MCKINLEY ST AT BROWNSVILLE RD,"Pittsburgh city (Allegheny, PA)",Knoxville,40.4088,-79.991454,kept_nearby,38,30.05,28.6,15.6,54,id
1776,MT PLEASANT RD AT HAZLETT ST,"Pittsburgh city (Allegheny, PA)",Northview Heights,40.477836,-80.000288,kept,0,30.0,29.2,20.6,6,id
6999,BELTZHOOVER AVE AT WARRINGTON AVE FS,"Pittsburgh city (Allegheny, PA)",Beltzhoover,40.421343,-79.997436,kept_nearby,21,30.0,12.6,10.6,44;54,id
20243,KEEPORT DR AT TRAVIS DR FS,"Baldwin borough (Allegheny, PA)",,40.338377,-79.979093,kept,0,29.9,18.8,0.0,Y47,id
99949,POPLAR,"Mount Lebanon township (Allegheny, PA)",,40.375395,-80.03851,kept,0,29.86,23.4,7.6,RED,id
7471,BRADDOCK AVE AT 4TH ST,"Braddock borough (Allegheny, PA)",,40.404923,-79.87114,kept,0,29.76,14.8,8.2,61B,id
11111,MIDWAY DR AT #24,"West Mifflin borough (Allegheny, PA)",,40.397647,-79.8808,kept,0,29.71,17.6,25.4,59,id
2258,W CARSON ST OPP GATEWAY VIEW PLAZA,"Pittsburgh city (Allegheny, PA)",South Shore,40.441694,-80.021743,kept,0,29.71,23.6,12.6,20;21;22;24;26;27;28X;29;31;38;G2;G3;G31,id
18431,HWY RT 51 AT BROWNSVILLE RD,"Brentwood borough (Allegheny, PA)",,40.36398,-79.984324,kept,0,29.57,18.4,18.6,Y1;Y46;Y49,id
3156,FIFTH AVE AT MAGEE ST,"Pittsburgh city (Allegheny, PA)",Crawford-Roberts,40.438698,-79.988113,loses_all_service,156,29.52,14.0,9.6,61A;61B;61C;71B,id
7901,PENN AVE AT FINDLEY DR WEST (BEACON HILL),"Wilkinsburg borough (Allegheny, PA)",,40.444028,-79.864586,kept,0,29.52,8.8,4.8,67;P16;P67,id
20456,BEDFORD AVE OPP DUFF ST,"Pittsburgh city (Allegheny, PA)",Bedford Dwellings,40.450214,-79.973764,kept,0,29.48,16.8,18.0,83,id
19912,LINCOLN AVE AT STARR AVE FS (KUHN'S),"Bellevue borough (Allegheny, PA)",,40.497619,-80.0598,kept,0,29.43,26.4,17.0,16;19L,id
20101,EAST LIBERTY BLVD AT HIGHLAND AVE FS,"Pittsburgh city (Allegheny, PA)",East Liberty,40.46577,-79.92233,kept,0,29.33,4.0,5.4,74;75,id
4767,WARRINGTON AVE AT ESTELLA AVE,"Pittsburgh city (Allegheny, PA)",Beltzhoover,40.42099,-80.000733,kept,0,29.33,17.8,10.8,44;48;54,id
18785,CHARTIERS AVE AT SINGER AVE FS,"McKees Rocks borough (Allegheny, PA)",,40.464925,-80.073974,kept,0,29.24,19.0,10.2,20,id
22776,BROADWAY AVE AT 11TH ST,"Stowe township (Allegheny, PA)",,40.451085,-79.756374,kept,0,29.24,13.8,15.4,77,id
1264,CALIFORNIA AVE AT CHESTNUT ST,"Avalon borough (Allegheny, PA)",,40.500204,-80.066015,kept,0,29.19,12.6,7.0,16;19L,id
2201,5TH AVE AT BROADWAY ST,"Coraopolis borough (Allegheny, PA)",,40.516337,-80.161397,kept,0,29.19,15.4,14.2,21,id
22777,BROADWAY BLVD OPP PITCAIRN PARK BLDG,"Pitcairn borough (Allegheny, PA)",,40.488362,-79.836905,kept,0,29.14,8.2,10.2,P78,id
1535,BRIGHTON RD AT WADLOW ST,"Pittsburgh city (Allegheny, PA)",Marshall-Shadeland,40.475463,-80.030641,kept,0,29.1,21.8,13.2,16,id
7222,MONONGAHELA AVE AT SCHOYER AVE,"Swissvale borough (Allegheny, PA)",,40.42348,-79.891312,kept,0,29.1,15.8,10.8,61B;71;P71,id
9962,ST CLAIR AVE AT 3RD ST,"Clairton city (Allegheny, PA)",,40.292206,-79.881744,kept,0,29.1,20.2,17.2,55;Y46,id
6198,BROOKLINE BLVD AT FLATBUSH AVE,"Pittsburgh city (Allegheny, PA)",Brookline,40.39372,-80.019839,kept,0,29.05,12.6,9.2,39,id
9176,PENN AVE AT ATLANTIC AVE,"Pittsburgh city (Allegheny, PA)",Garfield,40.464607,-79.938461,kept,0,29.05,14.8,13.4,88;89,id
20775,CENTURY DR OPP SAM'S CLUB DRVWY,"West Mifflin borough (Allegheny, PA)",,40.344604,-79.948263,kept,0,28.95,24.2,16.0,51;55;59;Y47;Y49,id
832,PERRYSVILLE AVE AT WILSON AVE,"Pittsburgh city (Allegheny, PA)",Perry South,40.463741,-80.012195,kept,0,28.95,17.4,9.4,8,id
10026,BROWNSVILLE RD AT PARKFIELD ST,"Pittsburgh city (Allegheny, PA)",Carrick,40.391477,-79.986685,kept,0,28.76,18.4,15.6,51;51L,id
20976,FORBES AVE AT MAGEE ST,"Pittsburgh city (Allegheny, PA)",Bluff,40.43779,-79.988495,loses_all_service,159,28.67,18.0,12.2,61A;61B;61C;71B,former_id
217,CEDAR AVE AT NORTH AVE (AGH),"Pittsburgh city (Allegheny, PA)",East Allegheny,40.456112,-80.002532,kept_nearby,41,28.67,36.8,9.4,12,id
9416,HWY RT 51 OPP GRACE ST,"Baldwin borough (Allegheny, PA)",,40.344022,-79.971331,kept,0,28.67,14.0,35.4,51;Y1;Y46,id
8777,S 20TH ST AT E CARSON ST,"Pittsburgh city (Allegheny, PA)",South Side Flats,40.428713,-79.977671,kept,0,28.62,20.6,12.8,81;83,id
9991,BROWNSVILLE RD AT THE BOULEVARD,"Pittsburgh city (Allegheny, PA)",Carrick,40.400888,-79.989158,kept,0,28.62,12.0,13.4,51;51L,id
3138,HIGHLAND AVE AT WALNUT ST,"Pittsburgh city (Allegheny, PA)",Shadyside,40.454233,-79.925407,kept,0,28.57,11.2,8.0,71B,id
2178,LIBERTY AVE OPP 27TH ST,"Pittsburgh city (Allegheny, PA)",Strip District,40.455219,-79.976433,kept,0,28.52,26.0,23.6,54;86;87;88;91,id
1197,PENN AVE AT 40TH ST,"Pittsburgh city (Allegheny, PA)",Central Lawrenceville,40.465262,-79.957734,kept,0,28.48,12.4,11.2,54;64;88;93,id
6199,BROOKLINE BLVD OPP CASTLEGATE AVE,"Pittsburgh city (Allegheny, PA)",Brookline,40.394817,-80.021351,kept,0,28.48,12.8,5.8,39,id
17426,PLEASANT RIDGE RD AT COMMUNITY CENTER,"Stowe township (Allegheny, PA)",,40.480002,-80.076496,kept,0,28.33,18.0,11.0,22,id
12180,SECOND AVE AT B ST,"Pittsburgh city (Allegheny, PA)",Central Business District,40.436324,-79.996554,kept,0,28.29,20.2,7.8,52L;53L;56;57;58,id
18142,ELLSWORTH AVE OPP SPAHR ST,"Pittsburgh city (Allegheny, PA)",Shadyside,40.458357,-79.927439,kept,0,28.24,15.8,8.8,75,id
8880,EAST LIBERTY BLVD AT PENN AVE,"Pittsburgh city (Allegheny, PA)",East Liberty,40.457652,-79.91732,kept,0,28.24,18.2,13.8,75;77;82;86,id
3268,HIGHLAND AVE AT PENN AVE,"Pittsburgh city (Allegheny, PA)",East Liberty,40.461264,-79.924789,kept,0,28.19,12.4,6.0,71B,id
19882,BRENTWOOD LOOP AT BROWNSVILLE RD,"Brentwood borough (Allegheny, PA)",,40.38087,-79.976066,kept,0,28.05,10.2,4.6,51,id
8783,CENTRE AVE AT AVALON ST,"Pittsburgh city (Allegheny, PA)",Terrace Village,40.448725,-79.961662,kept,0,28.0,4.4,1.2,82,id
16110,EAST BUSWAY AT HOMEWOOD STATION B,"Pittsburgh city (Allegheny, PA)",Homewood South,40.453,-79.899379,kept,0,27.95,18.0,9.0,P12;P16;P67;P68;P69;P7;P71;P76;P78,id
20516,BUTLER ST AT PENN AVE FS,"Pittsburgh city (Allegheny, PA)",Lower Lawrenceville,40.463011,-79.966971,kept,0,27.95,8.4,9.8,91,id
21012,KENNYWOOD MALL FIRE LANE AT GIANT EAGLE,"West Mifflin borough (Allegheny, PA)",,40.383913,-79.868381,kept,0,27.86,28.4,18.2,59,former_id
12567,6TH ST AT BALDRIDGE AVE,"North Braddock borough (Allegheny, PA)",,40.40573,-79.863463,kept,0,27.67,35.6,31.6,59;61A;61B,id
9965,ST CLAIR AVE AT 6TH ST FS,"Clairton city (Allegheny, PA)",,40.293462,-79.887887,kept,0,27.67,17.2,13.8,55;Y46,id
19192,INGRAM AVE AT WEST BUSWAY RAMP FS,"Ingram borough (Allegheny, PA)",,40.443931,-80.06618,kept,0,27.62,24.2,8.8,26;27,id
4781,ARLINGTON AVE AT FERNLEAF ST,"Pittsburgh city (Allegheny, PA)",Arlington-Arlington Heights,40.417334,-79.976272,kept,0,27.62,19.8,15.8,48,id
12152,MIFFLIN RD AT INTERBORO AVE FS,"Pittsburgh city (Allegheny, PA)",Lincoln Place,40.369984,-79.913408,kept,0,27.57,15.8,11.0,56,id
7429,ARDMORE BLVD AT SUMNER AVE,"Forest Hills borough (Allegheny, PA)",,40.417161,-79.848222,kept,0,27.48,4.0,1.4,69;P69;P76,id
19883,ALLEGHENY STATION BAY 1,"Pittsburgh city (Allegheny, PA)",Chateau,40.447675,-80.019162,kept,0,27.43,26.8,10.4,14,id
20242,ST CLAIR AVE AT MILLER AVE FS,"Clairton city (Allegheny, PA)",,40.292534,-79.883233,kept,0,27.43,17.6,12.0,55;Y46,id
14867,FRIENDSHIP AVE AT MILLVALE AVE,"Pittsburgh city (Allegheny, PA)",Bloomfield,40.462386,-79.946194,kept,0,27.33,23.0,11.0,64;87,former_id
22762,STANTON AVE AT NEGLEY AVE FS,"Pittsburgh city (Allegheny, PA)",Highland Park,40.380168,-79.865464,kept,0,27.24,13.4,9.6,59,id
7165,WOODSTOCK AVE AT WOODSTOCK TERRACE,"Swissvale borough (Allegheny, PA)",,40.414847,-79.874385,kept,0,27.24,4.4,2.4,59;61A,id
22726,PENN AVE OPP SHADY AVE,"Pittsburgh city (Allegheny, PA)",East Liberty,40.511555,-80.090891,kept,0,27.14,33.4,19.2,19L,id
5023,STEUBENVILLE PIKE AT WEST WAY SHOPPES,"Robinson township (Allegheny, PA)",,40.444272,-80.146082,kept,0,27.14,22.6,11.6,24;29,id
7102,FORBES AVE OPP MARGARET MORRISON ST,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.442606,-79.937477,kept,0,27.05,33.4,15.8,61A;61B;61C;61D,id
14387,FRANKSTOWN RD OPP RODI RD,"Penn Hills township (Allegheny, PA)",,40.466393,-79.826126,kept,0,26.86,27.6,11.0,77;P16,id
1862,SHADELAND AVE AT WOODLAND AVE,"Pittsburgh city (Allegheny, PA)",Marshall-Shadeland,40.46918,-80.030179,kept,0,26.86,9.4,8.4,17,id
4848,E CARSON ST AT S 12TH ST,"Pittsburgh city (Allegheny, PA)",South Side Flats,40.428718,-79.98656,kept,0,26.86,17.6,12.0,48;51,id
22763,PENN AVE AT S ST. CLAIR ST,"Pittsburgh city (Allegheny, PA)",East Liberty,40.380107,-79.862083,kept,0,26.81,18.2,11.4,59,id
3479,KENNEDY CTR GIANT EAGLE,"Kennedy township (Allegheny, PA)",,40.46788,-80.09716,kept,0,26.81,19.4,10.0,20;22;24,id
18769,BROADWAY AVE AT 9TH ST,"Stowe township (Allegheny, PA)",,40.473497,-80.076175,kept,0,26.71,27.4,13.4,24,id
18305,CALIFORNIA AVE AT ELIZABETH AVE,"Avalon borough (Allegheny, PA)",,40.499328,-80.063866,kept,0,26.62,16.2,15.4,16;19L,id
12072,JOHNSTON AVE AT GLENWOOD AVE,"Pittsburgh city (Allegheny, PA)",Hazelwood,40.406474,-79.939644,kept,0,26.57,11.6,7.2,57;93,id
22786,HAYMAKER VILLAGE (SHOP N SAVE),"Monroeville municipality (Allegheny, PA)",,40.389442,-79.766828,kept,0,26.52,9.4,8.0,69,former_id
1169,FIFTH AVE AT NEVILLE ST,"Pittsburgh city (Allegheny, PA)",Squirrel Hill North,40.447121,-79.947174,kept,0,26.48,22.2,13.0,71B;71D,id
2575,CENTRE AVE AT NEVILLE ST,"Pittsburgh city (Allegheny, PA)",North Oakland,40.452505,-79.949818,kept,0,26.33,32.0,13.4,54;71A;71C;82,id
824,PERRYSVILLE AVE AT ELLZEY ST,"Pittsburgh city (Allegheny, PA)",Perry South,40.471776,-80.010063,kept,0,26.33,22.4,14.8,15;8,id
12760,BUTLER ST AT FREEPORT ST,"Etna borough (Allegheny, PA)",,40.496406,-79.94415,kept,0,26.29,23.2,15.8,1;2;P13,former_id
3139,HIGHLAND AVE AT HOWE ST,"Pittsburgh city (Allegheny, PA)",Shadyside,40.45341,-79.924941,kept_nearby,81,26.29,5.8,5.0,71B,id
18397,DUQUESNE BLVD OPP HERMAN AVE FS,"Duquesne city (Allegheny, PA)",,40.3843,-79.860554,kept,0,26.24,16.2,15.6,59;61C;P7,id
12830,E 4TH AVE AT HICKORY AL,"Tarentum borough (Allegheny, PA)",,40.601977,-79.752892,kept_nearby,114,26.14,19.4,19.0,1;P10,id
1705,COLUMBUS AVE AT CHATEAU ST FS,"Pittsburgh city (Allegheny, PA)",Manchester,40.457423,-80.02888,kept,0,26.14,1.6,3.0,17;18,id
99987,BROADWAY AVE AT HAMPSHIRE,"Pittsburgh city (Allegheny, PA)",Beechview,40.410999,-80.024525,kept,0,26.14,12.4,27.8,RED,id
1267,CALIFORNIA AVE AT HOME AVE,"Avalon borough (Allegheny, PA)",,40.498601,-80.061969,kept,0,26.05,12.6,13.4,16;19L,id
21042,ROSS AVE AT COAL ST,"Wilkinsburg borough (Allegheny, PA)",,40.44111,-79.879977,kept,0,26.05,12.0,9.6,61A;67;69;79;P17;P67;P69;P78,former_id
1397,BEAVER AVE AT PENNSYLVANIA AVE,"Pittsburgh city (Allegheny, PA)",Chateau,40.453468,-80.029129,kept_nearby,89,26.0,0.0,3.6,14,id
12109,SECOND AVE AT ELIZABETH ST,"Pittsburgh city (Allegheny, PA)",Hazelwood,40.407198,-79.943363,kept,0,25.67,16.0,19.4,56;57;93,id
3715,FOSTER AVE AT SR CITIZEN BLDG,"Crafton borough (Allegheny, PA)",,40.440754,-80.068642,kept,0,25.67,15.4,5.2,26;27,id
10961,8TH AVE AT WEST ST FS,"Homestead borough (Allegheny, PA)",,40.406204,-79.911854,kept,0,25.52,23.4,23.0,52L;53;53L;57;59;61C,id
17647,WATERFRONT DR AT COSTCO WHOLESALE DRVWY,"West Homestead borough (Allegheny, PA)",,40.404341,-79.920553,kept,0,25.52,29.8,28.6,53;53L;59;61D;64,id
8184,NEGLEY AVE OPP RIPPEY ST FS,"Pittsburgh city (Allegheny, PA)",Garfield,40.466863,-79.928721,kept,0,25.52,10.0,4.2,71A;87,id
8290,WOOD ST AT HILL AVE,"Wilkinsburg borough (Allegheny, PA)",,40.44598,-79.88337,kept,0,25.52,20.6,15.2,71D;86,id
8674,CENTRE AVE AT ROBERTS ST,"Pittsburgh city (Allegheny, PA)",Crawford-Roberts,40.442293,-79.983136,kept,0,25.52,13.8,14.0,81;82;83,id
1151,MAIN ST AT HOWLEY ST,"Pittsburgh city (Allegheny, PA)",Bloomfield,40.46434,-79.953484,kept,0,25.48,11.0,5.2,54;93,id
17356,FREEPORT RD OPP #1050,"O'Hara township (Allegheny, PA)",,40.4874,-79.884395,kept,0,25.29,22.2,23.0,1;75;91,id
7228,BRADDOCK AVE AT HUTCHINSON ST,"Edgewood borough (Allegheny, PA)",,40.432681,-79.893884,kept,0,25.29,18.0,9.2,61B;71;P71,id
7035,BESSEMER AVE AT GRANDVIEW AVE,"East Pittsburgh borough (Allegheny, PA)",,40.395015,-79.839172,kept,0,25.24,26.0,15.6,59;P68,id
2239,ISLAND AVE OPP ADRIAN ST,"McKees Rocks borough (Allegheny, PA)",,40.474514,-80.064317,kept,0,25.05,12.6,9.2,21;22,id
9284,STANTON AVE OPP HETH'S AVE,"Pittsburgh city (Allegheny, PA)",East Liberty,40.472374,-79.928604,kept,0,24.86,10.6,7.6,75;87,id
12074,JOHNSTON AVE AT SECOND AVE,"Pittsburgh city (Allegheny, PA)",Hazelwood,40.406185,-79.942843,kept,0,24.81,11.0,7.6,57;93,id
10953,MURRAY AVE OPP MORROWFIELD AVE,"Pittsburgh city (Allegheny, PA)",Squirrel Hill South,40.428107,-79.925165,kept,0,24.71,19.8,14.0,61C;61D;64;93,id
7093,FORBES AVE AT DALLAS AVE,"Pittsburgh city (Allegheny, PA)",Point Breeze,40.43807,-79.912789,kept,0,24.67,10.6,10.4,61A;61B,id
21198,WASHINGTON AVE AT STATION ST NS,"Bridgeville borough (Allegheny, PA)",,40.358059,-80.112371,kept_nearby,52,24.52,16.2,4.4,31;G31,former_id
1594,BRIGHTON RD AT N CHARLES ST,"Pittsburgh city (Allegheny, PA)",Perry South,40.459609,-80.016874,kept,0,24.48,11.2,5.4,15;16,id
3148,FIFTH AVE OPP SENECA ST,"Pittsburgh city (Allegheny, PA)",West Oakland,40.438191,-79.975796,kept_nearby,133,24.48,13.6,11.0,61A;61B;61C;71B,id
3620,BROADWAY AVE AT 3RD ST,"McKees Rocks borough (Allegheny, PA)",,40.467846,-80.067358,kept,0,24.48,13.4,8.4,24,id
9140,FRANKSTOWN AVE AT HOMEWOOD AVE,"Pittsburgh city (Allegheny, PA)",Homewood South,40.45739,-79.896445,kept,0,24.48,19.4,13.4,77;86,id
11005,RICHLAND AVE AT 3RD ST,"Dravosburg borough (Allegheny, PA)",,40.349037,-79.891934,kept,0,24.43,16.8,12.4,56;59,id
1193,LIBERTY AVE AT PEARL ST,"Pittsburgh city (Allegheny, PA)",Bloomfield,40.462088,-79.949752,kept,0,24.43,14.4,7.8,54;86,id
17552,BRIGHTON RD OPP ARMANDALE ST,"Pittsburgh city (Allegheny, PA)",California-Kirkbride,40.458032,-80.016051,kept,0,24.43,14.0,9.2,13;15;16,id
18510,SOUTH AVE AT WOOD ST NS,"Wilkinsburg borough (Allegheny, PA)",,40.441936,-79.885063,kept,0,24.33,17.0,7.6,61A;P68;P69,id
3644,BROADWAY AVE OPP DALE ST,"Stowe township (Allegheny, PA)",,40.471866,-80.07254,kept,0,24.33,13.8,16.2,24,id
19558,CALIFORNIA AVE AT TERMON AVE FS,"Pittsburgh city (Allegheny, PA)",Brighton Heights,40.481592,-80.041627,kept,0,24.29,15.4,9.4,13,id
21447,WARRINGTON AVE AT BELTZHOOVER AVE,"Pittsburgh city (Allegheny, PA)",Beltzhoover,40.421583,-79.997592,kept,0,24.29,13.8,12.0,48,id
