day,klass,length_m,geometry
weekday,added,2959.3,"-80.03593,40.54429 -80.03595,40.5416 -80.03635,40.53838 -80.03597,40.53625 -80.03581,40.53212 -80.03505,40.52968 -80.0355,40.52774 -80.03558,40.52559 -80.03433,40.52213 -80.03304,40.52064 -80.03181,40.5185"
weekday,kept,19.9,"-80.03756,40.51633 -80.03759,40.51651"
weekday,kept,59.7,"-80.0348,40.51679 -80.03485,40.51733"
weekday,kept,60.0,"-80.03492,40.51727 -80.0349,40.51673"
weekday,kept,19.8,"-80.03855,40.51642 -80.03851,40.51624"
weekday,kept,58.2,"-80.0237,40.55166 -80.02312,40.55192"
weekday,kept,59.7,"-80.01843,40.54905 -80.01838,40.54958"
weekday,added,6506.0,"-80.06529,40.63526 -80.06474,40.63718 -80.06445,40.63747 -80.0635,40.63789 -80.05717,40.63032 -80.05413,40.62508 -80.05385,40.62385 -80.0539,40.62277 -80.05548,40.61904 -80.05563,40.61798 -80.05553,40.61655 -80.05461,40.61286 -80.05369,40.61046 -80.05261,40.60847 -80.05064,40.60425 -80.04839,40.6003 -80.04788,40.59911 -80.0476,40.59751 -80.04786,40.59284 -80.04677,40.5888 -80.04649,40.58831 -80.04585,40.58779 -80.04385,40.58726"
weekday,kept,674.1,"-80.04362,40.58722 -80.03615,40.58554 -80.03599,40.58558"
weekday,kept,239.7,"-80.02235,40.55568 -80.02193,40.5541 -80.022,40.55357"
weekday,kept,19.1,"-80.02021,40.54709 -80.0203,40.54693"
weekday,kept,20.0,"-79.99397,40.44381 -79.9938,40.44369"
weekday,kept,2911.9,"-80.10302,40.51305 -80.09549,40.51332 -80.09384,40.51325 -80.092,40.51188 -80.08818,40.51098 -80.0856,40.50941 -80.08137,40.50756 -80.08048,40.50756 -80.07487,40.50662 -80.07462,40.50625 -80.07508,40.50486 -80.07507,40.5039"
weekday,kept,679.7,"-80.04831,40.49083 -80.05386,40.48644"
weekday,kept,1479.9,"-80.04289,40.47861 -80.03834,40.47273 -80.03648,40.46962 -80.03545,40.46743 -80.03498,40.4668"
weekday,kept,40.0,"-80.03194,40.46296 -80.03176,40.46263"
weekday,kept,60.0,"-80.03162,40.46229 -80.03144,40.46177"
weekday,kept,60.0,"-80.03132,40.46142 -80.03115,40.4609"
weekday,kept,60.0,"-80.03103,40.46055 -80.03085,40.46003"
weekday,kept,60.0,"-80.03073,40.45968 -80.03056,40.45916"
weekday,kept,2677.8,"-80.03044,40.45881 -80.02812,40.45149 -80.02754,40.45051 -80.02675,40.44984 -80.02531,40.44925 -80.023,40.44888 -80.01217,40.44843 -80.01131,40.44813 -80.01061,40.44765 -80.01006,40.44686 -80.00975,40.446"
weekday,kept,54.6,"-80.0047,40.44359 -80.00532,40.44352"
weekday,kept,40.0,"-80.00576,40.4434 -80.00621,40.44329"
weekday,kept,20.0,"-80.00688,40.44311 -80.0071,40.44305"
weekday,kept,280.0,"-80.01259,40.44866 -80.01589,40.44882"
weekday,kept,1159.2,"-80.01777,40.44888 -80.02295,40.44912 -80.02457,40.44938 -80.02613,40.4498 -80.02704,40.45035 -80.02755,40.45095 -80.02839,40.45319"
weekday,kept,40.0,"-80.02851,40.45354 -80.02862,40.45389"
weekday,kept,40.0,"-80.02885,40.45459 -80.02897,40.45494"
weekday,kept,60.0,"-80.02909,40.45528 -80.02927,40.4558"
weekday,kept,60.0,"-80.02938,40.45615 -80.02956,40.45667"
weekday,kept,40.0,"-80.02973,40.4572 -80.02985,40.45754"
weekday,kept,20.0,"-80.03009,40.45824 -80.03015,40.45841"
weekday,kept,20.0,"-80.03039,40.45911 -80.03044,40.45928"
weekday,kept,20.0,"-80.03068,40.45998 -80.03074,40.46015"
weekday,kept,40.0,"-80.03092,40.46068 -80.03103,40.46102"
weekday,kept,40.0,"-80.03121,40.46155 -80.03133,40.46189"
weekday,kept,20.0,"-80.03151,40.46241 -80.03159,40.46258"
weekday,kept,20.0,"-80.03265,40.46418 -80.03277,40.46434"
weekday,kept,60.0,"-80.03384,40.46574 -80.03423,40.46618"
weekday,kept,20.0,"-80.03597,40.46871 -80.03604,40.46888"
weekday,kept,20.0,"-80.03627,40.46939 -80.03636,40.46956"
weekday,kept,20.0,"-80.03888,40.47361 -80.039,40.47377"
weekday,kept,20.0,"-80.04152,40.47701 -80.04165,40.47717"
weekday,kept,780.0,"-80.05489,40.48702 -80.04845,40.49203"
weekday,kept,19.5,"-80.07506,40.50387 -80.07509,40.50405"
weekday,kept,20.0,"-80.08085,40.5076 -80.08108,40.50759"
weekday,kept,219.8,"-79.99627,40.4401 -79.9951,40.44186"
weekday,kept,8074.7,"-79.99137,40.4444 -79.9897,40.44567 -79.98469,40.44895 -79.97845,40.45218 -79.97478,40.45471 -79.96857,40.45858 -79.96711,40.45917 -79.96599,40.45945 -79.95817,40.46083 -79.957,40.46075 -79.95597,40.46033 -79.95406,40.45829 -79.95295,40.45763 -79.95205,40.45742 -79.94694,40.45676 -79.94589,40.45635 -79.94376,40.45493 -79.94218,40.45415 -79.94043,40.4536 -79.9395,40.45347 -79.93833,40.45353 -79.93614,40.45417 -79.93518,40.4547 -79.93324,40.45627 -79.93211,40.45692 -79.93043,40.45758 -79.92734,40.45846 -79.92032,40.46002 -79.91914,40.46005 -79.91776,40.45983 -79.91143,40.45741 -79.91138,40.45638 -79.9111,40.4561"
weekday,kept,1759.5,"-79.91039,40.45589 -79.90937,40.45688 -79.90878,40.45766 -79.9059,40.46157 -79.90562,40.46226 -79.90565,40.46279 -79.90587,40.4633 -79.90868,40.46725 -79.90881,40.46777 -79.90855,40.4701"
weekday,kept,20.0,"-79.7721,40.54326 -79.77193,40.54339"
weekday,kept,17.4,"-79.83022,40.53873 -79.83041,40.53866"
weekday,kept,20.0,"-79.87153,40.49064 -79.87169,40.49051"
weekday,kept,40.0,"-79.90868,40.47012 -79.90871,40.46976"
weekday,kept,609.3,"-79.9966,40.44318 -79.9986,40.44013 -79.99681,40.4394 -79.99646,40.43982"
weekday,kept,27284.9,"-80.00552,40.44349 -80.00692,40.44337 -80.00851,40.44301 -80.00891,40.44282 -80.00918,40.44234 -80.00932,40.44073 -80.00973,40.43989 -80.0102,40.4395 -80.01232,40.43836 -80.01341,40.43802 -80.01384,40.43814 -80.01554,40.43911 -80.01659,40.43952 -80.01934,40.44092 -80.02385,40.44247 -80.02776,40.44406 -80.03175,40.44686 -80.03803,40.45174 -80.03943,40.45295 -80.04181,40.45541 -80.04611,40.45874 -80.04745,40.45975 -80.05129,40.46214 -80.05318,40.46441 -80.05674,40.46347 -80.05693,40.4635 -80.05811,40.46461 -80.0612,40.4655 -80.06123,40.4656 -80.06061,40.46614 -80.06017,40.46753 -80.06026,40.46986 -80.06047,40.47056 -80.06235,40.47346 -80.06337,40.47378 -80.06432,40.47457 -80.06617,40.47708 -80.06834,40.48047 -80.07057,40.483 -80.07557,40.48629 -80.07808,40.48819 -80.07947,40.48898 -80.07978,40.48946 -80.07989,40.49215 -80.08006,40.49247 -80.08965,40.49697 -80.10198,40.50213 -80.10208,40.50224 -80.10142,40.50359 -80.10153,40.50392 -80.11045,40.5076 -80.11761,40.50883 -80.12292,40.50958 -80.13156,40.51213 -80.1396,40.51427 -80.14953,40.51757 -80.15023,40.51756 -80.15083,40.51729 -80.15328,40.51446 -80.17688,40.52337 -80.18302,40.52607 -80.18614,40.52825 -80.1886,40.53043 -80.19189,40.53301 -80.19355,40.53453 -80.19533,40.53664 -80.19624,40.53721 -80.19774,40.53774 -80.1991,40.53803 -80.1998,40.53801 -80.20066,40.53772 -80.20128,40.53718 -80.20176,40.53637 -80.20241,40.53446 -80.20294,40.53387 -80.20395,40.53312 -80.20445,40.53251 -80.20471,40.53182 -80.20516,40.52933 -80.20575,40.52835 -80.20647,40.52765 -80.20779,40.5269 -80.21044,40.52615 -80.21578,40.52385 -80.21653,40.52342 -80.21712,40.52286 -80.21757,40.52204 -80.21764,40.52043 -80.21804,40.51959 -80.21942,40.51814 -80.22165,40.51682 -80.22229,40.51588 -80.22232,40.51356 -80.22327,40.50731 -80.2231,40.5057 -80.22244,40.50366 -80.22385,40.50365 -80.22447,40.50388 -80.22657,40.50412 -80.22697,40.50401 -80.22693,40.50385 -80.22672,40.50379 -80.22629,40.50394 -80.22572,40.50393"
weekday,kept,118.8,"-80.22528,40.50389 -80.2245,40.50354 -80.22402,40.50355"
weekday,kept,39.0,"-80.22285,40.50358 -80.2224,40.50366"
weekday,kept,219.6,"-80.22225,40.51395 -80.22215,40.51591"
weekday,kept,20.0,"-80.22198,40.51625 -80.22187,40.51641"
weekday,kept,20.0,"-80.22033,40.51749 -80.22014,40.5176"
weekday,kept,179.9,"-80.21757,40.52032 -80.21751,40.52193"
weekday,kept,20.0,"-80.20485,40.5301 -80.20482,40.53027"
weekday,kept,20.0,"-80.2025,40.5342 -80.20238,40.53435"
weekday,kept,20.0,"-80.20218,40.53468 -80.2021,40.53485"
weekday,kept,20.0,"-80.20189,40.53555 -80.20185,40.53572"
weekday,kept,20.0,"-80.20163,40.53642 -80.20156,40.53659"
weekday,kept,20.0,"-80.20042,40.53771 -80.20021,40.5378"
weekday,kept,20.0,"-80.19953,40.53794 -80.1993,40.53795"
weekday,kept,20.0,"-80.19748,40.53758 -80.19726,40.53751"
weekday,kept,40.0,"-80.19287,40.53367 -80.1926,40.53337"
weekday,kept,659.9,"-80.19233,40.53308 -80.1909,40.53165 -80.187,40.52877"
weekday,kept,60.0,"-80.18667,40.52852 -80.18616,40.52815"
weekday,kept,20.0,"-80.18039,40.52477 -80.18018,40.52468"
weekday,kept,2538.4,"-80.17902,40.52407 -80.17689,40.52265 -80.1761,40.52226 -80.17356,40.52111 -80.16689,40.51843 -80.15386,40.51353 -80.15333,40.51431"
weekday,kept,5.4,"-80.14645,40.5165 -80.14639,40.51648"
weekday,kept,20.0,"-80.13888,40.514 -80.13866,40.51394"
weekday,kept,20.0,"-80.13734,40.51355 -80.13712,40.51349"
weekday,kept,20.0,"-80.13135,40.51194 -80.13112,40.51188"
weekday,kept,20.0,"-80.13045,40.51171 -80.13023,40.51165"
weekday,kept,20.0,"-80.09833,40.50052 -80.09812,40.50043"
weekday,kept,20.0,"-80.09771,40.50026 -80.0975,40.50017"
weekday,kept,20.0,"-80.09565,40.49939 -80.09545,40.4993"
weekday,kept,40.0,"-80.09504,40.49913 -80.09462,40.49895"
weekday,kept,20.0,"-80.09297,40.49825 -80.09276,40.49817"
weekday,kept,20.0,"-80.08974,40.49693 -80.08954,40.49683"
weekday,kept,20.0,"-80.08149,40.49308 -80.08128,40.49299"
weekday,kept,19.6,"-80.07987,40.48919 -80.07968,40.48909"
weekday,kept,19.8,"-80.06345,40.47384 -80.06327,40.47373"
weekday,kept,20.0,"-80.06286,40.47356 -80.06267,40.47345"
weekday,kept,20.0,"-80.05132,40.46217 -80.05114,40.46205"
weekday,kept,40.0,"-80.03042,40.44589 -80.03019,40.44558"
weekday,kept,160.0,"-80.02995,40.44527 -80.02852,40.44433"
weekday,kept,79.9,"-80.02815,40.44411 -80.02742,40.44366"
weekday,kept,80.0,"-80.02677,40.44344 -80.02591,40.44315"
weekday,kept,20.0,"-80.02547,40.44301 -80.02526,40.44293"
weekday,kept,219.2,"-80.01561,40.43889 -80.0139,40.43794 -80.01344,40.43793"
weekday,kept,519.5,"-80.00967,40.43976 -80.0078,40.44052 -80.00517,40.44131 -80.004,40.44139"
weekday,kept,465.9,"-80.09713,40.46791 -80.09688,40.46742 -80.09778,40.4672 -80.09831,40.46753 -80.09874,40.4676 -80.09876,40.46773 -80.09801,40.46884 -80.09718,40.46867"
weekday,added,452.5,"-80.09695,40.46869 -80.09286,40.46993 -80.09259,40.47022 -80.09254,40.47058"
weekday,kept,5623.3,"-80.09248,40.47071 -80.0913,40.47066 -80.09131,40.47115 -80.09158,40.47165 -80.09306,40.47253 -80.09589,40.47469 -80.09599,40.47512 -80.09735,40.47543 -80.09683,40.47662 -80.09642,40.47705 -80.09249,40.47869 -80.09223,40.4801 -80.09199,40.48039 -80.08917,40.48046 -80.08358,40.47975 -80.08203,40.48055 -80.08015,40.4813 -80.07969,40.48136 -80.07939,40.48109 -80.07854,40.47966 -80.07746,40.48001 -80.07677,40.48011 -80.0759,40.47983 -80.07437,40.47899 -80.07415,40.47898 -80.07309,40.47938 -80.07237,40.47984 -80.07226,40.48 -80.0727,40.48059 -80.07585,40.47983 -80.07695,40.48011 -80.07849,40.47967 -80.07812,40.47873 -80.0772,40.4786 -80.07555,40.47791 -80.07466,40.47733 -80.073,40.47581 -80.07158,40.47486 -80.07096,40.47462 -80.07027,40.47471 -80.06843,40.47583 -80.06698,40.47643 -80.0663,40.47657 -80.0659,40.4764 -80.06561,40.47612"
weekday,kept,1825.4,"-80.06232,40.47356 -80.05993,40.47471 -80.05832,40.47527 -80.05451,40.47053 -80.05405,40.47051 -80.05355,40.4699 -80.05215,40.46871 -80.05271,40.46734 -80.05281,40.46591 -80.0532,40.46546 -80.05371,40.46516 -80.05326,40.46453"
weekday,kept,20.0,"-80.03682,40.4508 -80.03665,40.45068"
weekday,kept,478.3,"-80.00764,40.44042 -80.00674,40.44024 -80.00504,40.43961 -80.00396,40.4412 -80.0039,40.44155"
weekday,kept,153.5,"-80.05848,40.47546 -80.05964,40.47496 -80.05995,40.4747"
weekday,kept,19.8,"-80.09836,40.46762 -80.09839,40.46779"
weekday,kept,117.7,"-80.09827,40.46813 -80.09741,40.46839 -80.09722,40.46807"
weekday,kept,25326.7,"-80.22228,40.50328 -80.222,40.50222 -80.222,40.50007 -80.22189,40.49999 -80.21293,40.49969 -80.211,40.49903 -80.20925,40.49767 -80.20782,40.49861 -80.20677,40.49747 -80.20596,40.49711 -80.20547,40.49673 -80.20522,40.49604 -80.2054,40.49534 -80.20528,40.49445 -80.20503,40.49396 -80.20291,40.49253 -80.20161,40.49212 -80.19788,40.49056 -80.19712,40.49014 -80.19655,40.48957 -80.1956,40.48736 -80.19519,40.48692 -80.19412,40.48622 -80.19374,40.48577 -80.20019,40.48281 -80.20216,40.48103 -80.20253,40.48082 -80.20258,40.48066 -80.20218,40.48053 -80.20138,40.47923 -80.19997,40.47561 -80.19867,40.46832 -80.19822,40.46712 -80.19766,40.46654 -80.19563,40.46504 -80.19141,40.46028 -80.18632,40.45627 -80.18397,40.45509 -80.17841,40.45311 -80.1764,40.45259 -80.1713,40.45183 -80.16958,40.45125 -80.16825,40.45024 -80.16474,40.44557 -80.16367,40.44461 -80.16225,40.44366 -80.1393,40.43197 -80.1262,40.42624 -80.12405,40.4255 -80.12223,40.42511 -80.12013,40.42492 -80.11611,40.42486 -80.11424,40.42467 -80.10799,40.42374 -80.09925,40.42219 -80.09564,40.42136 -80.0916,40.41989 -80.08829,40.41816 -80.08564,40.41637 -80.08343,40.4145 -80.08161,40.41337 -80.08155,40.4132 -80.08173,40.41311 -80.08363,40.41444 -80.08219,40.41647 -80.08133,40.41795 -80.08035,40.42201 -80.08003,40.42268 -80.07946,40.42325 -80.0789,40.42358 -80.07452,40.42491 -80.07354,40.4254 -80.07053,40.42839 -80.06788,40.43241 -80.06752,40.43344 -80.0676,40.43613 -80.06625,40.44013 -80.06603,40.44336 -80.0656,40.44603 -80.06503,40.44681 -80.0622,40.44946 -80.05862,40.45179 -80.05576,40.45263 -80.05462,40.45284 -80.05368,40.45278 -80.05162,40.4524 -80.04949,40.45243 -80.04743,40.45204 -80.04556,40.45186 -80.0444,40.45199 -80.04194,40.45261 -80.04076,40.45264 -80.03923,40.4522 -80.03707,40.45082"
weekday,kept,698.3,"-80.08145,40.41305 -80.08064,40.41339 -80.08068,40.41372 -80.08233,40.4144 -80.0861,40.41685"
weekday,kept,20.0,"-80.08681,40.41733 -80.08698,40.41745"
weekday,kept,20.0,"-80.08957,40.41901 -80.08976,40.41911"
weekday,kept,40.0,"-80.09016,40.41931 -80.09055,40.41951"
weekday,kept,20.0,"-80.09365,40.42081 -80.09386,40.42089"
weekday,kept,20.0,"-80.09429,40.42104 -80.09451,40.42111"
weekday,kept,20.0,"-80.09516,40.42132 -80.09538,40.42138"
weekday,kept,20.0,"-80.09762,40.42196 -80.09784,40.42201"
weekday,kept,60.0,"-80.09852,40.42216 -80.09921,40.42228"
weekday,kept,40.0,"-80.10105,40.4226 -80.10151,40.42268"
weekday,kept,20.0,"-80.10243,40.42285 -80.10266,40.42289"
weekday,kept,20.0,"-80.10381,40.42308 -80.10404,40.42312"
weekday,kept,40.0,"-80.10496,40.42328 -80.10543,40.42336"
weekday,kept,20.0,"-80.10635,40.42351 -80.10658,40.42355"
weekday,kept,20.0,"-80.10912,40.42397 -80.10935,40.42401"
weekday,kept,20.0,"-80.1105,40.42419 -80.11073,40.42423"
weekday,kept,40.0,"-80.11189,40.42441 -80.11235,40.42448"
weekday,kept,60.0,"-80.11328,40.42463 -80.11397,40.42473"
weekday,kept,60.0,"-80.1149,40.42486 -80.11561,40.4249"
weekday,kept,80.0,"-80.12102,40.4251 -80.12195,40.42523"
weekday,kept,40.0,"-80.12265,40.42532 -80.12311,40.4254"
weekday,kept,20.0,"-80.12378,40.42557 -80.12401,40.42562"
weekday,kept,80.0,"-80.12445,40.42575 -80.1253,40.42606"
weekday,kept,20.0,"-80.12572,40.4262 -80.12593,40.42629"
weekday,kept,20.0,"-80.12634,40.42647 -80.12654,40.42656"
weekday,kept,20.0,"-80.12839,40.42735 -80.12859,40.42744"
weekday,kept,20.0,"-80.12941,40.4278 -80.12962,40.42789"
weekday,kept,20.0,"-80.13044,40.42824 -80.13064,40.42833"
weekday,kept,20.0,"-80.13147,40.42869 -80.13167,40.42878"
weekday,kept,20.0,"-80.13249,40.42913 -80.1327,40.42922"
weekday,kept,20.0,"-80.13352,40.42957 -80.13373,40.42966"
weekday,kept,60.0,"-80.13414,40.42984 -80.13475,40.43011"
weekday,kept,20.0,"-80.13619,40.43072 -80.1364,40.43081"
weekday,kept,20.0,"-80.13824,40.43161 -80.13845,40.4317"
weekday,kept,40.0,"-80.13885,40.43189 -80.13925,40.43209"
weekday,kept,40.0,"-80.14063,40.43278 -80.14102,40.43298"
weekday,kept,40.0,"-80.14239,40.43368 -80.14278,40.43388"
weekday,kept,40.0,"-80.14416,40.43458 -80.14455,40.43478"
weekday,kept,20.0,"-80.14533,40.43518 -80.14553,40.43528"
weekday,kept,40.0,"-80.14592,40.43548 -80.14631,40.43568"
weekday,kept,20.0,"-80.14709,40.43608 -80.14729,40.43618"
weekday,kept,40.0,"-80.14768,40.43638 -80.14807,40.43658"
weekday,kept,20.0,"-80.14886,40.43698 -80.14905,40.43708"
weekday,kept,40.0,"-80.14945,40.43728 -80.14984,40.43748"
weekday,kept,20.0,"-80.15062,40.43788 -80.15082,40.43798"
weekday,kept,40.0,"-80.15121,40.43818 -80.1516,40.43839"
weekday,kept,40.0,"-80.15238,40.4388 -80.15277,40.439"
weekday,kept,40.0,"-80.15414,40.4397 -80.15453,40.4399"
weekday,kept,40.0,"-80.1559,40.4406 -80.15629,40.4408"
weekday,kept,40.0,"-80.15766,40.44151 -80.15807,40.4417"
weekday,kept,40.0,"-80.15944,40.44239 -80.15983,40.44259"
weekday,kept,40.0,"-80.16121,40.44329 -80.1616,40.44349"
weekday,kept,40.0,"-80.16219,40.44379 -80.16257,40.44401"
weekday,kept,20.0,"-80.1633,40.44446 -80.16347,40.44458"
weekday,kept,20.0,"-80.16636,40.44784 -80.16648,40.448"
weekday,kept,20.0,"-80.16722,40.44912 -80.16733,40.44928"
weekday,kept,20.0,"-80.16755,40.4496 -80.16766,40.44976"
weekday,kept,20.0,"-80.17013,40.45162 -80.17035,40.45169"
weekday,kept,20.0,"-80.17079,40.45182 -80.17102,40.45187"
weekday,kept,20.0,"-80.17217,40.45205 -80.1724,40.45209"
weekday,kept,20.0,"-80.17356,40.45226 -80.17379,40.45229"
weekday,kept,40.0,"-80.17519,40.45249 -80.17565,40.45255"
weekday,kept,20.0,"-80.17657,40.45271 -80.1768,40.45276"
weekday,kept,20.0,"-80.17747,40.45293 -80.17769,40.45299"
weekday,kept,20.0,"-80.17835,40.45319 -80.17857,40.45326"
weekday,kept,80.0,"-80.18198,40.45449 -80.18283,40.4548"
weekday,kept,18.7,"-80.18326,40.45496 -80.18346,40.45502"
weekday,kept,20.0,"-80.1849,40.45564 -80.1851,40.45573"
weekday,kept,40.0,"-80.1855,40.45593 -80.18587,40.45615"
weekday,kept,60.0,"-80.18624,40.45637 -80.18675,40.45674"
weekday,kept,20.0,"-80.18775,40.45751 -80.18792,40.45764"
weekday,kept,20.0,"-80.19041,40.45955 -80.19057,40.45968"
weekday,kept,20.0,"-80.19204,40.46108 -80.19216,40.46123"
weekday,kept,40.0,"-80.19242,40.46154 -80.19267,40.46184"
weekday,kept,60.0,"-80.19292,40.46215 -80.1933,40.4626"
weekday,kept,80.0,"-80.19393,40.46336 -80.19444,40.46397"
weekday,kept,619.0,"-80.19502,40.46474 -80.19606,40.46634 -80.19799,40.46815 -80.19843,40.46878 -80.19868,40.46947"
weekday,kept,60.0,"-80.19888,40.47036 -80.19898,40.47089"
weekday,kept,40.0,"-80.1992,40.47232 -80.19925,40.47267"
weekday,kept,60.0,"-80.19946,40.47392 -80.19954,40.47446"
weekday,kept,20.0,"-80.1998,40.47552 -80.19986,40.47569"
weekday,kept,20.0,"-80.20005,40.47621 -80.20011,40.47638"
weekday,kept,40.0,"-80.20033,40.47708 -80.20042,40.47743"
weekday,kept,499.4,"-80.20052,40.47779 -80.20076,40.47921 -80.20035,40.4817 -80.20062,40.48218"
weekday,kept,529.1,"-80.20754,40.49837 -80.20889,40.49982 -80.20902,40.49984 -80.2097,40.49936 -80.21038,40.49925 -80.21085,40.49928 -80.21239,40.4997"
weekday,kept,260.0,"-80.21355,40.49989 -80.2166,40.50005"
weekday,kept,379.4,"-80.21778,40.50008 -80.22132,40.50013 -80.22177,40.50025 -80.22196,40.50057"
weekday,kept,56.7,"-80.22668,40.50413 -80.2269,40.50409 -80.22698,40.50393 -80.22685,40.5038"
weekday,added,338.4,"-80.17557,40.44801 -80.17488,40.44813 -80.17364,40.44893 -80.17407,40.45013"
weekday,kept,1532.4,"-80.17412,40.45031 -80.17416,40.45062 -80.17326,40.45083 -80.17278,40.45122 -80.17227,40.45315 -80.17186,40.45355 -80.17141,40.45351 -80.17037,40.45277 -80.16973,40.45258 -80.16906,40.45273 -80.16795,40.45338 -80.16725,40.45343 -80.16586,40.45326 -80.16542,40.45314 -80.16441,40.45215 -80.16382,40.45185 -80.16313,40.45174 -80.16077,40.45178"
weekday,added,259.2,"-80.16054,40.45177 -80.15839,40.45106 -80.1578,40.45131"
weekday,kept,598.0,"-80.15771,40.45147 -80.15766,40.45165 -80.15629,40.45184 -80.15552,40.45224 -80.15549,40.45236 -80.15651,40.45281 -80.15717,40.4528 -80.15766,40.45219 -80.15727,40.45174 -80.15756,40.45166 -80.15776,40.45138"
weekday,added,19.8,"-80.15806,40.45112 -80.15828,40.45107"
weekday,added,40.0,"-80.16014,40.4518 -80.1606,40.45187"
weekday,kept,9163.6,"-80.16084,40.45188 -80.16107,40.45188 -80.16141,40.45105 -80.16279,40.45038 -80.16303,40.45007 -80.16302,40.44936 -80.16249,40.44798 -80.15955,40.44841 -80.15791,40.44842 -80.15675,40.44825 -80.15564,40.44796 -80.15417,40.44738 -80.14968,40.44475 -80.14887,40.44439 -80.1475,40.44416 -80.14656,40.44422 -80.14565,40.44442 -80.14484,40.44478 -80.14434,40.44517 -80.14398,40.44563 -80.14351,40.44683 -80.14298,40.44763 -80.1399,40.45034 -80.13865,40.45085 -80.13492,40.45197 -80.13399,40.45207 -80.13393,40.45218 -80.13502,40.45334 -80.1369,40.45598 -80.13727,40.4562 -80.13818,40.45638 -80.13782,40.45831 -80.13953,40.46024 -80.13979,40.46073 -80.13992,40.46163 -80.13983,40.46234 -80.13845,40.46401 -80.13826,40.46524 -80.13764,40.46599 -80.13315,40.46594 -80.13246,40.46603 -80.13162,40.46636 -80.12758,40.46855 -80.12624,40.46888 -80.12207,40.46828 -80.11737,40.46856 -80.11644,40.46844 -80.11543,40.46799 -80.11443,40.46723 -80.11288,40.46566 -80.11236,40.46529 -80.11153,40.46496 -80.1106,40.46486 -80.10746,40.46545 -80.10622,40.46596 -80.10547,40.46664 -80.10446,40.46826 -80.10382,40.46878 -80.1032,40.46905 -80.10141,40.46949 -80.10014,40.46995 -80.0997,40.46985 -80.09816,40.46904"
weekday,kept,19.2,"-80.09597,40.47475 -80.09599,40.47492"
weekday,kept,3444.5,"-80.09567,40.47503 -80.09389,40.47416 -80.0932,40.47406 -80.09253,40.4742 -80.09136,40.4748 -80.09047,40.47504 -80.08836,40.47503 -80.08473,40.47582 -80.08383,40.47563 -80.08298,40.47577 -80.07351,40.47252 -80.06712,40.46772 -80.06635,40.46566 -80.0651,40.46586 -80.06159,40.46561"
weekday,kept,320.0,"-80.04187,40.45541 -80.04451,40.45747"
weekday,kept,20.0,"-80.04582,40.4585 -80.04599,40.45863"
weekday,kept,20.0,"-80.07004,40.46992 -80.07021,40.47005"
weekday,kept,20.0,"-80.07154,40.47106 -80.07171,40.47119"
weekday,kept,20.0,"-80.07255,40.47182 -80.07272,40.47195"
weekday,kept,20.0,"-80.11484,40.46757 -80.11501,40.4677"
