geoid,tract_geoid,county,population,lat,lon,race_total,hispanic_or_latino,white_nh,black_nh,native_american_nh,asian_nh,pacific_islander_nh,other_race_nh,two_or_more_nh,age_total,under_18,age_65_plus,income_total,income_under_25k,income_25k_50k,income_50k_75k,income_75k_100k,income_100k_plus,vehicle_total,zero_vehicle_households,one_vehicle_households,disability_total,with_a_disability,language_total,limited_english_households,cur_week_any_minimum,prop_week_any_minimum,lost_week_any_minimum,gained_week_any_minimum,cur_weekdays_any_minimum,prop_weekdays_any_minimum,lost_weekdays_any_minimum,gained_weekdays_any_minimum,cur_weekends_any_minimum,prop_weekends_any_minimum,lost_weekends_any_minimum,gained_weekends_any_minimum,cur_week_any_hourly,prop_week_any_hourly,lost_week_any_hourly,gained_week_any_hourly,cur_weekend_any_hourly,prop_weekend_any_hourly,lost_weekend_any_hourly,gained_weekend_any_hourly,cur_weekday_trips,prop_weekday_trips,cur_saturday_trips,prop_saturday_trips,cur_sunday_trips,prop_sunday_trips,point_cur_week_any_minimum,point_prop_week_any_minimum,point_cur_weekdays_any_minimum,point_prop_weekdays_any_minimum,point_cur_weekends_any_minimum,point_prop_weekends_any_minimum,point_cur_week_any_hourly,point_prop_week_any_hourly,point_cur_weekend_any_hourly,point_prop_weekend_any_hourly,cur_week_any_minimum_150m,prop_week_any_minimum_150m,lost_week_any_minimum_150m,gained_week_any_minimum_150m,cur_weekdays_any_minimum_150m,prop_weekdays_any_minimum_150m,lost_weekdays_any_minimum_150m,gained_weekdays_any_minimum_150m,cur_weekends_any_minimum_150m,prop_weekends_any_minimum_150m,lost_weekends_any_minimum_150m,gained_weekends_any_minimum_150m,cur_week_any_hourly_150m,prop_week_any_hourly_150m,lost_week_any_hourly_150m,gained_week_any_hourly_150m,cur_weekend_any_hourly_150m,prop_weekend_any_hourly_150m,lost_weekend_any_hourly_150m,gained_weekend_any_hourly_150m
420032613002,42003261300,Allegheny,998.0,40.494512,-80.009769,1194.0,47.0,890.0,253.0,0.0,0.0,0.0,0.0,4.0,1194.0,188.0,266.0,617.0,59.0,175.0,69.0,80.0,234.0,617.0,155.0,210.0,1015.31,81.51,357.43,15.51,1.0,0.7495,0.2505,0.0,1.0,0.7495,0.2505,0.0,0.9599,0.7495,0.2104,0.0,0.9599,0.7495,0.2104,0.0,0.8146,0.7495,0.0651,0.0,115.8,76.8,82.3,69.4,54.7,47.5,1,1,1,1,1,1,1,1,1,1,0.6423,0.0992,0.5431,0.0,0.6423,0.0992,0.5431,0.0,0.4269,0.0992,0.3277,0.0,0.4269,0.0992,0.3277,0.0,0.1804,0.0992,0.0812,0.0
420032614001,42003261400,Allegheny,643.0,40.465413,-80.016601,379.0,17.0,0.0,319.0,0.0,9.0,0.0,0.0,34.0,379.0,34.0,32.0,175.0,93.0,20.0,34.0,0.0,28.0,175.0,0.0,32.0,516.47,121.94,282.91,12.62,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8056,1.0,0.0,0.1944,178.8,124.2,137.6,81.6,95.5,72.0,1,1,1,1,1,1,1,1,1,1,0.6485,0.2504,0.3981,0.0,0.6485,0.2504,0.3981,0.0,0.6485,0.2504,0.3981,0.0,0.6485,0.2504,0.3981,0.0,0.0622,0.2504,0.0,0.1882
420032614002,42003261400,Allegheny,472.0,40.462468,-80.013134,531.0,28.0,207.0,269.0,0.0,27.0,0.0,0.0,0.0,531.0,204.0,105.0,259.0,142.0,24.0,20.0,28.0,45.0,259.0,31.0,188.0,379.12,89.51,207.67,9.27,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,213.0,185.2,148.3,126.1,104.3,108.0,1,1,1,1,1,1,1,1,1,1,0.9216,0.9216,0.0,0.0,0.9216,0.9216,0.0,0.0,0.9216,0.9216,0.0,0.0,0.9216,0.9216,0.0,0.0,0.9216,0.9216,0.0,0.0
420032614003,42003261400,Allegheny,564.0,40.467477,-80.011574,503.0,0.0,288.0,202.0,0.0,13.0,0.0,0.0,0.0,503.0,0.0,122.0,298.0,94.0,136.0,36.0,16.0,16.0,298.0,82.0,153.0,453.01,106.96,248.15,11.07,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,182.5,132.1,129.0,94.6,85.6,74.1,1,1,1,1,1,1,1,1,1,1,0.5816,0.5816,0.0,0.0,0.5816,0.5816,0.0,0.0,0.5816,0.5816,0.0,0.0,0.5816,0.5816,0.0,0.0,0.5,0.5816,0.0,0.0816
420032614004,42003261400,Allegheny,562.0,40.467855,-80.007578,457.0,1.0,184.0,229.0,5.0,0.0,4.0,0.0,34.0,457.0,23.0,205.0,254.0,40.0,96.0,76.0,16.0,26.0,254.0,51.0,122.0,451.41,106.58,247.27,11.03,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9502,0.9502,0.0,0.0,163.1,156.5,112.0,113.4,75.7,87.6,1,1,1,1,1,1,1,1,1,1,0.806,0.806,0.0,0.0,0.806,0.806,0.0,0.0,0.806,0.806,0.0,0.0,0.806,0.806,0.0,0.0,0.5641,0.5641,0.0,0.0
420032615001,42003261500,Allegheny,719.0,40.472987,-80.010739,871.0,15.0,128.0,579.0,0.0,3.0,0.0,0.0,146.0,871.0,213.0,128.0,307.0,135.0,48.0,103.0,0.0,21.0,307.0,126.0,100.0,790.24,199.09,317.98,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,201.1,154.3,150.1,114.7,99.5,88.4,1,1,1,1,1,1,1,1,1,1,0.662,0.662,0.0,0.0,0.662,0.662,0.0,0.0,0.662,0.662,0.0,0.0,0.662,0.662,0.0,0.0,0.6036,0.662,0.0,0.0584
420032615002,42003261500,Allegheny,805.0,40.47177,-80.016607,811.0,0.0,381.0,352.0,0.0,25.0,0.0,12.0,41.0,811.0,141.0,179.0,367.0,83.0,79.0,71.0,53.0,81.0,367.0,65.0,172.0,884.76,222.91,356.02,0.0,0.9652,0.9565,0.0087,0.0,0.9652,0.9565,0.0087,0.0,0.9652,0.9565,0.0087,0.0,0.9652,0.9565,0.0087,0.0,0.723,0.9565,0.0,0.2335,153.9,91.2,118.1,63.5,81.8,53.5,1,1,1,1,1,1,1,1,0,1,0.2149,0.123,0.0919,0.0,0.2149,0.123,0.0919,0.0,0.2149,0.123,0.0919,0.0,0.2149,0.123,0.0919,0.0,0.0273,0.123,0.0,0.0957
420032620001,42003262000,Allegheny,1083.0,40.463242,-79.993023,1160.0,54.0,1006.0,24.0,0.0,0.0,0.0,0.0,76.0,1160.0,227.0,309.0,571.0,211.0,92.0,101.0,52.0,115.0,571.0,156.0,257.0,1150.69,279.32,541.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,83.8,105.0,85.3,65.2,57.4,43.7,1,1,1,1,1,1,1,1,1,1,0.5531,0.5531,0.0,0.0,0.5531,0.5531,0.0,0.0,0.5531,0.5531,0.0,0.0,0.5531,0.5531,0.0,0.0,0.5531,0.5531,0.0,0.0
420032620002,42003262000,Allegheny,726.0,40.467745,-79.993097,821.0,0.0,177.0,486.0,0.0,10.0,0.0,34.0,114.0,821.0,239.0,139.0,343.0,230.0,20.0,70.0,0.0,23.0,343.0,189.0,114.0,771.38,187.25,363.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,63.3,67.7,73.0,48.0,50.0,32.0,1,1,1,1,1,1,1,1,1,1,0.259,0.259,0.0,0.0,0.259,0.259,0.0,0.0,0.259,0.259,0.0,0.0,0.259,0.259,0.0,0.0,0.259,0.259,0.0,0.0
420032620003,42003262000,Allegheny,591.0,40.468995,-79.993826,662.0,13.0,374.0,245.0,0.0,0.0,0.0,0.0,30.0,662.0,175.0,25.0,286.0,46.0,103.0,0.0,29.0,108.0,286.0,27.0,146.0,627.94,152.43,295.5,0.0,1.0,0.9729,0.0271,0.0,1.0,0.9729,0.0271,0.0,0.8883,0.8883,0.0,0.0,0.8883,0.9729,0.0,0.0846,0.8883,0.8883,0.0,0.0,77.1,89.1,81.8,63.9,54.8,43.0,1,1,1,1,1,1,1,1,1,1,0.2893,0.2893,0.0,0.0,0.2893,0.2893,0.0,0.0,0.2893,0.2893,0.0,0.0,0.2893,0.2893,0.0,0.0,0.2893,0.2893,0.0,0.0
420032701001,42003270100,Allegheny,1523.0,40.484583,-80.039539,1261.0,4.0,1152.0,81.0,0.0,0.0,0.0,0.0,24.0,1261.0,171.0,388.0,575.0,96.0,130.0,88.0,28.0,233.0,575.0,112.0,225.0,1426.11,248.12,697.7,31.31,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,234.8,203.8,173.8,148.8,144.9,130.3,1,1,1,1,1,1,1,1,1,1,0.6349,0.6349,0.0,0.0,0.6349,0.6349,0.0,0.0,0.6349,0.6349,0.0,0.0,0.6349,0.6349,0.0,0.0,0.6349,0.6349,0.0,0.0
420032701002,42003270100,Allegheny,1055.0,40.483315,-80.044075,1158.0,16.0,848.0,260.0,0.0,0.0,0.0,0.0,34.0,1158.0,129.0,222.0,606.0,9.0,176.0,82.0,113.0,226.0,606.0,78.0,318.0,987.89,171.88,483.3,21.69,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,163.6,158.6,128.3,126.8,93.0,104.0,1,1,1,1,1,1,1,1,1,1,0.5422,0.5422,0.0,0.0,0.5422,0.5422,0.0,0.0,0.5422,0.5422,0.0,0.0,0.5422,0.3261,0.2161,0.0,0.4398,0.3261,0.1137,0.0
420032703001,42003270300,Allegheny,1127.0,40.478474,-80.035288,850.0,0.0,585.0,201.0,0.0,0.0,0.0,0.0,64.0,850.0,48.0,221.0,486.0,137.0,95.0,79.0,29.0,146.0,486.0,82.0,232.0,1219.83,278.5,558.77,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,199.6,183.1,141.6,131.8,126.1,120.1,1,1,1,1,1,1,1,1,1,1,0.4809,0.4809,0.0,0.0,0.4809,0.4809,0.0,0.0,0.4809,0.4809,0.0,0.0,0.4809,0.3088,0.1721,0.0,0.4809,0.3895,0.0914,0.0
420032703002,42003270300,Allegheny,779.0,40.477203,-80.039601,1257.0,10.0,281.0,766.0,0.0,0.0,0.0,0.0,200.0,1257.0,370.0,108.0,459.0,131.0,76.0,135.0,62.0,55.0,459.0,184.0,196.0,843.17,192.5,386.23,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,115.5,94.0,94.5,82.7,60.4,59.1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
420032708001,42003270800,Allegheny,726.0,40.48823,-80.037359,502.0,0.0,394.0,97.0,0.0,11.0,0.0,0.0,0.0,502.0,23.0,137.0,256.0,15.0,17.0,13.0,60.0,151.0,256.0,20.0,115.0,676.14,83.1,354.83,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,182.9,134.2,122.8,78.0,120.0,80.1,1,1,1,1,1,1,1,1,1,1,0.2314,0.2314,0.0,0.0,0.2314,0.2314,0.0,0.0,0.2314,0.2314,0.0,0.0,0.2314,0.2314,0.0,0.0,0.2314,0.2314,0.0,0.0
420032708002,42003270800,Allegheny,992.0,40.481801,-80.031651,1265.0,91.0,945.0,200.0,0.0,17.0,0.0,0.0,12.0,1265.0,223.0,206.0,574.0,80.0,43.0,59.0,88.0,304.0,574.0,60.0,183.0,923.87,113.54,484.83,0.0,0.9728,0.9728,0.0,0.0,0.9728,0.9728,0.0,0.0,0.9728,0.9728,0.0,0.0,0.9728,0.9728,0.0,0.0,0.9728,0.9728,0.0,0.0,161.6,156.0,107.1,99.4,105.9,100.3,1,1,1,1,1,1,1,1,1,1,0.4194,0.4506,0.0,0.0312,0.4194,0.4506,0.0,0.0312,0.4194,0.4506,0.0,0.0312,0.4194,0.4506,0.0,0.0312,0.4194,0.4506,0.0,0.0312
420032708003,42003270800,Allegheny,903.0,40.486669,-80.030384,730.0,0.0,529.0,161.0,0.0,9.0,0.0,0.0,31.0,730.0,139.0,162.0,451.0,87.0,44.0,55.0,120.0,145.0,451.0,4.0,277.0,840.99,103.36,441.34,0.0,0.1274,0.1274,0.0,0.0,0.1274,0.1274,0.0,0.0,0.1274,0.1274,0.0,0.0,0.1274,0.1274,0.0,0.0,0.1274,0.1274,0.0,0.0,22.5,19.8,14.8,12.5,14.8,12.6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420032716001,42003271600,Allegheny,759.0,40.476225,-80.026512,773.0,57.0,422.0,205.0,0.0,0.0,0.0,50.0,39.0,773.0,154.0,194.0,348.0,131.0,60.0,14.0,45.0,98.0,348.0,71.0,162.0,838.91,138.44,403.7,33.58,0.7694,0.7694,0.0,0.0,0.7694,0.7694,0.0,0.0,0.7694,0.7694,0.0,0.0,0.7694,0.7694,0.0,0.0,0.7694,0.7694,0.0,0.0,105.8,110.8,72.5,66.4,68.8,68.2,1,1,1,1,1,1,1,1,1,1,0.1449,0.1449,0.0,0.0,0.1449,0.1449,0.0,0.0,0.1449,0.1449,0.0,0.0,0.1449,0.1449,0.0,0.0,0.1449,0.1449,0.0,0.0
420032716002,42003271600,Allegheny,1185.0,40.470517,-80.029534,1649.0,0.0,246.0,1338.0,0.0,0.0,0.0,0.0,65.0,1649.0,573.0,86.0,709.0,194.0,399.0,68.0,0.0,48.0,709.0,365.0,209.0,1309.77,216.15,630.28,52.43,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,170.2,155.8,115.7,107.2,109.7,101.3,1,1,1,1,1,1,1,1,1,1,0.892,0.892,0.0,0.0,0.892,0.892,0.0,0.0,0.892,0.892,0.0,0.0,0.892,0.5443,0.3477,0.0,0.892,0.7114,0.1806,0.0
420032716003,42003271600,Allegheny,1134.0,40.471597,-80.033913,818.0,8.0,366.0,150.0,0.0,0.0,0.0,0.0,294.0,818.0,198.0,58.0,289.0,23.0,20.0,150.0,43.0,53.0,289.0,26.0,89.0,1253.4,206.84,603.16,50.17,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,149.5,125.9,112.7,104.9,91.3,85.7,1,1,1,1,1,1,1,1,1,1,0.5653,0.5653,0.0,0.0,0.5653,0.5653,0.0,0.0,0.5653,0.5653,0.0,0.0,0.5653,0.3404,0.2249,0.0,0.5653,0.4303,0.1349,0.0
420032716004,42003271600,Allegheny,968.0,40.465836,-80.028562,1232.0,163.0,569.0,469.0,0.0,0.0,0.0,19.0,12.0,1232.0,112.0,210.0,806.0,330.0,108.0,151.0,121.0,96.0,806.0,200.0,454.0,1069.92,176.57,514.86,42.83,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,185.0,124.2,127.6,92.3,113.7,85.7,1,1,1,1,1,1,1,1,1,1,0.4783,0.4783,0.0,0.0,0.4783,0.4783,0.0,0.0,0.4783,0.4783,0.0,0.0,0.4783,0.2696,0.2087,0.0,0.4783,0.4783,0.0,0.0
420032814001,42003281400,Allegheny,840.0,40.44944,-80.057484,753.0,0.0,616.0,82.0,0.0,0.0,0.0,0.0,55.0,753.0,30.0,89.0,393.0,128.0,55.0,61.0,25.0,124.0,393.0,4.0,152.0,836.71,80.97,359.44,4.94,0.7952,0.7952,0.0,0.0,0.7952,0.7952,0.0,0.0,0.7952,0.7952,0.0,0.0,0.7952,0.7952,0.0,0.0,0.7952,0.4833,0.3119,0.0,114.4,113.5,77.6,82.2,72.2,71.8,0,0,0,0,0,0,0,0,0,0,0.2917,0.2917,0.0,0.0,0.2917,0.2917,0.0,0.0,0.2917,0.2917,0.0,0.0,0.2917,0.2917,0.0,0.0,0.2917,0.1524,0.1393,0.0
420032814002,42003281400,Allegheny,1712.0,40.445468,-80.051043,1789.0,0.0,657.0,970.0,0.0,0.0,0.0,0.0,162.0,1789.0,567.0,257.0,699.0,271.0,143.0,128.0,28.0,129.0,699.0,117.0,377.0,1705.29,165.03,732.56,10.06,0.9679,0.9679,0.0,0.0,0.9679,0.9679,0.0,0.0,0.9679,0.9679,0.0,0.0,0.9679,0.9679,0.0,0.0,0.9679,0.8989,0.0689,0.0,98.2,137.6,60.3,105.4,46.6,79.2,1,1,1,1,1,1,1,1,1,1,0.0864,0.0864,0.0,0.0,0.0864,0.0864,0.0,0.0,0.0864,0.0864,0.0,0.0,0.0864,0.0864,0.0,0.0,0.0864,0.0777,0.0088,0.0
420032815001,42003281500,Allegheny,488.0,40.440928,-80.051047,555.0,0.0,415.0,81.0,0.0,0.0,0.0,10.0,49.0,555.0,91.0,79.0,224.0,47.0,67.0,28.0,58.0,24.0,224.0,55.0,57.0,523.41,83.64,198.98,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8586,0.8586,0.0,0.0,115.1,149.4,68.0,114.5,54.3,85.7,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7623,0.7623,0.0,0.0
420032815002,42003281500,Allegheny,959.0,40.440371,-80.056415,997.0,15.0,442.0,410.0,0.0,0.0,0.0,15.0,115.0,997.0,367.0,121.0,366.0,62.0,88.0,58.0,51.0,107.0,366.0,76.0,126.0,1028.59,164.36,391.02,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5391,0.8425,0.0,0.3034,100.1,167.7,58.9,124.7,46.6,94.6,1,1,1,1,1,1,1,1,0,1,0.0938,0.0938,0.0,0.0,0.0938,0.0938,0.0,0.0,0.0938,0.0938,0.0,0.0,0.0938,0.0938,0.0,0.0,0.0719,0.0938,0.0,0.0219
420032901001,42003290100,Allegheny,633.0,40.402279,-79.993884,400.0,31.0,196.0,121.0,0.0,0.0,0.0,45.0,7.0,400.0,63.0,98.0,224.0,117.0,22.0,32.0,33.0,20.0,224.0,100.0,54.0,524.23,102.23,228.83,1.49,0.7662,0.7662,0.0,0.0,0.7662,0.7662,0.0,0.0,0.7662,0.7662,0.0,0.0,0.7662,0.7662,0.0,0.0,0.7662,0.7409,0.0253,0.0,173.1,193.2,105.6,140.1,67.5,91.5,1,1,1,1,1,1,1,1,1,1,0.2891,0.2891,0.0,0.0,0.2891,0.2891,0.0,0.0,0.2891,0.2891,0.0,0.0,0.2891,0.2891,0.0,0.0,0.2891,0.2891,0.0,0.0
420032901002,42003290100,Allegheny,697.0,40.397292,-79.991185,564.0,101.0,374.0,63.0,0.0,4.0,0.0,0.0,22.0,564.0,110.0,79.0,275.0,36.0,85.0,24.0,22.0,108.0,275.0,67.0,148.0,577.23,112.57,251.97,1.64,0.858,0.858,0.0,0.0,0.858,0.858,0.0,0.0,0.858,0.858,0.0,0.0,0.858,0.858,0.0,0.0,0.858,0.7647,0.0933,0.0,184.3,203.3,112.1,146.6,70.8,95.9,1,1,1,1,1,1,1,1,1,1,0.4419,0.4419,0.0,0.0,0.4419,0.4419,0.0,0.0,0.4419,0.4419,0.0,0.0,0.4419,0.4419,0.0,0.0,0.4419,0.4419,0.0,0.0
420032901003,42003290100,Allegheny,800.0,40.393884,-79.989867,800.0,24.0,552.0,208.0,0.0,0.0,0.0,0.0,16.0,800.0,234.0,111.0,271.0,96.0,37.0,43.0,46.0,49.0,271.0,82.0,72.0,662.54,129.2,289.2,1.88,0.7937,0.7937,0.0,0.0,0.7937,0.7937,0.0,0.0,0.7937,0.7937,0.0,0.0,0.7937,0.7937,0.0,0.0,0.7937,0.7087,0.085,0.0,170.7,188.3,104.0,135.8,65.5,88.8,1,1,1,1,1,1,1,1,1,1,0.345,0.345,0.0,0.0,0.345,0.345,0.0,0.0,0.345,0.345,0.0,0.0,0.345,0.345,0.0,0.0,0.345,0.345,0.0,0.0
420032902001,42003290200,Allegheny,927.0,40.401636,-79.982674,636.0,95.0,425.0,35.0,0.0,0.0,0.0,0.0,81.0,636.0,121.0,161.0,269.0,80.0,17.0,33.0,66.0,73.0,269.0,57.0,91.0,859.62,177.3,417.5,17.24,0.2513,0.1866,0.0647,0.0,0.2513,0.1866,0.0647,0.0,0.1866,0.1866,0.0,0.0,0.1866,0.1866,0.0,0.0,0.1866,0.1866,0.0,0.0,41.5,44.8,23.3,32.7,14.9,21.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420032902002,42003290200,Allegheny,955.0,40.391395,-79.983967,830.0,0.0,455.0,211.0,0.0,49.0,0.0,62.0,53.0,830.0,69.0,207.0,648.0,340.0,174.0,39.0,0.0,95.0,648.0,447.0,168.0,885.58,182.65,430.11,17.76,0.9361,0.8052,0.1309,0.0,0.9361,0.8052,0.1309,0.0,0.8052,0.8052,0.0,0.0,0.8052,0.8052,0.0,0.0,0.8052,0.8052,0.0,0.0,187.4,208.6,108.1,151.4,70.6,98.2,1,1,1,1,1,1,1,1,1,1,0.4963,0.4817,0.0147,0.0,0.4963,0.4817,0.0147,0.0,0.4817,0.4817,0.0,0.0,0.4817,0.4817,0.0,0.0,0.4817,0.4817,0.0,0.0
420032902003,42003290200,Allegheny,617.0,40.395157,-79.984137,461.0,0.0,415.0,9.0,0.0,0.0,0.0,0.0,37.0,461.0,12.0,189.0,201.0,8.0,82.0,30.0,50.0,31.0,201.0,0.0,100.0,572.15,118.01,277.88,11.47,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,224.9,258.0,134.9,188.0,86.0,122.0,1,1,1,1,1,1,1,1,1,1,0.201,0.201,0.0,0.0,0.201,0.201,0.0,0.0,0.201,0.201,0.0,0.0,0.201,0.201,0.0,0.0,0.201,0.201,0.0,0.0
420032902004,42003290200,Allegheny,678.0,40.399482,-79.986623,849.0,24.0,560.0,128.0,0.0,44.0,0.0,0.0,93.0,849.0,103.0,97.0,363.0,74.0,61.0,141.0,29.0,58.0,363.0,72.0,146.0,628.72,129.67,305.35,12.61,0.8968,0.8968,0.0,0.0,0.8968,0.8968,0.0,0.0,0.8968,0.8968,0.0,0.0,0.8968,0.8968,0.0,0.0,0.8968,0.8968,0.0,0.0,201.8,231.4,120.8,168.6,77.1,109.4,1,1,1,1,1,1,1,1,1,1,0.3938,0.3938,0.0,0.0,0.3938,0.3938,0.0,0.0,0.3938,0.3938,0.0,0.0,0.3938,0.3938,0.0,0.0,0.3938,0.3938,0.0,0.0
420032902005,42003290200,Allegheny,964.0,40.403736,-79.987734,1064.0,179.0,556.0,329.0,0.0,0.0,0.0,0.0,0.0,1064.0,209.0,174.0,384.0,63.0,62.0,128.0,48.0,83.0,384.0,50.0,216.0,893.93,184.37,434.16,17.93,0.9637,0.9637,0.0,0.0,0.9637,0.9637,0.0,0.0,0.9637,0.9637,0.0,0.0,0.9637,0.9637,0.0,0.0,0.9637,0.9637,0.0,0.0,219.7,243.7,131.8,177.2,84.4,115.6,1,1,1,1,1,1,1,1,1,1,0.2749,0.2749,0.0,0.0,0.2749,0.2749,0.0,0.0,0.2749,0.2749,0.0,0.0,0.2749,0.2749,0.0,0.0,0.2749,0.2749,0.0,0.0
420032904001,42003290400,Allegheny,1281.0,40.386476,-79.987939,1478.0,0.0,1044.0,362.0,0.0,5.0,0.0,0.0,67.0,1478.0,266.0,230.0,673.0,37.0,224.0,117.0,93.0,202.0,673.0,93.0,348.0,1131.51,175.94,586.79,6.37,0.6112,0.6112,0.0,0.0,0.6112,0.6112,0.0,0.0,0.6112,0.6112,0.0,0.0,0.6112,0.6112,0.0,0.0,0.6112,0.5277,0.0835,0.0,126.8,138.6,77.4,99.6,49.6,65.3,1,1,1,1,1,1,1,1,1,1,0.0812,0.0812,0.0,0.0,0.0812,0.0812,0.0,0.0,0.0812,0.0812,0.0,0.0,0.0812,0.0812,0.0,0.0,0.0812,0.0812,0.0,0.0
420032904002,42003290400,Allegheny,1240.0,40.387229,-79.982129,1068.0,209.0,705.0,113.0,0.0,0.0,0.0,0.0,41.0,1068.0,109.0,210.0,550.0,71.0,105.0,33.0,110.0,231.0,550.0,64.0,225.0,1095.3,170.31,568.01,6.17,1.0,0.9282,0.0718,0.0,1.0,0.9282,0.0718,0.0,0.9282,0.9282,0.0,0.0,0.9282,0.9282,0.0,0.0,0.9282,0.9282,0.0,0.0,227.9,240.6,124.8,174.5,81.1,113.4,1,1,1,1,1,1,1,1,1,1,0.5161,0.5048,0.0113,0.0,0.5161,0.5048,0.0113,0.0,0.5048,0.5048,0.0,0.0,0.5048,0.5048,0.0,0.0,0.5048,0.5048,0.0,0.0
420032904003,42003290400,Allegheny,616.0,40.382621,-79.979933,434.0,0.0,318.0,116.0,0.0,0.0,0.0,0.0,0.0,434.0,55.0,134.0,237.0,55.0,65.0,10.0,45.0,62.0,237.0,70.0,69.0,544.12,84.61,282.17,3.07,0.8344,0.8344,0.0,0.0,0.8344,0.8344,0.0,0.0,0.8344,0.8344,0.0,0.0,0.8344,0.8344,0.0,0.0,0.8344,0.8344,0.0,0.0,204.9,223.0,110.0,163.4,70.0,109.8,1,1,1,1,1,1,1,1,1,1,0.2549,0.2549,0.0,0.0,0.2549,0.2549,0.0,0.0,0.2549,0.2549,0.0,0.0,0.2549,0.2549,0.0,0.0,0.2549,0.2549,0.0,0.0
420032904004,42003290400,Allegheny,882.0,40.390332,-79.976376,572.0,0.0,465.0,81.0,0.0,1.0,0.0,0.0,25.0,572.0,9.0,177.0,381.0,58.0,93.0,80.0,82.0,68.0,381.0,61.0,175.0,779.07,121.14,404.02,4.39,1.0,0.2755,0.7245,0.0,1.0,0.2755,0.7245,0.0,0.2755,0.2755,0.0,0.0,0.2755,0.2755,0.0,0.0,0.2755,0.2755,0.0,0.0,104.2,71.1,37.3,51.8,23.7,33.7,1,0,1,0,0,0,0,0,0,0,0.8061,0.0,0.8061,0.0,0.8061,0.0,0.8061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
