tier,side,km2,place,n_places,also,nearest_stop,nearest_stop_m,lat,lon
WEEKEND-ANY-HOURLY,lost,0.12,"New Kensington city (Westmoreland, PA)",1,,7TH ST + NEW KEN HOSPITAL,284,40.56004,-79.76515
WEEKEND-ANY-HOURLY,lost,0.1,Greenfield,2,Hazelwood,GREENFIELD AVE + SYLVAN,48,40.42521,-79.94966
WEEKEND-ANY-HOURLY,lost,0.1,"Tarentum borough (Allegheny, PA)",1,,9TH ST + CORBET,53,40.60523,-79.75394
WEEKEND-ANY-HOURLY,gained,11.41,"Penn Hills township (Allegheny, PA)",8,"Wilkinsburg borough (Allegheny, PA);East Hills;Churchill borough (Allegheny, PA)",LAKETON RD + DOYLE FS,140,40.457,-79.859
WEEKEND-ANY-HOURLY,gained,5.8,"Monroeville municipality (Allegheny, PA)",2,"Wilkins township (Allegheny, PA)",OXFORD DR + RACQUET CLUB APTS,182,40.43251,-79.78617
WEEKEND-ANY-HOURLY,gained,4.99,"Penn Hills township (Allegheny, PA)",3,"Oakmont borough (Allegheny, PA);Verona borough (Allegheny, PA)",VERONA RD + 2ND ST,273,40.50022,-79.84043
WEEKEND-ANY-HOURLY,gained,3.02,"Ambridge borough (Beaver, PA)",2,"Leetsdale borough (Allegheny, PA)",MERCHANT ST + PA JOB SERVICE,41,40.58038,-80.22196
WEEKEND-ANY-HOURLY,gained,2.89,"Millvale borough (Allegheny, PA)",4,"Shaler township (Allegheny, PA);Ross township (Allegheny, PA);Etna borough (Allegheny, PA)",SEAVEY RD + ELBE DR FS,135,40.49034,-79.96866
WEEKEND-ANY-HOURLY,gained,2.81,"West Mifflin borough (Allegheny, PA)",4,"Munhall borough (Allegheny, PA);Whitaker borough (Allegheny, PA);Duquesne city (Allegheny, PA)",ELIZA ST + FRANK (#3932),165,40.39109,-79.87898
WEEKEND-ANY-HOURLY,gained,2.69,"Collier township (Allegheny, PA)",4,"Scott township (Allegheny, PA);Heidelberg borough (Allegheny, PA);Bridgeville borough (Allegheny, PA)",WASHINGTON PIKE + STEEN,175,40.37581,-80.09982
WEEKEND-ANY-HOURLY,gained,2.43,"Robinson township (Allegheny, PA)",2,"Crafton borough (Allegheny, PA)",STEUBENVILLE PIKE + #4460,324,40.44305,-80.09366
WEEKEND-ANY-HOURLY,gained,1.93,Squirrel Hill South,3,"Swisshelm Park;Swissvale borough (Allegheny, PA)",Nine Mile Run - Frick Park,158,40.42529,-79.9076
WEEKEND-ANY-HOURLY,gained,1.83,"Duquesne city (Allegheny, PA)",2,"West Mifflin borough (Allegheny, PA)",KENNEDY AVE + DELL,206,40.36531,-79.85532
WEEKEND-ANY-HOURLY,gained,1.4,"Glen Osborne borough (Allegheny, PA)",3,"Haysville borough (Allegheny, PA);Sewickley borough (Allegheny, PA)",BEAVER ST + #1449,67,40.52964,-80.16485
WEEKEND-ANY-HOURLY,gained,1.4,Brookline,1,,Brookline Blvd + Merrick Ave,81,40.39254,-80.01404
WEEKEND-ANY-HOURLY,gained,1.39,"Edgeworth borough (Allegheny, PA)",2,"Leetsdale borough (Allegheny, PA)",BEAVER RD + LITTLE SEWICKLEY,37,40.55903,-80.20011
WEEKEND-ANY-HOURLY,gained,1.32,"Robinson township (Allegheny, PA)",1,,Campbells Run Rd + Settlers Ridge,117,40.43864,-80.15121
WEEKEND-ANY-HOURLY,gained,1.3,"Moon township (Allegheny, PA)",1,,UNIVERSITY BLVD + PATTON DR,76,40.50705,-80.22365
WEEKEND-ANY-HOURLY,gained,1.26,Lincoln-Lemington-Belmar,3,Larimer;Highland Park,WASHINGTON BLVD + NEGLEY RUN FS,124,40.47103,-79.90804
WEEKEND-ANY-HOURLY,gained,1.25,Greenfield,2,Hazelwood,WINTERBURN AVE + FARNSWORTH,140,40.42205,-79.93894
WEEKEND-ANY-HOURLY,gained,1.23,"Robinson township (Allegheny, PA)",1,,SILVER LANE + FALCK FS,160,40.46202,-80.13783
WEEKEND-ANY-HOURLY,gained,1.21,"McKeesport city (Allegheny, PA)",3,"White Oak borough (Allegheny, PA);West Mifflin borough (Allegheny, PA)",EDEN PARK BLVD + ONEIL,171,40.34828,-79.83065
WEEKEND-ANY-HOURLY,gained,1.09,"Bellevue borough (Allegheny, PA)",2,"Avalon borough (Allegheny, PA)",OHIO RIVER BLVD + RIVERVIEW,93,40.49129,-80.06239
WEEKEND-ANY-HOURLY,gained,1.01,"Ben Avon borough (Allegheny, PA)",3,"Emsworth borough (Allegheny, PA);Avalon borough (Allegheny, PA)",OHIO RIVER BLVD + BRIGHTON (#7139),49,40.5046,-80.08417
WEEKEND-ANY-HOURLY,gained,0.99,"North Braddock borough (Allegheny, PA)",3,"East Pittsburgh borough (Allegheny, PA);Braddock Hills borough (Allegheny, PA)",WOLFE AVE + PALLAS,213,40.40432,-79.84726
WEEKEND-ANY-HOURLY,gained,0.98,"Sewickley borough (Allegheny, PA)",1,,BEAVER ST + BROAD,60,40.54036,-80.18073
WEEKEND-ANY-HOURLY,gained,0.89,"Bridgeville borough (Allegheny, PA)",2,"Upper St. Clair township (Allegheny, PA)",BANK ST + #1060,61,40.35143,-80.10463
WEEKEND-ANY-HOURLY,gained,0.85,"Robinson township (Allegheny, PA)",1,,STEUBENVILLE PIKE + MCCORMICK,64,40.44973,-80.12537
WEEKEND-ANY-HOURLY,gained,0.79,"North Versailles township (Allegheny, PA)",1,,LINCOLN HWY + LINCOLN SQ SR CITIZEN HOME,42,40.38666,-79.8274
WEEKEND-ANY-HOURLY,gained,0.77,South Oakland,4,"Central Oakland;Squirrel Hill South;Findlay township (Allegheny, PA)",PANTHER HOLLOW RD + SCHENLEY PARK POOL,168,40.4348,-79.95039
WEEKEND-ANY-HOURLY,gained,0.73,"Tarentum borough (Allegheny, PA)",2,"Brackenridge borough (Allegheny, PA)",E 1st Ave + Bridge St,25,40.60221,-79.74532
WEEKEND-ANY-HOURLY,gained,0.68,"Robinson township (Allegheny, PA)",1,,CLEVER RD + FIELD CLUB,100,40.46877,-80.12518
WEEKEND-ANY-HOURLY,gained,0.66,Mount Washington,1,,VIRGINIA AVE + BIGHAM,79,40.43269,-80.01538
WEEKEND-ANY-HOURLY,gained,0.65,"Carnegie borough (Allegheny, PA)",2,"Scott township (Allegheny, PA)",Chestnut St + E Main St NS,80,40.4095,-80.08235
WEEKEND-ANY-HOURLY,gained,0.63,Garfield,1,,SCHENLEY AVE + PACIFIC AVE,71,40.47138,-79.93914
WEEKEND-ANY-HOURLY,gained,0.6,"Harrison township (Allegheny, PA)",1,,Highlands Mall Walmart,71,40.64562,-79.71227
WEEKEND-ANY-HOURLY,gained,0.55,"Robinson township (Allegheny, PA)",1,,Robinson Center Dr + Mall Dr,173,40.45595,-80.1609
WEEKEND-ANY-HOURLY,gained,0.52,"Kennedy township (Allegheny, PA)",1,,CLEVER RD + PITCHFORK,13,40.46508,-80.1096
WEEKEND-ANY-HOURLY,gained,0.52,Highland Park,1,,WASHINGTON BLVD + ALLEGHENY RIVER BLVD,8,40.48324,-79.90799
WEEKEND-ANY-HOURLY,gained,0.51,"Churchill borough (Allegheny, PA)",2,"Wilkins township (Allegheny, PA)",WM PENN HWY + RODI FS,13,40.43849,-79.83092
WEEKEND-ANY-HOURLY,gained,0.46,"North Fayette township (Allegheny, PA)",1,,Walmart North Fayette,28,40.44773,-80.17568
WEEKEND-ANY-HOURLY,gained,0.44,"Ross township (Allegheny, PA)",1,,ROSS PARK OUTER PARKING LOT + SHELTER,27,40.54583,-80.00597
WEEKEND-ANY-HOURLY,gained,0.44,"Forest Hills borough (Allegheny, PA)",2,"Braddock Hills borough (Allegheny, PA)",ARDMORE BLVD + BRADDOCK,173,40.42348,-79.86101
WEEKEND-ANY-HOURLY,gained,0.43,"Crafton borough (Allegheny, PA)",4,"Ingram borough (Allegheny, PA);Crafton Heights;Westwood",NOBLE AVE + SIDNEY,168,40.43729,-80.06141
WEEKEND-ANY-HOURLY,gained,0.43,Duquesne Heights,3,West End;Mount Washington,REPUBLIC ST + GREENLEAF,139,40.43783,-80.02666
WEEKEND-ANY-HOURLY,gained,0.42,Squirrel Hill South,2,"Findlay township (Allegheny, PA)",GREENFIELD RD AT OVERLOOK DR,30,40.43306,-79.9375
WEEKEND-ANY-HOURLY,gained,0.39,Troy Hill,2,"Reserve township (Allegheny, PA)",TROY HILL LOOP + LOWRIE,64,40.46984,-79.97856
WEEKEND-ANY-HOURLY,gained,0.34,"Kennedy township (Allegheny, PA)",2,"Stowe township (Allegheny, PA)",PINE HOLLOW RD + #1625 (Mickeys Place),125,40.47568,-80.08725
WEEKEND-ANY-HOURLY,gained,0.34,"McCandless township (Allegheny, PA)",1,,Blazier Dr + Ashton Commons SB,115,40.58673,-80.02354
WEEKEND-ANY-HOURLY,gained,0.32,"West Mifflin borough (Allegheny, PA)",1,,LEBANON CHURCH RD + CURRY HOLLOW,290,40.35175,-79.92142
WEEKEND-ANY-HOURLY,gained,0.22,Perry South,1,,WILSON ST + CHARLES,224,40.46968,-80.01665
WEEKEND-ANY-HOURLY,gained,0.21,"Emsworth borough (Allegheny, PA)",1,,OHIO RIVER BLVD + ORCHARD,6,40.51059,-80.09785
WEEKEND-ANY-HOURLY,gained,0.19,"Harmar township (Allegheny, PA)",1,,HARMAR PNR - STOP 2,218,40.5426,-79.83465
WEEKEND-ANY-HOURLY,gained,0.19,"Monroeville municipality (Allegheny, PA)",2,"Trafford borough (Westmoreland, PA)",HAYMAKER VILLAGE (SHOP N SAVE),186,40.3878,-79.76736
WEEKEND-ANY-HOURLY,gained,0.18,"Bellevue borough (Allegheny, PA)",1,,OHIO RIVER BLVD + KENDALL,209,40.48458,-80.0528
WEEKEND-ANY-HOURLY,gained,0.18,North Oakland,2,Polish Hill,CRAIG ST + BIGELOW BLVD,146,40.45789,-79.95488
WEEKEND-ANY-HOURLY,gained,0.17,Squirrel Hill North,1,,WILKINS AVE + BELLEROCK,128,40.44379,-79.93018
WEEKEND-ANY-HOURLY,gained,0.15,"Edgeworth borough (Allegheny, PA)",2,"Sewickley borough (Allegheny, PA)",BEAVER RD + MEADOW,53,40.54651,-80.18891
WEEKEND-ANY-HOURLY,gained,0.14,"Baldwin borough (Allegheny, PA)",1,,KNOEDLER RD + BROWNSVILLE,250,40.3415,-79.98776
WEEKEND-ANY-HOURLY,gained,0.13,"Turtle Creek borough (Allegheny, PA)",1,,JAMES ST + MONROEVILLE,72,40.40878,-79.81959
WEEKEND-ANY-HOURLY,gained,0.12,Elliott,2,Westwood,NOBLESTOWN RD + WEAVER FS,246,40.43533,-80.03824
WEEKEND-ANY-HOURLY,gained,0.1,"Kennedy township (Allegheny, PA)",1,,CLEVER RD + PATRICIA PARK,265,40.46815,-80.10419
