place,anchor,geoid,lat,lon,population,headline_current_median_min,headline_current_reachable_fraction,headline_current_access_stops,headline_proposed_median_min,headline_proposed_reachable_fraction,headline_proposed_access_stops,strict_current_median_min,strict_current_reachable_fraction,strict_current_access_stops,strict_proposed_median_min,strict_proposed_reachable_fraction,strict_proposed_access_stops,change_headline_min
"Trafford borough (Westmoreland, PA)",Oakland,420035644007,40.382348,-79.767964,64.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Trafford borough (Westmoreland, PA)",Oakland,421298022001,40.378645,-79.761292,636.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Trafford borough (Westmoreland, PA)",Oakland,421298022002,40.384943,-79.757564,1754.0,102.1,1.0,4,,0.0,0,102.1,1.0,4,,0.0,0,
"Trafford borough (Westmoreland, PA)",Oakland,421298022003,40.391613,-79.741611,837.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Troy Hill,Downtown,420032413001,40.463279,-79.983408,1577.0,33.9,1.0,22,28.9,1.0,20,33.9,1.0,22,28.9,1.0,20,-5.0
Troy Hill,Oakland,420032413001,40.463279,-79.983408,1577.0,57.1,1.0,22,49.4,1.0,20,64.1,1.0,22,51.4,1.0,20,-7.7
"Turtle Creek borough (Allegheny, PA)",Downtown,420035094001,40.412582,-79.819399,1316.0,71.0,1.0,7,82.0,1.0,9,71.0,1.0,7,82.0,1.0,9,11.0
"Turtle Creek borough (Allegheny, PA)",Downtown,420035094002,40.412431,-79.814362,1078.0,82.0,1.0,5,92.0,1.0,5,82.0,1.0,5,92.0,1.0,5,10.0
"Turtle Creek borough (Allegheny, PA)",Downtown,420035094003,40.407559,-79.817248,671.0,71.0,1.0,8,83.4,1.0,9,71.0,1.0,8,83.4,1.0,9,12.4
"Turtle Creek borough (Allegheny, PA)",Downtown,420035094004,40.405403,-79.821159,1095.0,66.7,1.0,14,76.0,1.0,16,66.7,1.0,14,76.0,1.0,16,9.3
"Turtle Creek borough (Allegheny, PA)",Downtown,420035094005,40.407813,-79.829127,954.0,64.7,1.0,6,75.5,1.0,6,64.7,1.0,6,75.5,1.0,6,10.8
"Turtle Creek borough (Allegheny, PA)",Downtown,420035200021,40.419615,-79.829186,1053.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Turtle Creek borough (Allegheny, PA)",Oakland,420035094001,40.412582,-79.819399,1316.0,85.4,1.0,7,90.7,1.0,9,87.1,1.0,7,90.7,1.0,9,5.3
"Turtle Creek borough (Allegheny, PA)",Oakland,420035094002,40.412431,-79.814362,1078.0,95.1,1.0,5,98.7,1.0,5,95.1,1.0,5,98.7,1.0,5,3.6
"Turtle Creek borough (Allegheny, PA)",Oakland,420035094003,40.407559,-79.817248,671.0,86.1,1.0,8,91.7,1.0,9,87.1,1.0,8,91.7,1.0,9,5.6
"Turtle Creek borough (Allegheny, PA)",Oakland,420035094004,40.405403,-79.821159,1095.0,77.1,1.0,14,85.7,1.0,16,77.1,1.0,14,85.7,1.0,16,8.6
"Turtle Creek borough (Allegheny, PA)",Oakland,420035094005,40.407813,-79.829127,954.0,75.1,1.0,6,85.7,1.0,6,75.1,1.0,6,85.7,1.0,6,10.6
"Turtle Creek borough (Allegheny, PA)",Oakland,420035200021,40.419615,-79.829186,1053.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Upper Hill,Downtown,420030506001,40.454955,-79.960342,685.0,37.4,1.0,14,35.4,1.0,7,37.4,1.0,14,35.4,1.0,7,-2.0
Upper Hill,Downtown,420030506002,40.451564,-79.959091,1038.0,33.4,1.0,24,29.4,1.0,20,33.4,1.0,24,29.4,1.0,20,-4.0
Upper Hill,Oakland,420030506001,40.454955,-79.960342,685.0,37.0,1.0,14,31.3,1.0,7,37.0,1.0,14,31.3,1.0,7,-5.7
Upper Hill,Oakland,420030506002,40.451564,-79.959091,1038.0,31.0,1.0,24,27.3,1.0,20,31.0,1.0,24,27.3,1.0,20,-3.7
Upper Lawrenceville,Downtown,420031011001,40.479621,-79.951779,1234.0,41.5,1.0,20,33.7,1.0,17,41.5,1.0,20,33.7,1.0,17,-7.8
Upper Lawrenceville,Downtown,420031011002,40.481066,-79.952964,616.0,38.5,1.0,14,31.7,1.0,13,38.5,1.0,14,31.7,1.0,13,-6.8
Upper Lawrenceville,Downtown,420031011003,40.481283,-79.948571,544.0,41.5,1.0,13,35.7,1.0,15,41.5,1.0,13,35.7,1.0,15,-5.8
Upper Lawrenceville,Oakland,420031011001,40.479621,-79.951779,1234.0,50.2,1.0,20,43.4,1.0,17,51.2,1.0,20,44.2,1.0,17,-6.8
Upper Lawrenceville,Oakland,420031011002,40.481066,-79.952964,616.0,48.1,1.0,14,40.4,1.0,13,49.2,1.0,14,41.2,1.0,13,-7.7
Upper Lawrenceville,Oakland,420031011003,40.481283,-79.948571,544.0,51.1,1.0,13,45.2,1.0,15,52.2,1.0,13,45.2,1.0,15,-5.9
"Upper St. Clair township (Allegheny, PA)",Downtown,420034742011,40.346383,-80.08982,1249.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Upper St. Clair township (Allegheny, PA)",Downtown,420034742012,40.34349,-80.098871,1385.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Upper St. Clair township (Allegheny, PA)",Oakland,420034742011,40.346383,-80.08982,1249.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Upper St. Clair township (Allegheny, PA)",Oakland,420034742012,40.34349,-80.098871,1385.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Verona borough (Allegheny, PA)",Downtown,420035240001,40.505751,-79.839599,652.0,67.0,1.0,8,71.5,1.0,8,67.0,1.0,8,71.5,1.0,8,4.5
"Verona borough (Allegheny, PA)",Downtown,420035240002,40.502821,-79.841527,1124.0,64.0,1.0,7,69.0,1.0,7,64.0,1.0,7,69.0,1.0,7,5.0
"Verona borough (Allegheny, PA)",Downtown,420035240003,40.508077,-79.8382,716.0,83.9,1.0,1,,0.0,1,83.9,1.0,1,,0.0,1,
"Verona borough (Allegheny, PA)",Oakland,420035240001,40.505751,-79.839599,652.0,83.1,1.0,8,81.9,1.0,8,83.4,1.0,8,82.7,1.0,8,-1.2
"Verona borough (Allegheny, PA)",Oakland,420035240002,40.502821,-79.841527,1124.0,80.1,1.0,7,79.7,1.0,7,80.4,1.0,7,79.7,1.0,7,-0.4
"Verona borough (Allegheny, PA)",Oakland,420035240003,40.508077,-79.8382,716.0,104.1,1.0,1,,0.0,1,106.1,1.0,1,,0.0,1,
"Versailles borough (Allegheny, PA)",Downtown,420034962001,40.304469,-79.822452,1610.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Versailles borough (Allegheny, PA)",Downtown,420035010001,40.318398,-79.83095,1476.0,135.1,1.0,8,,0.0,5,135.1,1.0,8,,0.0,5,
"Versailles borough (Allegheny, PA)",Oakland,420034962001,40.304469,-79.822452,1610.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Versailles borough (Allegheny, PA)",Oakland,420035010001,40.318398,-79.83095,1476.0,139.1,1.0,8,,0.0,5,139.1,1.0,8,,0.0,5,
West End,Downtown,,40.441707,-80.03399,,22.2,1.0,14,19.3,1.0,14,22.2,1.0,14,19.3,1.0,14,-2.9
West End,Oakland,,40.441707,-80.03399,,44.1,1.0,14,40.4,1.0,14,45.1,1.0,14,40.4,1.0,14,-3.7
"West Homestead borough (Allegheny, PA)",Downtown,,40.405745,-79.919736,,46.1,1.0,4,59.5,1.0,4,46.1,1.0,4,59.5,1.0,4,13.4
"West Homestead borough (Allegheny, PA)",Oakland,,40.405745,-79.919736,,51.1,1.0,4,55.2,1.0,4,51.1,1.0,4,55.7,1.0,4,4.1
"West Mifflin borough (Allegheny, PA)",Downtown,420034881001,40.388039,-79.889773,1013.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Downtown,420034881002,40.385251,-79.883675,1136.0,61.1,1.0,4,58.7,0.642,6,61.1,1.0,4,58.7,0.642,6,-2.4
"West Mifflin borough (Allegheny, PA)",Downtown,420034882001,40.395471,-79.876588,1812.0,77.1,1.0,3,73.9,1.0,3,77.1,1.0,3,73.9,1.0,3,-3.2
"West Mifflin borough (Allegheny, PA)",Downtown,420034882002,40.385976,-79.874986,626.0,60.1,1.0,10,64.9,1.0,10,60.1,1.0,10,64.9,1.0,10,4.8
"West Mifflin borough (Allegheny, PA)",Downtown,420034882003,40.392671,-79.882459,1003.0,58.1,1.0,11,62.7,1.0,11,58.1,1.0,11,62.7,1.0,11,4.6
"West Mifflin borough (Allegheny, PA)",Downtown,420034883002,40.370671,-79.884516,948.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Downtown,420034884002,40.364646,-79.861537,963.0,64.1,1.0,15,77.5,1.0,12,64.1,1.0,15,77.5,1.0,12,13.4
"West Mifflin borough (Allegheny, PA)",Downtown,420034884003,40.360871,-79.859307,895.0,66.1,1.0,12,80.5,1.0,9,66.1,1.0,12,80.5,1.0,9,14.4
"West Mifflin borough (Allegheny, PA)",Downtown,420034884004,40.361033,-79.871199,1736.0,64.1,0.975,9,,0.0,0,64.1,0.975,9,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Downtown,420034885001,40.36601,-79.924073,824.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Downtown,420034885002,40.358249,-79.914409,1286.0,,0.0,4,,0.0,4,,0.0,4,,0.0,4,
"West Mifflin borough (Allegheny, PA)",Downtown,420034885003,40.346437,-79.958032,632.0,57.4,1.0,4,56.4,1.0,4,57.4,1.0,4,56.4,1.0,4,-1.0
"West Mifflin borough (Allegheny, PA)",Downtown,420034886001,40.350305,-79.913863,649.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Downtown,420034886003,40.335962,-79.932567,1232.0,77.4,1.0,3,,0.0,0,77.4,1.0,3,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Downtown,420034886004,40.342028,-79.925226,1870.0,79.1,1.0,2,80.9,1.0,2,79.1,1.0,2,80.9,1.0,2,1.8
"West Mifflin borough (Allegheny, PA)",Oakland,420034881001,40.388039,-79.889773,1013.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Oakland,420034881002,40.385251,-79.883675,1136.0,83.2,1.0,4,72.7,0.642,6,83.2,1.0,4,72.8,0.642,6,-10.5
"West Mifflin borough (Allegheny, PA)",Oakland,420034882001,40.395471,-79.876588,1812.0,88.1,1.0,3,74.2,1.0,3,88.1,1.0,3,74.7,1.0,3,-13.9
"West Mifflin borough (Allegheny, PA)",Oakland,420034882002,40.385976,-79.874986,626.0,75.1,1.0,10,71.7,1.0,10,75.1,1.0,10,71.7,1.0,10,-3.4
"West Mifflin borough (Allegheny, PA)",Oakland,420034882003,40.392671,-79.882459,1003.0,74.1,1.0,11,71.7,1.0,11,74.1,1.0,11,71.7,1.0,11,-2.4
"West Mifflin borough (Allegheny, PA)",Oakland,420034883002,40.370671,-79.884516,948.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Oakland,420034884002,40.364646,-79.861537,963.0,77.2,1.0,15,73.7,1.0,12,77.2,1.0,15,73.7,1.0,12,-3.5
"West Mifflin borough (Allegheny, PA)",Oakland,420034884003,40.360871,-79.859307,895.0,80.1,1.0,12,77.7,1.0,9,80.1,1.0,12,77.7,1.0,9,-2.4
"West Mifflin borough (Allegheny, PA)",Oakland,420034884004,40.361033,-79.871199,1736.0,86.1,0.975,9,,0.0,0,86.1,0.975,9,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Oakland,420034885001,40.36601,-79.924073,824.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Oakland,420034885002,40.358249,-79.914409,1286.0,,0.0,4,,0.0,4,,0.0,4,,0.0,4,
"West Mifflin borough (Allegheny, PA)",Oakland,420034885003,40.346437,-79.958032,632.0,74.1,1.0,4,71.1,1.0,4,74.1,1.0,4,75.4,1.0,4,-3.0
"West Mifflin borough (Allegheny, PA)",Oakland,420034886001,40.350305,-79.913863,649.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Oakland,420034886003,40.335962,-79.932567,1232.0,102.1,1.0,3,,0.0,0,102.1,1.0,3,,0.0,0,
"West Mifflin borough (Allegheny, PA)",Oakland,420034886004,40.342028,-79.925226,1870.0,90.1,1.0,2,93.6,1.0,2,93.6,1.0,2,93.7,1.0,2,3.5
West Oakland,Downtown,420030402002,40.441074,-79.962082,1490.0,25.0,1.0,30,24.5,1.0,21,25.0,1.0,30,24.5,1.0,21,-0.5
West Oakland,Downtown,420039808001,40.434169,-79.968816,3.0,27.1,1.0,6,29.9,1.0,4,27.1,1.0,6,29.9,1.0,4,2.8
"West View borough (Allegheny, PA)",Downtown,420034291002,40.510445,-80.0186,1396.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Downtown,420034293002,40.535612,-80.040765,1482.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Downtown,420034293003,40.526767,-80.052424,2078.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Downtown,420034294003,40.527607,-80.027216,1319.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Downtown,420034294004,40.526312,-80.020937,785.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Downtown,420034301001,40.516125,-80.021767,778.0,48.9,1.0,8,52.9,1.0,9,48.9,1.0,8,52.9,1.0,9,4.0
"West View borough (Allegheny, PA)",Downtown,420034301002,40.514342,-80.025756,1356.0,54.9,1.0,9,56.9,1.0,9,54.9,1.0,9,56.9,1.0,9,2.0
"West View borough (Allegheny, PA)",Downtown,420034302001,40.523977,-80.036476,800.0,,0.0,0,83.6,1.0,4,,0.0,0,83.6,1.0,4,
"West View borough (Allegheny, PA)",Downtown,420034302002,40.519473,-80.031334,1255.0,54.9,1.0,9,55.9,1.0,12,54.9,1.0,9,55.9,1.0,12,1.0
"West View borough (Allegheny, PA)",Downtown,420034302003,40.520072,-80.036099,1004.0,58.9,1.0,9,57.6,1.0,13,58.9,1.0,9,57.6,1.0,13,-1.3
"West View borough (Allegheny, PA)",Downtown,420034302004,40.520044,-80.044476,726.0,56.9,1.0,8,55.9,1.0,8,56.9,1.0,8,55.9,1.0,8,-1.0
"West View borough (Allegheny, PA)",Downtown,420034302005,40.516272,-80.044775,766.0,54.9,1.0,10,53.9,1.0,10,54.9,1.0,10,53.9,1.0,10,-1.0
"West View borough (Allegheny, PA)",Oakland,420034291002,40.510445,-80.0186,1396.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Oakland,420034293002,40.535612,-80.040765,1482.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Oakland,420034293003,40.526767,-80.052424,2078.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Oakland,420034294003,40.527607,-80.027216,1319.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Oakland,420034294004,40.526312,-80.020937,785.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"West View borough (Allegheny, PA)",Oakland,420034301001,40.516125,-80.021767,778.0,73.1,1.0,8,70.4,1.0,9,76.1,1.0,8,72.4,1.0,9,-2.7
"West View borough (Allegheny, PA)",Oakland,420034301002,40.514342,-80.025756,1356.0,78.1,1.0,9,74.4,1.0,9,81.3,1.0,9,75.4,1.0,9,-3.7
"West View borough (Allegheny, PA)",Oakland,420034302001,40.523977,-80.036476,800.0,,0.0,0,104.4,1.0,4,,0.0,0,104.4,1.0,4,
"West View borough (Allegheny, PA)",Oakland,420034302002,40.519473,-80.031334,1255.0,78.1,1.0,9,75.4,1.0,12,81.1,1.0,9,76.4,1.0,12,-2.7
"West View borough (Allegheny, PA)",Oakland,420034302003,40.520072,-80.036099,1004.0,83.1,1.0,9,79.4,1.0,13,86.1,1.0,9,80.4,1.0,13,-3.7
"West View borough (Allegheny, PA)",Oakland,420034302004,40.520044,-80.044476,726.0,80.1,1.0,8,78.4,1.0,8,84.1,1.0,8,78.4,1.0,8,-1.7
"West View borough (Allegheny, PA)",Oakland,420034302005,40.516272,-80.044775,766.0,78.1,1.0,10,76.4,1.0,10,82.1,1.0,10,76.4,1.0,10,-1.7
Westwood,Downtown,420035631001,40.432906,-80.0435,1428.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Westwood,Downtown,420035631002,40.431905,-80.054126,2294.0,55.7,1.0,7,51.3,1.0,7,55.7,1.0,7,51.3,1.0,7,-4.4
Westwood,Oakland,420035631001,40.432906,-80.0435,1428.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Westwood,Oakland,420035631002,40.431905,-80.054126,2294.0,78.1,1.0,7,69.4,1.0,7,78.1,1.0,7,69.4,1.0,7,-8.7
"Whitaker borough (Allegheny, PA)",Downtown,420034850001,40.399038,-79.888739,1179.0,53.1,1.0,19,57.7,1.0,20,53.1,1.0,19,57.7,1.0,20,4.6
"Whitaker borough (Allegheny, PA)",Oakland,420034850001,40.399038,-79.888739,1179.0,69.1,1.0,19,66.9,1.0,20,69.1,1.0,19,67.7,1.0,20,-2.2
"White Oak borough (Allegheny, PA)",Downtown,420035030022,40.34922,-79.824215,1137.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"White Oak borough (Allegheny, PA)",Downtown,420035030023,40.33623,-79.815191,1207.0,72.0,0.433,3,,0.0,0,72.0,0.433,3,,0.0,0,
"White Oak borough (Allegheny, PA)",Downtown,420035030025,40.350769,-79.810115,1666.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"White Oak borough (Allegheny, PA)",Downtown,420035642002,40.324179,-79.7979,918.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"White Oak borough (Allegheny, PA)",Downtown,420035642003,40.34287,-79.789925,866.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"White Oak borough (Allegheny, PA)",Oakland,420035030022,40.34922,-79.824215,1137.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"White Oak borough (Allegheny, PA)",Oakland,420035030023,40.33623,-79.815191,1207.0,90.4,0.433,3,,0.0,0,93.1,0.433,3,,0.0,0,
"White Oak borough (Allegheny, PA)",Oakland,420035030025,40.350769,-79.810115,1666.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"White Oak borough (Allegheny, PA)",Oakland,420035642002,40.324179,-79.7979,918.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"White Oak borough (Allegheny, PA)",Oakland,420035642003,40.34287,-79.789925,866.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Whitehall borough (Allegheny, PA)",Downtown,420034754011,40.349721,-80.018928,1577.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Whitehall borough (Allegheny, PA)",Downtown,420034762001,40.371803,-80.005,723.0,37.5,1.0,2,35.0,1.0,2,37.5,1.0,2,35.0,1.0,2,-2.5
"Whitehall borough (Allegheny, PA)",Downtown,420034762002,40.364896,-80.012032,1348.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Whitehall borough (Allegheny, PA)",Downtown,420034771001,40.363716,-80.003907,1343.0,68.2,0.467,4,51.4,0.842,4,68.2,0.467,4,51.4,0.842,4,-16.8
"Whitehall borough (Allegheny, PA)",Downtown,420034771002,40.352934,-80.001322,994.0,69.2,0.458,4,,0.0,0,69.2,0.458,4,,0.0,0,
"Whitehall borough (Allegheny, PA)",Downtown,420034771003,40.356626,-80.0087,1442.0,72.2,0.408,2,,0.0,0,72.2,0.408,2,,0.0,0,
"Whitehall borough (Allegheny, PA)",Downtown,420034772002,40.366501,-79.989514,716.0,58.4,1.0,6,,0.0,0,58.4,1.0,6,,0.0,0,
"Whitehall borough (Allegheny, PA)",Downtown,420034772003,40.355011,-79.992572,952.0,60.4,1.0,5,51.4,0.833,5,60.4,1.0,5,51.4,0.833,5,-9.0
"Whitehall borough (Allegheny, PA)",Downtown,420034772004,40.366101,-79.996977,1948.0,60.4,1.0,8,,0.0,4,60.4,1.0,8,,0.0,4,
"Whitehall borough (Allegheny, PA)",Downtown,420034773001,40.365593,-79.964759,1474.0,67.4,1.0,20,51.4,1.0,15,67.4,1.0,20,51.4,1.0,15,-16.0
"Whitehall borough (Allegheny, PA)",Downtown,420034773002,40.367327,-79.965794,1131.0,67.4,1.0,16,50.4,1.0,11,67.4,1.0,16,50.4,1.0,11,-17.0
"Whitehall borough (Allegheny, PA)",Downtown,420034773003,40.361637,-79.972836,1312.0,65.4,1.0,6,48.4,1.0,6,65.4,1.0,6,48.4,1.0,6,-17.0
"Whitehall borough (Allegheny, PA)",Downtown,420034773004,40.356737,-79.976229,1091.0,55.4,1.0,4,55.4,1.0,4,55.4,1.0,4,55.4,1.0,4,0.0
"Whitehall borough (Allegheny, PA)",Downtown,420034773005,40.351427,-79.982769,1811.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Whitehall borough (Allegheny, PA)",Downtown,420034804004,40.373267,-79.953731,1112.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Whitehall borough (Allegheny, PA)",Oakland,420034754011,40.349721,-80.018928,1577.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Whitehall borough (Allegheny, PA)",Oakland,420034762001,40.371803,-80.005,723.0,61.1,1.0,2,54.4,1.0,2,63.1,1.0,2,56.4,1.0,2,-6.7
"Whitehall borough (Allegheny, PA)",Oakland,420034762002,40.364896,-80.012032,1348.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Whitehall borough (Allegheny, PA)",Oakland,420034771001,40.363716,-80.003907,1343.0,93.1,0.467,4,73.4,0.842,4,93.1,0.467,4,73.4,0.842,4,-19.7
"Whitehall borough (Allegheny, PA)",Oakland,420034771002,40.352934,-80.001322,994.0,94.1,0.458,4,,0.0,0,94.1,0.458,4,,0.0,0,
"Whitehall borough (Allegheny, PA)",Oakland,420034771003,40.356626,-80.0087,1442.0,97.1,0.408,2,,0.0,0,97.1,0.408,2,,0.0,0,
"Whitehall borough (Allegheny, PA)",Oakland,420034772002,40.366501,-79.989514,716.0,84.1,1.0,6,,0.0,0,84.1,1.0,6,,0.0,0,
"Whitehall borough (Allegheny, PA)",Oakland,420034772003,40.355011,-79.992572,952.0,86.1,1.0,5,73.4,0.833,5,86.1,1.0,5,73.4,0.833,5,-12.7
"Whitehall borough (Allegheny, PA)",Oakland,420034772004,40.366101,-79.996977,1948.0,86.1,1.0,8,,0.0,4,86.1,1.0,8,,0.0,4,
"Whitehall borough (Allegheny, PA)",Oakland,420034773001,40.365593,-79.964759,1474.0,89.1,1.0,20,73.4,1.0,15,89.1,1.0,20,73.4,1.0,15,-15.7
"Whitehall borough (Allegheny, PA)",Oakland,420034773002,40.367327,-79.965794,1131.0,90.1,1.0,16,72.4,1.0,11,90.1,1.0,16,72.4,1.0,11,-17.7
"Whitehall borough (Allegheny, PA)",Oakland,420034773003,40.361637,-79.972836,1312.0,90.1,1.0,6,71.4,1.0,6,90.1,1.0,6,71.4,1.0,6,-18.7
"Whitehall borough (Allegheny, PA)",Oakland,420034773004,40.356737,-79.976229,1091.0,73.1,1.0,4,68.1,1.0,4,73.1,1.0,4,74.4,1.0,4,-5.0
"Whitehall borough (Allegheny, PA)",Oakland,420034773005,40.351427,-79.982769,1811.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Whitehall borough (Allegheny, PA)",Oakland,420034804004,40.373267,-79.953731,1112.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Wilkins township (Allegheny, PA)",Downtown,420035200011,40.426608,-79.818376,1443.0,,0.0,1,,0.0,1,,0.0,1,,0.0,1,
"Wilkins township (Allegheny, PA)",Downtown,420035200012,40.436324,-79.813687,1815.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Wilkins township (Allegheny, PA)",Oakland,420035200011,40.426608,-79.818376,1443.0,,0.0,1,,0.0,1,,0.0,1,,0.0,1,
"Wilkins township (Allegheny, PA)",Oakland,420035200012,40.436324,-79.813687,1815.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035162001,40.433644,-79.879353,797.0,48.0,1.0,4,48.4,1.0,4,53.0,1.0,4,51.5,1.0,4,0.4
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035604001,40.443966,-79.890805,695.0,30.0,1.0,28,34.5,1.0,19,30.0,1.0,28,34.5,1.0,19,4.5
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035604002,40.441782,-79.890742,858.0,33.0,1.0,26,39.7,1.0,18,33.0,1.0,26,39.7,1.0,18,6.7
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035605001,40.439362,-79.89201,975.0,41.7,1.0,21,45.5,1.0,14,43.7,1.0,21,46.5,1.0,14,3.8
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035605002,40.43678,-79.890832,1218.0,52.9,1.0,9,,0.0,0,53.0,1.0,9,,0.0,0,
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035614001,40.450411,-79.855919,581.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035614002,40.453568,-79.86034,988.0,44.0,1.0,11,49.5,1.0,11,44.0,1.0,11,49.5,1.0,11,5.5
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035614003,40.448856,-79.866754,1000.0,41.0,1.0,13,40.5,1.0,13,41.0,1.0,13,40.5,1.0,13,-0.5
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035614004,40.445887,-79.863488,1443.0,38.7,1.0,11,43.4,1.0,12,38.7,1.0,11,43.4,1.0,12,4.7
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035615001,40.440821,-79.866803,1228.0,38.0,1.0,6,41.4,1.0,8,38.0,1.0,6,41.4,1.0,8,3.4
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035615002,40.437086,-79.8686,752.0,37.0,1.0,4,47.7,1.0,4,37.0,1.0,4,47.7,1.0,4,10.7
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035615003,40.443521,-79.873433,608.0,38.7,1.0,14,39.4,1.0,14,38.7,1.0,14,39.4,1.0,14,0.7
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035647001,40.439253,-79.877698,528.0,30.9,1.0,24,36.5,1.0,21,31.0,1.0,24,36.5,1.0,21,5.6
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035647002,40.436191,-79.87822,606.0,37.9,1.0,13,47.4,1.0,9,38.0,1.0,13,49.7,1.0,9,9.5
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035647003,40.44007,-79.883623,1050.0,30.0,1.0,30,33.4,1.0,24,30.0,1.0,30,33.4,1.0,24,3.4
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035648001,40.446418,-79.876058,716.0,41.0,1.0,9,41.4,1.0,8,41.0,1.0,9,41.4,1.0,8,0.4
"Wilkinsburg borough (Allegheny, PA)",Downtown,420035648002,40.446525,-79.882265,1103.0,30.0,1.0,17,34.5,1.0,14,30.0,1.0,17,34.5,1.0,14,4.5
