STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
42,079,200100,2,1658,+41.247164,-075.882497
42,079,200100,3,964,+41.247812,-075.876225
42,079,200200,1,1149,+41.245421,-075.907495
42,079,200200,2,965,+41.243831,-075.895601
42,079,200200,3,811,+41.243120,-075.903589
42,079,200200,4,758,+41.242040,-075.900415
42,079,200300,1,1077,+41.240258,-075.917055
42,079,200300,2,790,+41.238815,-075.912710
42,079,200400,1,1209,+41.236444,-075.910473
42,079,200400,2,1423,+41.232386,-075.908723
42,079,200500,1,765,+41.242075,-075.890873
42,079,200500,2,1153,+41.238711,-075.902079
42,079,200500,3,744,+41.238764,-075.897347
42,079,200600,1,1496,+41.228291,-075.899947
42,079,200600,2,757,+41.224779,-075.894764
42,079,200700,1,696,+41.228699,-075.891928
42,079,200700,2,962,+41.230906,-075.895737
42,079,200700,3,2063,+41.234108,-075.894709
42,079,200800,1,866,+41.236389,-075.886399
42,079,200800,2,874,+41.232833,-075.888380
42,079,200800,3,850,+41.231103,-075.881356
42,079,200800,4,1150,+41.233111,-075.884158
42,079,200900,1,898,+41.239637,-075.880122
42,079,200900,2,795,+41.237329,-075.878523
42,079,200900,3,628,+41.236335,-075.876170
42,079,200900,4,931,+41.234469,-075.874832
42,079,201000,1,1564,+41.238686,-075.871222
42,079,201000,2,1294,+41.239415,-075.865974
42,079,201100,1,1342,+41.249962,-075.871344
42,079,201200,1,1247,+41.254826,-075.874175
42,079,201200,2,1439,+41.255634,-075.868718
42,079,201300,1,1175,+41.257721,-075.860466
42,079,201300,2,1078,+41.252952,-075.865982
42,079,201400,1,1010,+41.248213,-075.859759
42,079,201400,2,619,+41.247083,-075.865771
42,079,201400,3,761,+41.245169,-075.865041
42,079,201500,1,871,+41.260529,-075.843777
42,079,201500,2,1449,+41.255924,-075.844727
42,079,201600,1,813,+41.266726,-075.836181
42,079,201600,2,623,+41.258579,-075.835860
42,079,201600,3,1303,+41.268513,-075.842994
42,079,210100,1,1854,+41.315099,-075.779266
42,079,210100,2,1332,+41.315541,-075.717355
42,079,210200,1,1260,+41.323033,-075.752250
42,079,210200,2,703,+41.319719,-075.745770
42,079,210200,3,576,+41.325420,-075.740937
42,079,210300,1,805,+41.341823,-075.736237
42,079,210300,2,862,+41.335737,-075.741824
42,079,210300,3,840,+41.334969,-075.750765
42,079,210400,1,1329,+41.328560,-075.773872
42,079,210500,1,1866,+41.343518,-075.768762
42,079,210500,2,724,+41.353124,-075.763676
42,079,210500,3,694,+41.348705,-075.757927
42,079,210500,4,540,+41.350373,-075.767639
42,079,210500,5,1212,+41.347188,-075.747685
42,079,210600,1,1224,+41.317603,-075.798266
42,079,210600,2,1480,+41.316455,-075.791996
42,079,210700,1,834,+41.339673,-075.782925
42,079,210700,2,908,+41.333018,-075.783843
42,079,210800,1,788,+41.328454,-075.782502
42,079,210800,2,1170,+41.324942,-075.785182
42,079,210800,3,1187,+41.320894,-075.785234
42,079,211000,1,862,+41.335586,-075.800546
42,079,211000,2,1131,+41.331379,-075.796393
42,079,211000,3,658,+41.328890,-075.800344
42,079,211000,4,793,+41.324957,-075.800530
42,079,211000,5,1208,+41.329962,-075.804545
42,079,211101,1,1594,+41.328579,-075.820674
42,079,211101,2,1063,+41.322193,-075.815446
42,079,211101,3,894,+41.317327,-075.823151
42,079,211101,4,1030,+41.322277,-075.831720
42,079,211101,5,933,+41.338795,-075.818033
42,079,211102,1,1382,+41.397686,-075.847185
42,079,211102,2,669,+41.361703,-075.830523
42,079,211201,1,723,+41.335465,-075.964123
42,079,211201,2,897,+41.327819,-075.961488
42,079,211201,3,1074,+41.332785,-075.973980
42,079,211203,1,1716,+41.381207,-075.895663
42,079,211204,1,1421,+41.337840,-075.953114
42,079,211204,2,739,+41.321105,-075.958516
42,079,211204,3,1705,+41.348531,-075.971159
42,079,211204,4,1988,+41.363319,-075.941441
42,079,211204,5,777,+41.331516,-075.938902
42,079,211205,1,709,+41.370665,-075.992994
42,079,211205,2,1760,+41.344221,-075.985391
42,079,211301,1,1149,+41.300230,-075.958981
42,079,211301,2,1319,+41.277080,-075.980625
42,079,211301,3,2163,+41.267008,-076.019520
42,079,211302,1,811,+41.270326,-076.078745
42,079,211302,2,1424,+41.301868,-076.030734
42,079,211302,3,1111,+41.330684,-076.011214
42,079,211303,1,1270,+41.364984,-076.031213
42,079,211303,2,1518,+41.358078,-076.047764
42,079,211304,1,1166,+41.330097,-076.109151
42,079,211304,2,827,+41.345710,-076.066605
42,079,211400,1,717,+41.331367,-075.920102
42,079,211400,2,1414,+41.309369,-075.919554
42,079,211400,3,1330,+41.317543,-075.931109
42,079,211400,4,1066,+41.310018,-075.940652
42,079,211400,5,841,+41.323346,-075.939078
42,079,211400,6,1740,+41.333848,-075.900037
42,079,211500,1,682,+41.318862,-075.839295
42,079,211500,2,1014,+41.323025,-075.855016
42,079,211500,3,942,+41.311309,-075.855115
42,079,211600,1,870,+41.313875,-075.831442
42,079,211600,2,1031,+41.310865,-075.832940
42,079,211600,3,1201,+41.307644,-075.840730
42,079,211701,1,1093,+41.297534,-075.781075
42,079,211701,2,2069,+41.306591,-075.803324
42,079,211701,3,1759,+41.296823,-075.817770
42,079,211702,1,1451,+41.291008,-075.792299
42,079,211800,1,1072,+41.258630,-075.803752
42,079,211800,2,909,+41.252927,-075.829163
42,079,211900,1,936,+41.286209,-075.846126
42,079,211900,2,1189,+41.287269,-075.833731
42,079,211900,3,2279,+41.275569,-075.829695
42,079,211900,4,1591,+41.277582,-075.848924
42,079,212000,1,1038,+41.274138,-075.852552
42,079,212000,2,794,+41.270360,-075.857612
42,079,212100,1,795,+41.293969,-075.867643
42,079,212100,2,1657,+41.284121,-075.877434
42,079,212100,3,1090,+41.282233,-075.872404
42,079,212100,4,697,+41.274793,-075.874857
42,079,212200,1,990,+41.300599,-075.867823
42,079,212200,2,796,+41.294087,-075.873112
42,079,212200,3,795,+41.286793,-075.881567
42,079,212200,4,1460,+41.297822,-075.880259
42,079,212200,5,980,+41.289733,-075.885580
42,079,212300,1,864,+41.288256,-075.895207
42,079,212300,2,712,+41.285625,-075.897323
42,079,212300,3,1135,+41.280989,-075.889918
42,079,212700,1,1381,+41.270202,-075.901186
42,079,212700,2,1325,+41.263761,-075.898581
42,079,212700,3,1272,+41.269682,-075.893278
42,079,212700,4,1239,+41.274587,-075.887706
42,079,212800,1,649,+41.272644,-075.880690
42,079,212800,2,830,+41.269632,-075.885432
42,079,212800,3,1043,+41.264563,-075.883232
42,079,212800,4,919,+41.267134,-075.879430
42,079,212900,1,1451,+41.262587,-075.889649
42,079,213000,1,776,+41.260249,-075.893428
42,079,213000,2,703,+41.257671,-075.896087
42,079,213100,1,1761,+41.255491,-075.887627
42,079,213200,1,1416,+41.272100,-075.911816
42,079,213200,2,1521,+41.268617,-075.906590
42,079,213200,3,1033,+41.265068,-075.910366
42,079,213200,4,959,+41.257743,-075.903667
42,079,213300,1,689,+41.282946,-075.910962
42,079,213300,2,893,+41.276759,-075.901181
42,079,213400,1,1083,+41.268527,-075.931031
42,079,213400,2,996,+41.264085,-075.918491
42,079,213400,3,1026,+41.258099,-075.928866
42,079,213400,4,1120,+41.250634,-075.935595
42,079,213600,1,1160,+41.244076,-075.938613
42,079,213600,2,993,+41.243479,-075.944163
42,079,213700,1,767,+41.242338,-075.948731
42,079,213700,2,1238,+41.241833,-075.954966
42,079,213800,1,1605,+41.237783,-075.959565
42,079,213900,1,865,+41.242092,-075.972338
42,079,213900,2,852,+41.229531,-076.022507
42,079,214100,1,986,+41.202679,-076.008488
42,079,214100,2,1510,+41.199224,-076.005827
42,079,214100,3,1004,+41.208778,-076.009982
42,079,214200,1,734,+41.200909,-075.996077
42,079,214200,2,1531,+41.204549,-075.994821
42,079,214200,3,685,+41.202713,-075.996801
42,079,214300,1,917,+41.199276,-075.993699
42,079,214300,2,1204,+41.188085,-075.983868
42,079,214400,1,1196,+41.194364,-076.003420
42,079,214400,2,861,+41.192249,-076.000966
42,079,214500,1,861,+41.235634,-075.928590
42,079,214500,2,881,+41.232481,-075.934911
42,079,214600,1,717,+41.218376,-075.926163
42,079,214600,2,1212,+41.229993,-075.918247
42,079,214600,3,2166,+41.226621,-075.912312
42,079,214900,1,798,+41.221311,-075.897243
42,079,214900,2,660,+41.205945,-075.909564
42,079,215000,1,1001,+41.195927,-075.931619
42,079,215000,2,527,+41.190384,-075.953782
42,079,215100,1,1031,+41.217524,-075.900720
42,079,215100,2,686,+41.213261,-075.896554
42,079,215100,3,879,+41.210843,-075.904690
42,079,215200,1,965,+41.222292,-075.887053
42,079,215200,2,2218,+41.231085,-075.860748
42,079,215300,1,1406,+41.217928,-075.820425
42,079,215300,2,1348,+41.211290,-075.730418
42,079,215300,3,1228,+41.158863,-075.729365
42,079,215400,1,1323,+41.096763,-075.794894
42,079,215400,2,1166,+41.059800,-075.777241
42,079,215501,1,2440,+41.154276,-075.883417
42,079,215501,2,2263,+41.162927,-075.873844
42,079,215502,1,2489,+41.138739,-075.908677
42,079,215502,2,2438,+41.111935,-075.931220
42,079,215502,3,795,+41.113682,-075.897275
42,079,215503,1,1510,+41.134583,-075.940397
42,079,215503,2,2122,+41.156687,-075.935377
42,079,215504,1,666,+41.155513,-075.976241
42,079,215504,2,621,+41.122762,-076.008243
42,079,215504,3,1455,+41.091366,-075.995016
42,079,215504,4,1054,+41.141890,-076.032888
42,079,215600,1,1601,+41.187122,-076.025798
42,079,215600,2,293,+41.188438,-076.080144
42,079,215600,3,938,+41.175870,-076.018443
42,079,215600,4,766,+41.172265,-076.075939
42,079,215600,5,835,+41.177478,-076.073029
42,079,215701,1,936,+41.252248,-076.122324
42,079,215701,2,1287,+41.222065,-076.095764
42,079,215702,1,2667,+41.192965,-076.162526
42,079,215800,1,1100,+41.302942,-076.155267
42,079,215800,2,1626,+41.264591,-076.164774
42,079,215900,1,1210,+41.262952,-076.269018
42,079,215900,2,1177,+41.200337,-076.264225
42,079,215900,3,1098,+41.169510,-076.236690
42,079,216100,1,798,+41.119860,-076.186652
42,079,216100,2,1187,+41.076777,-076.186375
42,079,216100,3,790,+41.069510,-076.221645
42,079,216100,4,1252,+41.062093,-076.222154
42,079,216200,1,503,+41.140866,-076.138261
42,079,216200,2,809,+41.113245,-076.108332
42,079,216200,3,1162,+41.069238,-076.085814
42,079,216200,4,1081,+41.038756,-076.170879
42,079,216200,5,763,+41.050769,-076.218300
42,079,216200,6,717,+41.054289,-076.215222
42,079,216400,1,739,+40.987065,-076.162180
42,079,216400,2,1170,+40.947467,-076.156372
42,079,216501,1,1035,+40.994043,-076.066870
42,079,216501,2,790,+40.987906,-076.054441
42,079,216502,1,1222,+41.013363,-076.084723
42,079,216502,2,1579,+40.983797,-076.085326
42,079,216502,3,1045,+40.991685,-076.037965
42,079,216601,1,1857,+41.010262,-075.977812
42,079,216601,2,1382,+41.031860,-075.992253
42,079,216602,1,3016,+41.045225,-075.997878
42,079,216602,2,1073,+41.032214,-075.937704
42,079,216602,3,2157,+41.040450,-075.934310
42,079,216700,1,836,+41.023037,-075.899154
42,079,216700,2,1923,+41.019126,-075.894117
42,079,216700,3,1074,+41.017632,-075.899891
42,079,216800,1,1526,+41.041606,-075.811804
42,079,216800,2,562,+41.006445,-075.823772
42,079,216800,3,1428,+41.017694,-075.894593
42,079,216900,1,1733,+40.995897,-075.942648
42,079,216900,2,1340,+40.960805,-075.951067
42,079,216900,3,1623,+40.988174,-075.967154
42,079,217001,1,911,+40.957241,-076.006800
42,079,217001,2,1428,+40.934505,-076.038771
42,079,217002,1,1569,+40.985753,-075.996201
42,079,217002,2,1556,+40.971857,-075.989710
42,079,217100,1,852,+40.968727,-075.969847
42,079,217100,2,1718,+40.964744,-075.960863
42,079,217100,3,1338,+40.962983,-075.966701
42,079,217200,1,1705,+40.951958,-075.967560
42,079,217200,2,860,+40.951813,-075.972457
42,079,217200,3,1341,+40.949127,-075.974161
42,079,217300,1,1078,+40.940492,-075.966985
42,079,217300,2,906,+40.941057,-075.974937
42,079,217300,3,1687,+40.944327,-075.958480
42,079,217400,1,768,+40.950750,-075.977319
42,079,217400,2,983,+40.949257,-075.981831
42,079,217500,1,1693,+40.955668,-075.972294
42,079,217500,2,1687,+40.957192,-075.980814
42,079,217600,1,975,+40.962913,-075.972563
42,079,217600,2,1108,+40.959698,-075.972776
42,079,217600,3,1638,+40.961521,-075.977371
42,079,217700,1,1197,+40.967971,-075.974204
42,079,217700,2,1270,+40.969893,-075.980301
42,079,217700,3,1899,+40.965118,-075.980233
42,079,217700,4,1124,+40.969536,-075.986225
42,079,217800,1,2437,+40.960372,-075.984087
42,079,217800,2,1699,+40.963678,-075.988414
42,079,217900,1,702,+40.969182,-076.004736
42,079,217900,2,1241,+40.963197,-075.994776
42,079,217900,3,1135,+40.959784,-075.991555
42,079,217900,4,2085,+40.958549,-075.998305
42,079,218000,1,1108,+41.197268,-075.961578
42,079,218000,2,1213,+41.220500,-075.949094
42,079,218000,3,1829,+41.219130,-075.938346
42,081,000100,1,1335,+41.256625,-076.987584
42,081,000100,2,822,+41.256761,-076.998899
42,081,000100,3,1097,+41.254306,-077.004658
42,081,000200,1,690,+41.251627,-077.019232
42,081,000200,2,722,+41.254278,-077.012094
42,081,000200,3,718,+41.249624,-077.010820
42,081,000300,1,639,+41.245340,-077.023981
42,081,000300,2,677,+41.244879,-077.030004
42,081,000300,3,664,+41.244760,-077.036051
42,081,000300,4,932,+41.241028,-077.037576
42,081,000300,5,639,+41.243978,-077.044334
42,081,000300,6,1059,+41.241058,-077.029788
42,081,000300,7,1156,+41.240762,-077.023515
42,081,000400,1,510,+41.247056,-077.009852
42,081,000400,2,629,+41.245506,-077.019601
42,081,000400,3,1062,+41.241888,-077.017648
42,081,000400,4,1017,+41.243033,-077.010422
42,081,000400,5,684,+41.238929,-077.014146
42,081,000500,1,820,+41.249411,-076.998202
42,081,000500,2,897,+41.247588,-077.005099
42,081,000500,3,838,+41.245617,-077.000083
42,081,000600,1,1409,+41.250449,-076.989086
42,081,000600,2,1066,+41.242997,-076.997846
42,081,000800,1,1687,+41.236574,-077.027498
42,081,000800,2,589,+41.236720,-077.015528
42,081,000900,1,946,+41.232680,-077.052523
42,081,000900,2,1355,+41.236419,-077.056953
42,081,001000,1,1081,+41.241110,-077.056065
42,081,001000,2,810,+41.241432,-077.069212
42,081,001000,3,1204,+41.237004,-077.064875
42,081,010100,1,1589,+41.459921,-077.185005
42,081,010100,2,604,+41.516802,-076.933171
42,081,010200,1,480,+41.363417,-077.413658
42,081,010200,2,534,+41.249949,-077.314489
42,081,010300,1,1339,+41.272373,-077.232666
42,081,010300,2,867,+41.292789,-077.166188
42,081,010300,3,1047,+41.224762,-077.213929
42,081,010400,1,862,+41.395341,-077.049359
42,081,010400,2,740,+41.310671,-077.114156
42,081,010400,3,945,+41.330654,-077.057375
42,081,010400,4,718,+41.310391,-077.013314
42,081,010400,5,915,+41.310765,-077.058648
42,081,010400,6,751,+41.299209,-077.070341
42,081,010501,1,1200,+41.410803,-076.942989
42,081,010501,2,597,+41.387616,-076.825294
42,081,010502,1,757,+41.308315,-076.836514
42,081,010502,2,1811,+41.318987,-076.912412
42,081,010502,3,1236,+41.318578,-076.975319
42,081,010600,1,1550,+41.289203,-076.662498
42,081,010600,2,1015,+41.199593,-076.658119
42,081,010600,3,903,+41.233880,-076.588185
42,081,010600,4,850,+41.243893,-076.518419
42,081,010700,1,982,+41.304869,-076.770833
42,081,010700,2,1439,+41.258468,-076.715719
42,081,010700,3,1672,+41.230769,-076.732983
42,081,010700,4,1344,+41.238750,-076.722692
42,081,010700,5,810,+41.241251,-076.727627
42,081,010800,1,1178,+41.248335,-076.795899
42,081,010800,2,1524,+41.216911,-076.758340
42,081,010800,3,1029,+41.195285,-076.738781
42,081,010800,4,1020,+41.193506,-076.791406
42,081,010800,5,889,+41.202435,-076.786018
42,081,010800,6,807,+41.206669,-076.786416
42,081,010800,7,744,+41.196994,-076.782968
42,081,010900,1,1571,+41.266423,-076.873387
42,081,010900,2,1263,+41.244247,-076.869529
42,081,011000,1,1001,+41.259155,-076.910377
42,081,011000,2,1045,+41.252051,-076.909613
42,081,011000,3,988,+41.248973,-076.921548
42,081,011000,4,810,+41.253043,-076.923479
42,081,011000,5,906,+41.253519,-076.918177
42,081,011100,1,1045,+41.254105,-076.950625
42,081,011100,2,1132,+41.259911,-076.955367
42,081,011100,3,1114,+41.258591,-076.965481
42,081,011100,4,1445,+41.256389,-076.977209
42,081,011100,5,961,+41.253226,-076.965951
42,081,011200,1,2545,+41.277843,-076.946698
42,081,011200,2,1955,+41.271638,-076.997589
42,081,011200,3,1364,+41.269389,-077.038059
42,081,011301,1,1095,+41.237939,-077.131477
42,081,011301,2,951,+41.228601,-077.169640
42,081,011302,1,1750,+41.253408,-077.078145
42,081,011302,2,760,+41.277554,-077.074167
42,081,011302,3,801,+41.251945,-077.051140
42,081,011302,4,1123,+41.258159,-077.052004
42,081,011302,5,541,+41.263436,-077.045163
42,081,011400,1,686,+41.212783,-077.000501
42,081,011400,2,968,+41.212626,-077.113467
42,081,011601,1,1200,+41.222648,-077.035456
42,081,011603,1,682,+41.232157,-077.002324
42,081,011603,2,902,+41.224665,-077.014190
42,081,011603,3,641,+41.224229,-077.022858
42,081,011604,1,755,+41.226082,-077.005193
42,081,011604,2,1126,+41.232668,-076.994581
42,081,011604,3,885,+41.228305,-076.995947
42,081,011604,4,1270,+41.230020,-076.987076
42,081,011701,1,1568,+41.171507,-076.874786
42,081,011701,2,1339,+41.190805,-076.854094
42,081,011701,3,1349,+41.203667,-076.829223
42,081,011702,1,1768,+41.136128,-077.019860
42,081,011702,2,1533,+41.174169,-076.915291
42,081,011800,1,1188,+41.185618,-077.177103
42,081,011800,2,1966,+41.147231,-077.168244
42,081,011900,1,1528,+41.199859,-077.272508
42,081,011900,2,1108,+41.199603,-077.278001
42,081,011900,3,1021,+41.202113,-077.269473
42,081,011900,4,622,+41.202958,-077.260750
42,081,011900,5,666,+41.204848,-077.256901
42,081,011900,6,749,+41.198553,-077.255542
42,083,420100,1,1403,+41.961718,-078.706066
42,083,420100,2,1915,+41.980804,-078.650573
42,083,420200,1,1575,+41.949728,-078.651859
42,083,420200,2,1203,+41.954324,-078.645122
42,083,420300,1,582,+41.960190,-078.658803
42,083,420300,2,927,+41.961175,-078.647179
42,083,420300,3,950,+41.956747,-078.658213
42,083,420400,1,1071,+41.967783,-078.645739
42,083,420400,2,1540,+41.963454,-078.627465
42,083,420500,1,975,+41.981214,-078.586853
42,083,420500,2,1020,+41.951032,-078.577220
42,083,420500,3,856,+41.903970,-078.589546
42,083,420600,1,1323,+41.948205,-078.479148
42,083,420600,2,711,+41.887689,-078.460519
42,083,420600,3,689,+41.950883,-078.412735
42,083,420600,4,878,+41.966542,-078.367240
42,083,420600,5,936,+41.929671,-078.354663
42,083,420600,6,615,+41.961841,-078.246078
42,083,420700,1,838,+41.863921,-078.285724
42,083,420700,2,1182,+41.789891,-078.254585
42,083,420700,3,1654,+41.817774,-078.281551
42,083,420700,4,683,+41.821583,-078.331836
42,083,420800,1,1555,+41.814861,-078.477268
42,083,420800,2,1117,+41.787073,-078.442365
42,083,420800,3,968,+41.786710,-078.397078
42,083,420900,1,1231,+41.750966,-078.653219
42,083,420900,2,838,+41.710880,-078.615268
42,083,421000,1,3145,+41.930091,-078.679684
42,083,421000,2,2233,+41.837907,-078.666597
42,083,421000,3,0,+41.798006,-078.687654
42,083,421100,1,799,+41.719100,-078.868262
42,083,421100,2,1886,+41.663781,-078.806202
42,083,421100,3,816,+41.658275,-078.782411
42,083,421200,1,855,+41.652091,-078.832380
42,083,421200,2,1463,+41.659545,-078.815419
42,085,030100,1,720,+41.238823,-080.516272
42,085,030100,2,628,+41.230250,-080.516336
42,085,030100,3,586,+41.224709,-080.517395
42,085,030300,1,971,+41.248161,-080.498509
42,085,030300,2,630,+41.241005,-080.499739
42,085,030300,3,692,+41.234834,-080.501591
42,085,030300,4,889,+41.235344,-080.495856
42,085,030400,1,1051,+41.239939,-080.485872
42,085,030400,2,817,+41.233637,-080.486897
42,085,030400,3,833,+41.229641,-080.487876
42,085,030500,1,912,+41.225783,-080.493260
42,085,030500,2,763,+41.224030,-080.487882
42,085,030500,3,710,+41.219291,-080.492774
42,085,030900,1,806,+41.209763,-080.493916
42,085,030900,2,921,+41.212777,-080.488213
42,085,030900,3,835,+41.209228,-080.478241
42,085,031100,1,687,+41.221095,-080.477190
42,085,031100,2,845,+41.209546,-080.468001
42,085,031200,1,892,+41.222577,-080.453000
42,085,031200,2,1679,+41.220786,-080.437016
42,085,031200,3,1233,+41.223307,-080.408779
42,085,031200,4,1683,+41.201032,-080.439741
42,085,031300,1,762,+41.262143,-080.426042
42,085,031300,2,1856,+41.244142,-080.429686
42,085,031400,1,1189,+41.251504,-080.467205
42,085,031400,2,786,+41.244278,-080.475886
42,085,031400,3,785,+41.244084,-080.461083
42,085,031400,4,728,+41.236240,-080.476050
42,085,031400,5,951,+41.233219,-080.461735
42,085,031400,6,1033,+41.229964,-080.474513
42,085,031700,1,839,+41.254332,-080.484046
42,085,031700,2,714,+41.259877,-080.475553
42,085,031700,3,923,+41.254380,-080.476666
42,085,031800,1,1276,+41.427928,-080.293042
42,085,031800,2,953,+41.453116,-080.218661
42,085,031800,3,1168,+41.459930,-080.083838
42,085,031800,4,611,+41.415118,-080.217446
42,085,031800,5,721,+41.390367,-080.227236
42,085,031900,1,947,+41.450306,-080.350256
42,085,031900,2,2021,+41.405904,-080.356534
42,085,031900,3,770,+41.401593,-080.361830
42,085,031900,4,944,+41.386403,-080.373541
42,085,032000,1,582,+41.486596,-080.437438
42,085,032000,2,1052,+41.467052,-080.442401
42,085,032000,3,1364,+41.427008,-080.412703
42,085,032000,4,1175,+41.394558,-080.462442
42,085,032000,5,677,+41.381145,-080.411146
42,085,032100,1,528,+41.405289,-080.397033
42,085,032100,2,1143,+41.409798,-080.386658
42,085,032100,3,1081,+41.400972,-080.391715
42,085,032200,1,820,+41.401192,-080.372634
42,085,032200,2,794,+41.407931,-080.372982
42,085,032200,3,1174,+41.401108,-080.380054
42,085,032300,1,817,+41.323207,-080.487187
42,085,032300,2,1263,+41.281024,-080.490390
42,085,032300,3,1149,+41.277505,-080.429689
42,085,032401,1,1477,+41.326032,-080.424672
42,085,032402,1,572,+41.346593,-080.401535
42,085,032402,2,1069,+41.337217,-080.402847
42,085,032403,1,436,+41.320811,-080.258355
42,085,032403,2,1164,+41.320121,-080.352471
42,085,032403,3,920,+41.336407,-080.295858
42,085,032502,1,1372,+41.276139,-080.154568
42,085,032502,2,827,+41.269582,-080.049988
42,085,032503,1,1652,+41.336019,-080.187272
42,085,032504,1,945,+41.335766,-080.108204
42,085,032504,2,649,+41.350922,-080.081045
42,085,032504,3,1202,+41.340688,-080.062992
42,085,032505,1,1458,+41.403686,-080.085770
42,085,032601,1,1226,+41.253331,-080.355643
42,085,032601,2,693,+41.262250,-080.286724
42,085,032601,3,1107,+41.254468,-080.242509
42,085,032601,4,1046,+41.278325,-080.196929
42,085,032601,5,880,+41.222207,-080.275176
42,085,032601,6,789,+41.186441,-080.271940
42,085,032602,1,746,+41.227644,-080.243818
42,085,032602,2,1262,+41.211219,-080.174220
42,085,032602,3,1190,+41.226287,-080.233564
42,085,032602,4,1581,+41.203093,-080.223712
42,085,032701,1,818,+41.174413,-080.454813
42,085,032701,2,790,+41.175540,-080.495759
42,085,032701,3,1030,+41.150258,-080.477463
42,085,032701,4,671,+41.178603,-080.414720
42,085,032701,5,1031,+41.158033,-080.420620
42,085,032702,1,1156,+41.178456,-080.348011
42,085,032702,2,1315,+41.220135,-080.356563
42,085,032801,1,1500,+41.147206,-080.063957
42,085,032801,2,718,+41.215925,-080.062143
42,085,032801,3,1301,+41.180236,-080.049369
42,085,032802,1,482,+41.146832,-080.111004
42,085,032802,2,915,+41.180824,-080.100843
42,085,032802,3,560,+41.164988,-080.118195
42,085,032900,1,800,+41.162540,-080.097496
42,085,032900,2,1267,+41.165435,-080.084894
42,085,032900,3,1124,+41.162852,-080.073333
42,085,033000,1,958,+41.158373,-080.094932
42,085,033000,2,775,+41.153834,-080.091500
42,085,033000,3,632,+41.150683,-080.081042
42,085,033000,4,504,+41.158157,-080.086502
42,085,033000,5,1859,+41.155521,-080.079039
42,085,033100,1,1420,+41.138946,-080.324147
42,085,033100,2,1053,+41.143531,-080.225559
42,085,033100,3,800,+41.150830,-080.175368
42,085,033100,4,1405,+41.118004,-080.098902
42,085,033200,1,831,+41.230260,-080.509953
42,085,033200,2,714,+41.222576,-080.501630
42,085,033200,3,388,+41.227229,-080.503170
42,085,033200,4,1012,+41.227641,-080.497538
42,085,033300,1,890,+41.263975,-080.477992
42,085,033300,2,1102,+41.253381,-080.511760
42,085,033300,3,889,+41.258035,-080.492554
42,085,033400,1,538,+41.217717,-080.501393
42,085,033400,2,585,+41.202946,-080.493006
42,085,033400,3,758,+41.207138,-080.500673
42,085,033400,4,419,+41.212369,-080.500948
42,087,960100,1,891,+40.741607,-077.472926
42,087,960100,2,985,+40.713221,-077.583167
42,087,960100,3,2142,+40.718407,-077.577084
42,087,960200,1,2859,+40.682330,-077.612292
42,087,960200,2,1253,+40.657476,-077.618634
42,087,960300,1,2724,+40.613159,-077.714652
42,087,960300,2,929,+40.604013,-077.746612
42,087,960300,3,1974,+40.558092,-077.792693
42,087,960400,1,1079,+40.403640,-077.862245
42,087,960400,2,818,+40.431206,-077.814480
42,087,960400,3,950,+40.384880,-077.830102
42,087,960500,1,1299,+40.531212,-077.722309
42,087,960500,2,1106,+40.486353,-077.757670
42,087,960500,3,1191,+40.487799,-077.702832
42,087,960600,1,2043,+40.579116,-077.637357
42,087,960600,2,980,+40.571389,-077.607326
42,087,960600,3,761,+40.549109,-077.617508
42,087,960600,4,1409,+40.573592,-077.578281
42,087,960700,1,1034,+40.608509,-077.565449
42,087,960700,2,1308,+40.602155,-077.566511
42,087,960800,1,887,+40.597282,-077.579621
42,087,960800,2,1549,+40.593275,-077.592617
42,087,960800,3,1429,+40.602562,-077.572191
42,087,960900,1,1557,+40.591556,-077.568814
42,087,960900,2,815,+40.590921,-077.562660
42,087,961000,1,1038,+40.638010,-077.565289
42,087,961000,2,953,+40.632805,-077.558333
42,087,961101,1,1195,+40.632747,-077.537414
42,087,961101,2,1178,+40.616732,-077.536972
42,087,961101,3,1040,+40.605112,-077.532754
42,087,961102,1,1033,+40.650870,-077.550044
42,087,961102,2,801,+40.640410,-077.579981
42,087,961102,3,1228,+40.620986,-077.577800
42,087,961102,4,737,+40.619842,-077.565467
42,087,961200,1,643,+40.713583,-077.403718
42,087,961200,2,1401,+40.674316,-077.446074
42,087,961200,3,924,+40.677777,-077.390094
42,089,300101,1,1138,+41.148387,-075.210291
42,089,300101,2,2050,+41.086114,-075.194587
42,089,300101,3,490,+41.116155,-075.233934
42,089,300103,1,1455,+41.082247,-075.129606
42,089,300103,2,1684,+41.117198,-075.136878
42,089,300103,3,448,+41.136910,-075.138834
42,089,300104,1,2002,+41.084520,-075.158488
42,089,300104,2,1018,+41.101296,-075.176272
42,089,300201,1,1428,+41.195451,-075.232482
42,089,300201,2,1242,+41.173053,-075.261895
42,089,300201,3,830,+41.167356,-075.285062
42,089,300201,4,553,+41.205969,-075.273009
42,089,300203,1,1178,+41.132253,-075.354844
42,089,300203,2,1911,+41.119976,-075.363727
42,089,300204,1,1861,+41.125421,-075.277231
42,089,300204,2,1038,+41.106783,-075.296132
42,089,300308,1,518,+41.198413,-075.410434
42,089,300308,2,1173,+41.157576,-075.369114
42,089,300308,3,1191,+41.168029,-075.382892
